horde_recycle,HORDE_RECYCLE,HORDE_RECYCLE_DESC,popup_safeguard_boxguns,3,0.75,0.25,0.25,1,null,,splash
ranked_up,SPLASHES_RANKED_UP,SPLASHES_RANKED_UP_DESC,rankup_splash_icon,4,0.75,0.25,0.25,1,mp_level_up,,urgent_splash
uplink,KILLSTREAKS_KILLSTREAK_N,KILLSTREAKS_UPLINK,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,uavrecon,killstreak_splash
ims,KILLSTREAKS_KILLSTREAK_N,KILLSTREAKS_IMS,,2.5,0.25,0.75,0.25,1,mp_killstreak_radar,achieve_sentrygun,killstreak_splash
guard_dog,KILLSTREAKS_KILLSTREAK_N,KILLSTREAKS_GUARD_DOG,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,uavrecon,killstreak_splash
sentry,KILLSTREAKS_KILLSTREAK_N,KILLSTREAKS_SENTRY,,2.5,0.25,0.75,0.25,1,mp_killstreak_radar,achieve_sentrygun,killstreak_splash
helicopter,KILLSTREAKS_KILLSTREAK_N,KILLSTREAKS_HELICOPTER,,2.5,0.25,0.75,0.25,1,mp_killstreak_heli,helisupport,killstreak_splash
ball_drone_backup,KILLSTREAKS_KILLSTREAK_N,KILLSTREAKS_BALL_DRONE_BACKUP,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,uavrecon,killstreak_splash
drone_hive,KILLSTREAKS_KILLSTREAK_N,KILLSTREAKS_DRONE_HIVE,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,uavrecon,killstreak_splash
vanguard,KILLSTREAKS_KILLSTREAK_N,KILLSTREAKS_VANGUARD,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,uavrecon,killstreak_splash
airdrop_juggernaut_maniac,KILLSTREAKS_KILLSTREAK_N,KILLSTREAKS_AIRDROP_JUGGERNAUT_MANIAC,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,uavrecon,killstreak_splash
airdrop_juggernaut,KILLSTREAKS_KILLSTREAK_N,KILLSTREAKS_AIRDROP_JUGGERNAUT,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,uavrecon,killstreak_splash
heli_pilot,KILLSTREAKS_KILLSTREAK_N,KILLSTREAKS_HELI_PILOT,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak_splash
odin_assault,KILLSTREAKS_KILLSTREAK_N,KILLSTREAKS_ODIN_ASSAULT,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak_splash
uplink_support,KILLSTREAKS_KILLSTREAK_N,KILLSTREAKS_UPLINK,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,uavrecon,killstreak_splash
deployable_vest,KILLSTREAKS_KILLSTREAK_N,KILLSTREAKS_DEPLOYABLE_VEST,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak_splash
deployable_ammo,KILLSTREAKS_KILLSTREAK_N,KILLSTREAKS_DEPLOYABLE_AMMO,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak_splash
ball_drone_radar,KILLSTREAKS_KILLSTREAK_N,KILLSTREAKS_BALL_DRONE_RADAR,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,uavrecon,killstreak_splash
aa_launcher,KILLSTREAKS_KILLSTREAK_N,KILLSTREAKS_AA_LAUNCHER,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,uavrecon,killstreak_splash
jammer,KILLSTREAKS_KILLSTREAK_N,KILLSTREAKS_JAMMER,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak_splash
air_superiority,KILLSTREAKS_KILLSTREAK_N,KILLSTREAKS_AIR_SUPERIORITY,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak_splash
recon_agent,KILLSTREAKS_KILLSTREAK_N,KILLSTREAKS_RECON_AGENT,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,uavrecon,killstreak_splash
heli_sniper,KILLSTREAKS_KILLSTREAK_N,KILLSTREAKS_HELI_SNIPER,,2.5,0.25,0.75,0.25,1,mp_killstreak_heli,achieve_heli_mg,killstreak_splash
uav_3dping,KILLSTREAKS_KILLSTREAK_N,KILLSTREAKS_UAV_3DPING,,2.5,0.25,0.75,0.25,1,mp_killstreak_radar,uavrecon,killstreak_splash
airdrop_juggernaut_recon,KILLSTREAKS_KILLSTREAK_N,KILLSTREAKS_AIRDROP_JUGGERNAUT_RECON,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,uavrecon,killstreak_splash
odin_support,KILLSTREAKS_KILLSTREAK_N,KILLSTREAKS_ODIN_SUPPORT,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak_splash
specialty_fastsprintrecovery_ks,KILLSTREAKS_KILLSTREAK_N,PERKS_STEADY_AIM_PRO,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak_splash
specialty_fastreload_ks,KILLSTREAKS_KILLSTREAK_N,PERKS_SLEIGHT_OF_HAND,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak_splash
specialty_lightweight_ks,KILLSTREAKS_KILLSTREAK_N,PERKS_LIGHTWEIGHT,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak_splash
specialty_marathon_ks,KILLSTREAKS_KILLSTREAK_N,PERKS_UNLIMITED_SPRINT,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak_splash
specialty_stalker_ks,KILLSTREAKS_KILLSTREAK_N,PERKS_STALKER,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak_splash
specialty_reducedsway_ks,KILLSTREAKS_KILLSTREAK_N,PERKS_REDUCEDSWAY,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak_splash
specialty_quickswap_ks,KILLSTREAKS_KILLSTREAK_N,PERKS_SLEIGHT_OF_HAND_PRO,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak_splash
specialty_pitcher_ks,KILLSTREAKS_KILLSTREAK_N,PERKS_PITCHER,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak_splash
specialty_bulletaccuracy_ks,KILLSTREAKS_KILLSTREAK_N,PERKS_STEADY_AIM,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak_splash
specialty_quickdraw_ks,KILLSTREAKS_KILLSTREAK_N,PERKS_QUICKDRAW,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak_splash
specialty_sprintreload_ks,KILLSTREAKS_KILLSTREAK_N,PERKS_SPRINTRELOAD,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak_splash
specialty_silentkill_ks,KILLSTREAKS_KILLSTREAK_N,PERKS_SILENTKILL,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak_splash
specialty_blindeye_ks,KILLSTREAKS_KILLSTREAK_N,PERKS_BLINDEYE,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak_splash
specialty_gpsjammer_ks,KILLSTREAKS_KILLSTREAK_N,PERKS_GPSJAMMER,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak_splash
specialty_quieter_ks,KILLSTREAKS_KILLSTREAK_N,PERKS_DEADSILENCE,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak_splash
specialty_incog_ks,KILLSTREAKS_KILLSTREAK_N,PERKS_INCOG,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak_splash
specialty_paint_ks,KILLSTREAKS_KILLSTREAK_N,PERKS_PAINT,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak_splash
specialty_scavenger_ks,KILLSTREAKS_KILLSTREAK_N,PERKS_SCAVENGER,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak_splash
specialty_detectexplosive_ks,KILLSTREAKS_KILLSTREAK_N,PERKS_BOMB_SQUAD,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak_splash
specialty_selectivehearing_ks,KILLSTREAKS_KILLSTREAK_N,PERKS_BOMB_SQUAD_PRO,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak_splash
specialty_comexp_ks,KILLSTREAKS_KILLSTREAK_N,PERKS_COMEXP,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak_splash
specialty_falldamage_ks,KILLSTREAKS_KILLSTREAK_N,PERKS_DEADSILENCE_PRO,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak_splash
specialty_regenfaster_ks,KILLSTREAKS_KILLSTREAK_N,PERKS_FAST_REGEN,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak_splash
specialty_sharp_focus_ks,KILLSTREAKS_KILLSTREAK_N,PERKS_SHARPFOCUS,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak_splash
specialty_stun_resistance_ks,KILLSTREAKS_KILLSTREAK_N,PERKS_BLASTSHIELD_PRO,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak_splash
_specialty_blastshield_ks,KILLSTREAKS_KILLSTREAK_N,PERKS_BLASTSHIELD,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak_splash
specialty_gunsmith_ks,KILLSTREAKS_KILLSTREAK_N,PERKS_GUNSMITH,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak_splash
specialty_extraammo_ks,KILLSTREAKS_KILLSTREAK_N,PERKS_SCAVENGER_PRO,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak_splash
specialty_extra_equipment_ks,KILLSTREAKS_KILLSTREAK_N,PERKS_EXTRA_EQUIPMENT,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak_splash
specialty_extra_deadly_ks,KILLSTREAKS_KILLSTREAK_N,PERKS_EXTRA_DEADLY,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak_splash
specialty_extra_attachment_ks,KILLSTREAKS_KILLSTREAK_N,PERKS_EXTRA_ATTACHMENT,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak_splash
specialty_explosivedamage_ks,KILLSTREAKS_KILLSTREAK_N,PERKS_EXPLOSIVE_DAMAGE,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak_splash
specialty_gambler_ks,KILLSTREAKS_KILLSTREAK_N,PERKS_GAMBLER,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak_splash
specialty_hardline_ks,KILLSTREAKS_KILLSTREAK_N,PERKS_HARDLINE,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak_splash
specialty_twoprimaries_ks,KILLSTREAKS_KILLSTREAK_N,PERKS_OVERKILL,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak_splash
specialty_boom_ks,KILLSTREAKS_KILLSTREAK_N,PERKS_BOOM,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak_splash
specialty_deadeye_ks,KILLSTREAKS_KILLSTREAK_N,PERKS_DEADEYE,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak_splash
all_perks_bonus,KILLSTREAKS_KILLSTREAK_N,PERKS_ALL,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak_splash
airdrop_assault,KILLSTREAKS_KILLSTREAK_N,KILLSTREAKS_AIRDROP,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,uavrecon,killstreak_splash
airdrop_support,KILLSTREAKS_KILLSTREAK_N,KILLSTREAKS_AIRDROP,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,uavrecon,killstreak_splash
nuke,KILLSTREAKS_KILLSTREAK_N,KILLSTREAKS_TACTICAL_NUKE,,2.5,0.25,0.75,0.25,1,mp_killstreak_heli,achieve_nuke,killstreak_splash
agent,KILLSTREAKS_KILLSTREAK_N,KILLSTREAKS_AGENT,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,uavrecon,killstreak_splash
warhawk_mortars,KILLSTREAKS_KILLSTREAK_N,KILLSTREAKS_WARHAWK_MORTARS,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak_splash
snow_satellite,KILLSTREAKS_KILLSTREAK_N,KILLSTREAKS_SNOW_SATELLITE,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak_splash
hashima_missiles,KILLSTREAKS_KILLSTREAK_N,KILLSTREAKS_HASHIMA_MISSILES,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak_splash
sovereign_gas,KILLSTREAKS_KILLSTREAK_N,KILLSTREAKS_SOVEREIGN_GAS,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak_splash
strikezone_rog,KILLSTREAKS_KILLSTREAK_N,KILLSTREAKS_STRIKEZONE_ROG,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak_splash
used_uplink,KILLSTREAKS_UPLINK,KILLSTREAKS_UPLINK,,4,1,1,1,1,null,,playercard_splash
used_ims,KILLSTREAKS_IMS,KILLSTREAKS_IMS,,4,1,1,1,1,null,,playercard_splash
used_guard_dog,KILLSTREAKS_GUARD_DOG,KILLSTREAKS_GUARD_DOG,,4,1,1,1,1,null,,playercard_splash
used_sentry,KILLSTREAKS_SENTRY,KILLSTREAKS_SENTRY,,4,1,1,1,1,null,,playercard_splash
used_helicopter,KILLSTREAKS_HELICOPTER,KILLSTREAKS_HELICOPTER,,4,1,1,1,1,null,,playercard_splash
used_ball_drone_backup,KILLSTREAKS_BALL_DRONE_BACKUP,KILLSTREAKS_BALL_DRONE_BACKUP,,4,1,1,1,1,null,,playercard_splash
used_drone_hive,KILLSTREAKS_DRONE_HIVE,KILLSTREAKS_DRONE_HIVE,,4,1,1,1,1,null,,playercard_splash
used_vanguard,KILLSTREAKS_VANGUARD,KILLSTREAKS_VANGUARD,,4,1,1,1,1,null,,playercard_splash
used_juggernaut_maniac,KILLSTREAKS_AIRDROP_JUGGERNAUT_MANIAC,KILLSTREAKS_AIRDROP_JUGGERNAUT_MANIAC,,4,1,1,1,1,null,,playercard_splash
used_juggernaut,KILLSTREAKS_JUGGERNAUT,KILLSTREAKS_JUGGERNAUT,,4,1,1,1,1,null,,playercard_splash
used_heli_pilot,KILLSTREAKS_HELI_PILOT,KILLSTREAKS_HELI_PILOT,,4,1,1,1,1,null,,playercard_splash
used_odin_assault,KILLSTREAKS_ODIN_ASSAULT,KILLSTREAKS_ODIN_ASSAULT,,4,1,1,1,1,null,,playercard_splash
used_uplink_support,KILLSTREAKS_UPLINK,KILLSTREAKS_UPLINK,,4,1,1,1,1,null,,playercard_splash
used_deployable_vest,KILLSTREAKS_DEPLOYABLE_VEST,KILLSTREAKS_DEPLOYABLE_VEST,,4,1,1,1,1,null,,playercard_splash
used_deployable_ammo,KILLSTREAKS_DEPLOYABLE_AMMO,KILLSTREAKS_DEPLOYABLE_AMMO,,4,1,1,1,1,null,,playercard_splash
used_ball_drone_radar,KILLSTREAKS_BALL_DRONE_RADAR,KILLSTREAKS_BALL_DRONE_RADAR,,4,1,1,1,1,null,,playercard_splash
used_aa_launcher,KILLSTREAKS_AA_LAUNCHER,KILLSTREAKS_AA_LAUNCHER,,4,1,1,1,1,null,,playercard_splash
used_jammer,KILLSTREAKS_JAMMER,KILLSTREAKS_JAMMER,,4,1,1,1,1,null,,playercard_splash
used_air_superiority,KILLSTREAKS_AIR_SUPERIORITY,KILLSTREAKS_AIR_SUPERIORITY,,4,1,1,1,1,null,,playercard_splash
used_recon_agent,KILLSTREAKS_RECON_AGENT,KILLSTREAKS_RECON_AGENT,,4,1,1,1,1,null,,playercard_splash
used_heli_sniper,KILLSTREAKS_HELI_SNIPER,KILLSTREAKS_HELI_SNIPER,,4,1,1,1,1,null,,playercard_splash
used_uav_3dping,KILLSTREAKS_UAV_3DPING,KILLSTREAKS_UAV_3DPING,,4,1,1,1,1,null,,playercard_splash
used_juggernaut_recon,KILLSTREAKS_AIRDROP_JUGGERNAUT_RECON,KILLSTREAKS_AIRDROP_JUGGERNAUT_RECON,,4,1,1,1,1,null,,playercard_splash
used_odin_support,KILLSTREAKS_ODIN_SUPPORT,KILLSTREAKS_ODIN_SUPPORT,,4,1,1,1,1,null,,playercard_splash
used_nuke,KILLSTREAKS_TACTICAL_NUKE,KILLSTREAKS_TACTICAL_NUKE,,4,1,1,1,1,null,,playercard_splash
callout_destroyed_helicopter,SPLASHES_DESTROYED_HELICOPTER,SPLASHES_DESTROYED_HELICOPTER,,4,1,1,1,1,null,,playercard_splash
callout_destroyed_osprey,SPLASHES_DESTROYED_OSPREY,SPLASHES_DESTROYED_OSPREY,,4,1,1,1,1,null,,playercard_splash
callout_destroyed_helo_pilot,SPLASHES_DESTROYED_HELO_PILOT,SPLASHES_DESTROYED_HELO_PILOT,,4,1,1,1,1,null,,playercard_splash
callout_destroyed_uav,SPLASHES_DESTROYED_UAV,SPLASHES_DESTROYED_UAV,,4,1,1,1,1,null,,playercard_splash
callout_destroyed_vanguard,SPLASHES_DESTROYED_VANGUARD,SPLASHES_DESTROYED_VANGUARD,,4,1,1,1,1,null,,playercard_splash
callout_destroyed_remote_tank,SPLASHES_DESTROYED_REMOTE_TANK,SPLASHES_DESTROYED_REMOTE_TANK,,4,1,1,1,1,null,,playercard_splash
callout_destroyed_predator_missile,SPLASHES_DESTROYED_PREDATOR_MISSILE,SPLASHES_DESTROYED_PREDATOR_MISSILE,,4,1,1,1,1,null,,playercard_splash
callout_destroyed_helo_scout,SPLASHES_DESTROYED_HELO_SCOUT,SPLASHES_DESTROYED_HELO_SCOUT,,4,1,1,1,1,null,,playercard_splash
callout_destroyed_a10,SPLASHES_DESTROYED_A10_STRAFE,SPLASHES_DESTROYED_A10_STRAFE,,4,1,1,1,1,null,,playercard_splash
callout_destroyed_air_superiority,SPLASHES_DESTROYED_AIR_SUPERIORITY,SPLASHES_DESTROYED_AIR_SUPERIORITY,,4,1,1,1,1,null,,playercard_splash
callout_destroyed_little_bird,SPLASHES_DESTROYED_AIR_DROP,SPLASHES_DESTROYED_AIR_DROP,,4,1,1,1,1,null,,playercard_splash
stuck_semtex,SPLASHES_STUCK_SEMTEX,SPLASHES_STUCK_SEMTEX_DESC,stuck_semtex,1.5,0.75,0.25,0.25,1,mp_splash_screen_default,,splash
semtex_stuck,SPLASHES_SEMTEX_STUCK,SPLASHES_SEMTEX_STUCK,semtex_stuck,2.5,0.6,0.6,1,1,mp_defcon_down,,playercard_splash
capture,SPLASHES_CAPTURE,SPLASHES_CAPTURE_DESC,dom_splash_captured,1.5,0.75,0.25,0.25,1,null,,splash
defend,SPLASHES_DEFEND,SPLASHES_DEFEND_DESC,dom_splash_defended,1.5,0.75,0.25,0.25,1,mp_splash_screen_default,,splash
assault,SPLASHES_ASSAULT,SPLASHES_ASSAULT_DESC,dom_splash_killed,1.5,0.75,0.25,0.25,1,mp_splash_screen_default,,splash
flag_capture,SPLASHES_FLAG_CAPTURED,SPLASHES_FLAG_CAPTURED_DESC,,1.5,0.75,0.25,0.25,1,mp_splash_screen_default,,splash
flag_defend,SPLASHES_FLAG_DEFEND,SPLASHES_FLAG_DEFEND_DESC,,1.5,0.75,0.25,0.25,1,mp_splash_screen_default,,splash
flag_assault,SPLASHES_FLAG_ASSAULT,SPLASHES_FLAG_ASSAULT_DESC,,1.5,0.75,0.25,0.25,1,mp_splash_screen_default,,splash
got_juggernaut,SPLASHES_GOT_JUGGERNAUT,SPLASHES_GOT_JUGGERNAUT_DESC,,1.5,0.75,0.25,0.25,1,mp_splash_screen_default,,splash
got_commando,SPLASHES_GOT_COMMANDO,SPLASHES_GOT_COMMANDO_DESC,,1.5,0.75,0.25,0.25,1,mp_splash_screen_default,,splash
plant,SPLASHES_PLANT,SPLASHES_PLANT_DESC,popup_bomb_plant,1.5,0.75,0.25,0.25,1,mp_splash_screen_default,,splash
defuse,SPLASHES_DEFUSE,SPLASHES_DEFUSE_DESC,popup_bomb_diffuse,1,0.75,0.25,0.25,1,mp_splash_screen_default,,splash
sudden_death,MP_SUDDEN_DEATH,MP_NO_RESPAWN,,3,0.75,0.25,0.25,1,mp_splash_screen_default,,splash
hijacker,SPLASHES_HIJACKER,SPLASHES_HIJACKER_DESC,,2.5,0.75,0.25,0.25,1,mp_splash_screen_default,,splash
sharepackage,SPLASHES_SHAREPACKAGE,SPLASHES_SHAREPACKAGE_DESC,dpad_killstreak_carepackage,2.5,0.75,0.25,0.25,1,mp_splash_screen_default,,splash
hijacked_airdrop,SPLASHES_HIJACKED_AIRDROP,SPLASHES_HIJACKED_AIRDROP,,2.5,0.6,0.6,1,1,mp_defcon_down,,playercard_splash
hijacked_sentry,SPLASHES_HIJACKED_SENTRY,SPLASHES_HIJACKED_SENTRY,,2.5,0.6,0.6,1,1,mp_defcon_down,,playercard_splash
hijacked_juggernaut,SPLASHES_HIJACKED_JUGGERNAUT,SPLASHES_HIJACKED_JUGGERNAUT,,2.5,0.6,0.6,1,1,mp_defcon_down,,playercard_splash
hijacked_maniac,SPLASHES_HIJACKED_MANIAC,SPLASHES_HIJACKED_MANIAC,,2.5,0.6,0.6,1,1,mp_defcon_down,,playercard_splash
hijacked_remote_tank,SPLASHES_HIJACKED_REMOTE_TANK,SPLASHES_HIJACKED_REMOTE_TANK,,2.5,0.6,0.6,1,1,mp_defcon_down,,playercard_splash
giveaway_trophy,SPLASHES_GIVEAWAY_AIRDROP,SPLASHES_GIVEAWAY_AIRDROP,,2.5,0.6,0.6,1,1,mp_bonus_start,,playercard_splash
