ch_falldamage,OPERATIONS_RESILIENCE_MASTER,OPERATIONS_DESC_RESILIENCE_MASTER,CHALLENGE_LEVEL,10,perk_slot_2,,,,50,4000,150,5000,300,6000,,,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_akimbo,OPERATIONS_AKIMBO_MASTER,OPERATIONS_DESC_AKIMBO_MASTER,CHALLENGE_LEVEL,10,attachment,,,,100,4000,250,5000,350,6000,,,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_ammoslug,OPERATIONS_SLUG_MASTER,OPERATIONS_DESC_SLUG_MASTER,CHALLENGE_LEVEL,10,attachment,,,,100,4000,250,5000,500,6000,,,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_armorpiercing,OPERATIONS_ARMOR_PIERCING_AMMO_MASTER,OPERATIONS_DESC_ARMOR_PIERCING_AMMO,CHALLENGE_LEVEL,10,attachment,,,,120,4000,350,5000,500,6000,,,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_barrelbored,OPERATIONS_CHROME_BARREL_MASTER,OPERATIONS_DESC_CHROME_BARREL_MASTER,CHALLENGE_LEVEL,10,attachment,,,,100,4000,250,5000,500,6000,,,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_barrelrange,OPERATIONS_MUZZLE_BRAKE_MASTER,OPERATIONS_DESC_MUZZLE_BRAKE_MASTER,CHALLENGE_LEVEL,10,attachment,,,,120,4000,350,5000,500,6000,,,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_firetypesingle,OPERATIONS_SINGLE_SHOT_MASTER,OPERATIONS_DESC_SINGLE_SHOT_MASTER,CHALLENGE_LEVEL,10,attachment,,,,120,4000,350,5000,500,6000,,,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_firetypeburst,OPERATIONS_BURST_FIRE_MASTER,OPERATIONS_DESC_BURST_FIRE_MASTER,CHALLENGE_LEVEL,10,attachment,,,,120,4000,350,5000,500,6000,,,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_firetypeauto,OPERATIONS_FULL_AUTO_MASTER,OPERATIONS_DESC_FULL_AUTO_MASTER,CHALLENGE_LEVEL,10,attachment,,,,100,4000,250,5000,500,6000,,,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_flashsuppress,OPERATIONS_FLASH_SUPPRESSOR_MASTER,OPERATIONS_DESC_FLASH_SUPPRESSOR_MASTER,CHALLENGE_LEVEL,10,attachment,,,,120,4000,350,5000,500,6000,,,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_grip,OPERATIONS_GRIP_MASTER,OPERATIONS_DESC_GRIP_MASTER,CHALLENGE_LEVEL,10,attachment,,,,120,4000,350,5000,500,6000,,,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_rof,OPERATIONS_RAPID_FIRE_MASTER,OPERATIONS_DESC_RAPID_FIRE_MASTER,CHALLENGE_LEVEL,10,attachment,,,,120,4000,350,5000,500,6000,,,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_silencer,OPERATIONS_SILENCER_MASTER,OPERATIONS_DESC_SILENCER_MASTER,CHALLENGE_LEVEL,10,attachment,,,,120,4000,350,5000,500,6000,,,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_xmags,OPERATIONS_EXTENDED_MAGS_MASTER,OPERATIONS_DESC_EXTENDED_MAGS_MASTER,CHALLENGE_LEVEL,10,attachment,,,,120,4000,350,5000,500,6000,,,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_tactical,OPERATIONS_TACTICAL_KNIFE_MASTER,OPERATIONS_DESC_TACTICAL_KNIFE_MASTER,CHALLENGE_LEVEL,10,attachment,,,,50,4000,150,5000,300,6000,,,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_gl,OPERATIONS_GRENADE_LAUNCHER_MASTER,OPERATIONS_DESC_GRENADE_LAUNCHER_MASTER,CHALLENGE_LEVEL,10,attachment,,,,75,4000,150,5000,300,6000,,,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_shotgun,OPERATIONS_UNDERBARREL_SHOTGUN_MASTER,OPERATIONS_DESC_UNDERBARREL_SHOTGUN_MASTER,CHALLENGE_LEVEL,10,attachment,,,,75,4000,150,5000,300,6000,,,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_acog,OPERATIONS_ACOG_MASTER,OPERATIONS_DESC_ACOG_MASTER,CHALLENGE_LEVEL,10,attachment,,,,120,4000,350,5000,500,6000,,,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_eotech,OPERATIONS_EOTECH_MASTER,OPERATIONS_DESC_EOTECH_MASTER,CHALLENGE_LEVEL,10,attachment,,,,120,4000,350,5000,500,6000,,,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_hybrid,OPERATIONS_HYBRID_SIGHT_MASTER,OPERATIONS_DESC_HYBRID_SIGHT_MASTER,CHALLENGE_LEVEL,10,attachment,,,,120,4000,350,5000,500,6000,,,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_ironsight,OPERATIONS_DMR_IRONSIGHT_MASTER,OPERATIONS_DESC_DMR_IRONSIGHT_MASTER,CHALLENGE_LEVEL,10,attachment,,,,100,4000,250,5000,500,6000,,,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_reflex,OPERATIONS_RED_DOT_SIGHT_MASTER,OPERATIONS_DESC_RED_DOT_SIGHT_MASTER,CHALLENGE_LEVEL,10,attachment,,,,120,4000,350,5000,500,6000,,,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_thermal,OPERATIONS_THERMAL_SIGHT_MASTER,OPERATIONS_DESC_THERMAL_SIGHT_MASTER,CHALLENGE_LEVEL,10,attachment,,,,120,4000,350,5000,500,6000,,,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_tracker,OPERATIONS_TRACKER_MASTER,OPERATIONS_DESC_TRACKER_MASTER,CHALLENGE_LEVEL,10,attachment,,,,120,4000,350,5000,500,6000,,,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_vzscope,OPERATIONS_VARIABLE_ZOOM_MASTER,OPERATIONS_DESC_VARIABLE_ZOOM_MASTER,CHALLENGE_LEVEL,10,attachment,,,,100,4000,250,5000,500,6000,,,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_rshieldradar,OPERATIONS_RIOTSHIELD_RADAR_MASTER,OPERATIONS_DESC_RIOTSHIELD_RADAR_MASTER,CHALLENGE_LEVEL,10,attachment,,,,30,4000,45,5000,90,6000,,,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_rshieldscrambler,OPERATIONS_RIOTSHIELD_SCRAMBLER_MASTER,OPERATIONS_DESC_RIOTSHIELD_SCRAMBLER_MASTER,CHALLENGE_LEVEL,10,attachment,,,,30,4000,45,5000,90,6000,,,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_rshieldspikes,OPERATIONS_RIOTSHIELD_TITANIUM_FRAME_MASTER,OPERATIONS_DESC_RIOTSHIELD_TITANIUM_FRAME_MASTER,CHALLENGE_LEVEL,10,attachment,,,,30,4000,60,5000,120,6000,,,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_noattachments,OPERATIONS_RAW_SKILLS,OPERATIONS_DESC_RAW_SKILLS,CHALLENGE_LEVEL,10,attachment,,,,120,4000,350,5000,500,6000,,,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_noidea,OPERATIONS_HAVE_NO_IDEA,OPERATIONS_DESC_HAVE_NO_IDEA,CHALLENGE_LEVEL,10,attachment,,,,200,5000,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_surgical_assault,OPERATIONS_SURGICAL_ASSAULT,OPERATIONS_DESC_SURGICAL_ASSAULT,CHALLENGE_BLANK,100,precision,,,,1,3000,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_surgical_smg,OPERATIONS_SURGICAL_SMG,OPERATIONS_DESC_SURGICAL_SMG,CHALLENGE_BLANK,100,precision,,,,1,3000,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_surgical_lmg,OPERATIONS_SURGICAL_LMG,OPERATIONS_DESC_SURGICAL_LMG,CHALLENGE_BLANK,100,precision,,,,1,5000,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_surgical_sniper,OPERATIONS_SURGICAL_SNIPER,OPERATIONS_DESC_SURGICAL_SNIPER,CHALLENGE_BLANK,100,precision,,,,1,3000,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_surgical_dmr,OPERATIONS_SURGICAL_DMR,OPERATIONS_DESC_SURGICAL_DMR,CHALLENGE_BLANK,100,precision,,,,1,3000,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_surgical_shotgun,OPERATIONS_SURGICAL_SHOTGUN,OPERATIONS_DESC_SURGICAL_SHOTGUN,CHALLENGE_BLANK,100,precision,,,,1,1000,5,3000,,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_allpro,OPERATIONS_ALL_PRO,OPERATIONS_DESC_ALL_PRO,CHALLENGE_BLANK,100,precision,,,,1,3000,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_wiseguy,OPERATIONS_WISE_GUY,OPERATIONS_DESC_WISE_GUY,CHALLENGE_LEVEL,100,elite,,,,25,4000,75,5000,150,6000,,,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_ballsofsteel,OPERATIONS_BALLS_OF_STEEL,OPERATIONS_DESC_BALLS_OF_STEEL,CHALLENGE_LEVEL,100,elite,,,,30,4000,60,5000,120,6000,,,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_meticulous,OPERATIONS_METICULOUS,OPERATIONS_DESC_METICULOUS,CHALLENGE_LEVEL,100,elite,,,,5,4000,15,5000,30,6000,,,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_guard_dog,OPERATIONS_HERE_BOY,OPERATIONS_DESC_HERE_BOY,CHALLENGE_LEVEL,10,killstreaks_assault,,,,50,6000,100,8000,,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_uplink,OPERATIONS_SPACE_ASSAULT,OPERATIONS_DESC_SPACE_ASSAULT,CHALLENGE_LEVEL,10,killstreaks_assault,,,,100,6000,200,8000,,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_airdrop_juggernaut_maniac,OPERATIONS_MANIACAL_ATTACK,OPERATIONS_DESC_MANIACAL_ATTACK,CHALLENGE_LEVEL,10,killstreaks_assault,,,,10,6000,20,8000,,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_uplink_support,OPERATIONS_STRONG_SIGNAL,OPERATIONS_DESC_STRONG_SIGNAL,CHALLENGE_LEVEL,10,killstreaks_support,,,,125,6000,250,8000,,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_deployable_vest,OPERATIONS_WELL_PROTECTED,OPERATIONS_DESC_WELL_PROTECTED,CHALLENGE_LEVEL,10,killstreaks_support,,,,80,6000,160,8000,,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_deployable_ammo,OPERATIONS_SHARING_CARING,OPERATIONS_DESC_SHARING_CARING,CHALLENGE_LEVEL,10,killstreaks_support,,,,75,6000,150,8000,,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_ball_drone_radar,OPERATIONS_EYES_WIDE_OPEN,OPERATIONS_DESC_EYES_WIDE_OPEN,CHALLENGE_LEVEL,10,killstreaks_support,,,,50,6000,100,8000,,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_aa_launcher,OPERATIONS_AA_LAUNCHER,OPERATIONS_DESC_AA_LAUNCHER,CHALLENGE_LEVEL,10,killstreaks_support,,,,25,6000,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_jammer,OPERATIONS_ALL_JAMMED_UP,OPERATIONS_DESC_ALL_JAMMED_UP,CHALLENGE_LEVEL,10,killstreaks_support,,,,35,6000,70,8000,,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_air_superiority,OPERATIONS_AIR_SUPERIORITY,OPERATIONS_DESC_AIR_SUPERIORITY,CHALLENGE_LEVEL,10,killstreaks_support,,,,35,6000,70,8000,,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_recon_agent,OPERATIONS_SIDEKICK_SUPPORT,OPERATIONS_DESC_SIDEKICK_SUPPORT,CHALLENGE_LEVEL,10,killstreaks_support,,,,30,6000,60,8000,,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_heli_sniper,OPERATIONS_LONG_DISTANCE_RELATIONSHIP,OPERATIONS_DESC_LONG_DISTANCE_RELATIONSHIP,CHALLENGE_LEVEL,10,killstreaks_support,,,,25,6000,50,8000,,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_uav_3dping,OPERATIONS_EAGLE_EYE,OPERATIONS_DESC_EAGLE_EYE,CHALLENGE_LEVEL,10,killstreaks_support,,,,25,6000,50,8000,,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_airdrop_juggernaut_recon,OPERATIONS_SUPPORT_JUGGERNAUT,OPERATIONS_DESC_SUPPORT_JUGGERNAUT,CHALLENGE_LEVEL,10,killstreaks_support,,,,25,6000,50,8000,,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_odin_support,OPERATIONS_ODIN_SUPPORT,OPERATIONS_DESC_ODIN_SUPPORT,CHALLENGE_LEVEL,10,killstreaks_support,,,,20,6000,40,8000,,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_all_perks_bonus,OPERATIONS_SPECIALIST,OPERATIONS_DESC_SPECIALIST,CHALLENGE_LEVEL,10,killstreaks_specialist,,,,15,6000,30,8000,,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_carnie,OPERATIONS_CARNIE,OPERATIONS_DESC_CARNIE,CHALLENGE_LEVEL,10,equipment,,,,30,4000,60,5000,,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_grenadekill,OPERATIONS_FRAG_TASTIC,OPERATIONS_DESC_FRAG_TASTIC,CHALLENGE_LEVEL,10,equipment,,,,30,4000,60,5000,,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_plastered,OPERATIONS_PLASTERED,OPERATIONS_DESC_PLASTERED,CHALLENGE_LEVEL,10,equipment,,,,15,4000,30,5000,,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_proximityexplosive,OPERATIONS_PROXIMITY_EXPLOSIVE,OPERATIONS_DESC_PROXIMITY_EXPLOSIVE,CHALLENGE_LEVEL,10,equipment,,,,30,4000,60,5000,,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_c4shot,OPERATIONS_C4,OPERATIONS_DESC_C4SHOT,CHALLENGE_LEVEL,10,equipment,,,,30,4000,60,5000,,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_mortarshell,OPERATIONS_CANISTER_KILLER,OPERATIONS_DESC_CANISTER_KILLER,CHALLENGE_LEVEL,10,equipment,,,,30,4000,60,5000,,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_motiondetected,OPERATIONS_MOTION_DETECTED,OPERATIONS_DESC_MOTION_DETECTED,CHALLENGE_LEVEL,10,equipment,,,,50,4000,100,5000,,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_thermobaric,OPERATIONS_THERMOBARIC_GRENADE_MASTER,OPERATIONS_DESC_THERMOBARIC_GRENADE_MASTER,CHALLENGE_LEVEL,10,equipment,,,,30,4000,60,5000,,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_noboomforyou,OPERATIONS_NO_BOOM_FOR_YOU,OPERATIONS_DESC_NO_BOOM_FOR_YOU,CHALLENGE_LEVEL,10,special_equipment,,,,75,4000,150,5000,,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_indecentexposure,OPERATIONS_INDECENT_EXPOSURE,OPERATIONS_DESC_INDECENT_EXPOSURE,CHALLENGE_LEVEL,10,special_equipment,,,,50,4000,100,5000,,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_smokeemifyougotem,OPERATIONS_SMOKE_EM_IF_YOU_GOT_EM,OPERATIONS_DESC_SMOKE_EM_IF_YOU_GOT_EM,CHALLENGE_LEVEL,10,special_equipment,,,,20,4000,40,5000,,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_alittleconcussed,OPERATIONS_A_LITTLE_CONCUSSED,OPERATIONS_DESC_A_LITTLE_CONCUSSED,CHALLENGE_LEVEL,10,special_equipment,,,,50,4000,100,5000,,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_onthepulse,OPERATIONS_ONTHEPULSE,OPERATIONS_DESC_ONTHEPULSE,CHALLENGE_LEVEL,10,special_equipment,,,,50,4000,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_multifrag,OPERATIONS_MULTI_FRAG,OPERATIONS_DESC_MULTI_FRAG,CHALLENGE_LEVEL,100,precision,,,,10,4000,20,5000,,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_multic4,OPERATIONS_MULTI_C4,OPERATIONS_DESC_MULTI_C4,CHALLENGE_LEVEL,100,precision,,,,10,4000,25,5000,,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_multirpg,OPERATIONS_MULTI_RPG,OPERATIONS_DESC_MULTI_RPG,CHALLENGE_LEVEL,100,precision,,,,10,4000,25,5000,,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_masterchef,OPERATIONS_MASTER_CHEF,OPERATIONS_DESC_MASTER_CHEF,CHALLENGE_LEVEL,100,elite,,,,15,4000,30,5000,,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_counterc4,OPERATIONS_COUNTER_C4,OPERATIONS_DESC_COUNTER_C4,CHALLENGE_LEVEL,100,elite,,,,2,4000,5,5000,,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_knifevet,OPERATIONS_KNIFE_VETERAN,OPERATIONS_DESC_KNIFE_VETERAN,CHALLENGE_LEVEL,100,prestige,,,,75,4500,150,6000,,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_notsobestfriend,OPERATIONS_NOT_SO_BEST_FRIEND,OPERATIONS_DESC_NOT_SO_BEST_FRIEND,CHALLENGE_LEVEL,100,elite,,,,25,6000,50,8000,,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_youcantseeme,OPERATIONS_YOU_CANT_SEE_ME,OPERATIONS_DESC_YOU_CANT_SEE_ME,CHALLENGE_LEVEL,100,elite,,,,25,6000,50,8000,,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_vulturekiller,OPERATIONS_VULTURE_KILLER,OPERATIONS_DESC_VULTURE_KILLER,CHALLENGE_LEVEL,100,elite,,,,5,6000,10,8000,,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,
ch_gryphondown,OPERATIONS_GRYPHON_DOWN,OPERATIONS_DESC_GRYPHON_DOWN,CHALLENGE_LEVEL,100,elite,,,,5,6000,10,8000,,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,
