241,ch_iw6_usr_allcamo
242,ch_iw6_gm6_crouch
243,ch_iw6_gm6_noattach
244,ch_iw6_gm6_defender
245,ch_iw6_gm6_prone
246,ch_iw6_gm6_oneshotkill
247,ch_iw6_gm6_consecutive
248,ch_iw6_gm6_pointblank
249,ch_iw6_gm6_reload
250,ch_iw6_gm6_penetrate
251,ch_iw6_gm6_leaning
252,ch_iw6_gm6_allcamo
253,ch_iw6_imbel_crouch
254,ch_iw6_imbel_assists
255,ch_iw6_imbel_defender
256,ch_iw6_imbel_longshot
257,ch_iw6_imbel_headshot
258,ch_iw6_imbel_consecutive
259,ch_iw6_imbel_noattach
260,ch_iw6_imbel_reload
261,ch_iw6_imbel_pointblank
262,ch_iw6_imbel_leaning
263,ch_iw6_imbel_allcamo
264,ch_iw6_g28_crouch
265,ch_iw6_g28_assists
266,ch_iw6_g28_defender
267,ch_iw6_g28_longshot
268,ch_iw6_g28_headshot
269,ch_iw6_g28_consecutive
270,ch_iw6_g28_noattach
271,ch_iw6_g28_reload
272,ch_iw6_g28_pointblank
273,ch_iw6_g28_leaning
274,ch_iw6_g28_allcamo
275,ch_iw6_mk14_crouch
276,ch_iw6_mk14_assists
277,ch_iw6_mk14_defender
278,ch_iw6_mk14_longshot
279,ch_iw6_mk14_headshot
280,ch_iw6_mk14_consecutive
281,ch_iw6_mk14_noattach
282,ch_iw6_mk14_reload
283,ch_iw6_mk14_pointblank
284,ch_iw6_mk14_leaning
285,ch_iw6_mk14_allcamo
286,ch_iw6_svu_crouch
287,ch_iw6_svu_assists
288,ch_iw6_svu_defender
289,ch_iw6_svu_longshot
290,ch_iw6_svu_headshot
291,ch_iw6_svu_consecutive
292,ch_iw6_svu_noattach
293,ch_iw6_svu_reload
294,ch_iw6_svu_pointblank
295,ch_iw6_svu_leaning
296,ch_iw6_svu_allcamo
297,ch_iw6_mts255_crouch
298,ch_iw6_mts255_assist
299,ch_iw6_mts255_defender
300,ch_iw6_mts255_noattach
301,ch_iw6_mts255_hipfire
302,ch_iw6_mts255_consecutive
303,ch_iw6_mts255_pointblank
304,ch_iw6_mts255_reload
305,ch_iw6_mts255_sliding
306,ch_iw6_mts255_headshot
307,ch_iw6_mts255_allcamo
308,ch_iw6_fp6_crouch
309,ch_iw6_fp6_assist
310,ch_iw6_fp6_defender
311,ch_iw6_fp6_noattach
312,ch_iw6_fp6_hipfire
313,ch_iw6_fp6_consecutive
314,ch_iw6_fp6_pointblank
315,ch_iw6_fp6_reload
316,ch_iw6_fp6_sliding
317,ch_iw6_fp6_headshot
318,ch_iw6_fp6_allcamo
319,ch_iw6_maul_crouch
320,ch_iw6_maul_assist
321,ch_iw6_maul_defender
322,ch_iw6_maul_noattach
323,ch_iw6_maul_hipfire
324,ch_iw6_maul_consecutive
325,ch_iw6_maul_pointblank
326,ch_iw6_maul_reload
327,ch_iw6_maul_sliding
328,ch_iw6_maul_headshot
329,ch_iw6_maul_allcamo
330,ch_iw6_uts15_crouch
331,ch_iw6_uts15_assist
332,ch_iw6_uts15_defender
333,ch_iw6_uts15_noattach
334,ch_iw6_uts15_hipfire
335,ch_iw6_uts15_consecutive
336,ch_iw6_uts15_pointblank
337,ch_iw6_uts15_reload
338,ch_iw6_uts15_sliding
339,ch_iw6_uts15_headshot
340,ch_iw6_uts15_allcamo
341,ch_iw6_m27_crouch
342,ch_iw6_m27_assists
343,ch_iw6_m27_defender
344,ch_iw6_m27_noattach
345,ch_iw6_m27_hipfire
346,ch_iw6_m27_consecutive
347,ch_iw6_m27_pointblank
348,ch_iw6_m27_penetrate
349,ch_iw6_m27_sliding
350,ch_iw6_m27_leaning
351,ch_iw6_m27_allcamo
352,ch_iw6_ameli_crouch
353,ch_iw6_ameli_assists
354,ch_iw6_ameli_defender
355,ch_iw6_ameli_noattach
356,ch_iw6_ameli_hipfire
357,ch_iw6_ameli_consecutive
358,ch_iw6_ameli_pointblank
359,ch_iw6_ameli_penetrate
360,ch_iw6_ameli_sliding
361,ch_iw6_ameli_leaning
362,ch_iw6_ameli_allcamo
363,ch_iw6_kac_crouch
364,ch_iw6_kac_assists
365,ch_iw6_kac_defender
366,ch_iw6_kac_noattach
367,ch_iw6_kac_hipfire
368,ch_iw6_kac_consecutive
369,ch_iw6_kac_pointblank
370,ch_iw6_kac_penetrate
371,ch_iw6_kac_sliding
372,ch_iw6_kac_leaning
373,ch_iw6_kac_allcamo
374,ch_iw6_lsat_crouch
375,ch_iw6_lsat_assists
376,ch_iw6_lsat_defender
377,ch_iw6_lsat_noattach
378,ch_iw6_lsat_hipfire
379,ch_iw6_lsat_consecutive
380,ch_iw6_lsat_pointblank
381,ch_iw6_lsat_penetrate
382,ch_iw6_lsat_sliding
383,ch_iw6_lsat_leaning
384,ch_iw6_lsat_allcamo
385,ch_iw6_dlcweap01_crouch
386,ch_iw6_dlcweap01_assists
387,ch_iw6_dlcweap01_defender
388,ch_iw6_dlcweap01_noattach
389,ch_iw6_dlcweap01_longshot
390,ch_iw6_dlcweap01_consecutive
391,ch_iw6_dlcweap01_pointblank
392,ch_iw6_dlcweap01_reload
393,ch_iw6_dlcweap01_sliding
394,ch_iw6_dlcweap01_leaning
395,ch_iw6_dlcweap01_allcamo
396,ch_iw6_dlcweap03_crouch
397,ch_iw6_dlcweap03_noattach
398,ch_iw6_dlcweap03_defender
399,ch_iw6_dlcweap03_prone
400,ch_iw6_dlcweap03_oneshotkill
401,ch_iw6_dlcweap03_consecutive
402,ch_iw6_dlcweap03_pointblank
403,ch_iw6_dlcweap03_reload
404,ch_iw6_dlcweap03_penetrate
405,ch_iw6_dlcweap03_leaning
406,ch_iw6_dlcweap03_allcamo
407,ch_iw6_dlcweap02_crouch
408,ch_iw6_dlcweap02_assists
409,ch_iw6_dlcweap02_defender
410,ch_iw6_dlcweap02_noattach
411,ch_iw6_dlcweap02_hipfire
412,ch_iw6_dlcweap02_consecutive
413,ch_iw6_dlcweap02_pointblank
414,ch_iw6_dlcweap02_reload
415,ch_iw6_dlcweap02_sliding
416,ch_iw6_dlcweap02_leaning
417,ch_iw6_dlcweap02_allcamo
