53,mp_body_female_udt_shotgun_a,CUSTOMIZE_BODY_UDT_SG,viewhands_mp_udt,f,vestlight,0,0,,0,,
54,body_mp_clan_assault_a,CUSTOMIZE_BODY_CLAN_ASSAULT,viewhands_devgru,m,vestlight,1,0,OPERATIONS_CLAN_CUSTOMIZE_WIN_4,1,,
55,body_mp_clan_female_assault_a,CUSTOMIZE_BODY_CLAN_ASSAULT,viewhands_devgru,f,vestlight,1,0,OPERATIONS_CLAN_CUSTOMIZE_WIN_4,1,,
56,body_mp_clan_assault_ab,CUSTOMIZE_BODY_CLAN_DIAMOND,viewhands_devgru,m,vestlight,1,0,OPERATIONS_CLAN_CUSTOMIZE_DIAMOND_WIN_4,1,,
57,body_mp_clan_female_assault_ab,CUSTOMIZE_BODY_CLAN_DIAMOND,viewhands_devgru,f,vestlight,1,0,OPERATIONS_CLAN_CUSTOMIZE_DIAMOND_WIN_4,1,,
58,mp_body_mp_elias_a,CUSTOMIZE_HERO_ELIAS,viewhands_devgru,1,vestheavy,2,0,DLC_PACK_DESC,1,mdlc_pack3,igs_shp
59,mp_body_mp_hesh_a,CUSTOMIZE_HERO_HESH,viewhands_us_rangers,2,vestlight,2,0,DLC_PACK_DESC,1,mdlc_pack4,igs_shp
60,mp_body_mp_merrick_a,CUSTOMIZE_HERO_MERRICK,viewhands_devgru,3,vestheavy,2,0,DLC_PACK_DESC,1,mdlc_pack5,igs_shp
61,mp_body_mp_keegan_a,CUSTOMIZE_HERO_KEEGAN,viewhands_us_rangers,4,vestlight,2,0,DLC_PACK_DESC,1,mdlc_pack6,igs_shp
62,mp_fullbody_mp_price_a,CUSTOMIZE_HERO_PRICE,viewhands_mp_price,b,vestlight,2,0,DLC_PACK_DESC,1,mdlc_pack7,igs_shp
63,mp_fullbody_hazmat,MP_CUSTOMIZATION_UI_HAZMAT,viewhands_mp_hazmat,b,vestlight,2,0,DLC_PACK_DESC,1,mdlc_pack14,igs_svp
64,mp_fullbody_mp_makarov,MP_CUSTOMIZATION_UI_MAKAROV,viewhands_mp_makarov,b,cloth,2,0,DLC_PACK_DESC,1,mdlc_pack19,igs_svp
65,mp_body_mp_rorke,MP_CUSTOMIZATION_UI_RORKE,viewhands_mp_soap,5,vestlight,2,0,DLC_PACK_DESC,1,mdlc_pack13,igs_svp
66,mp_fullbody_mp_zachaev,MP_CUSTOMIZATION_UI_ZAKHAEV,viewhands_mp_zakhaev,b,cloth,2,0,DLC_PACK_DESC,1,mdlc_pack12,igs_svp
67,mp_fullbody_mp_soap_a,MP_CUSTOMIZATION_UI_SOAP,viewhands_mp_soap,b,vestlight,2,0,DLC_PACK_DESC,1,mdlc_pack21,igs_sve
68,mp_body_extinction_squad_shotgun_a,MP_CUSTOMIZATION_UI_EXT_SHOTGUN,viewhands_extinction_squad,m,vestlight,2,0,DLC_PACK_DESC,1,mdlc_pack22,igs_sve
69,mp_body_extinction_squad_smg_a,MP_CUSTOMIZATION_UI_EXT_SMG,viewhands_extinction_squad,m,cloth,2,0,DLC_PACK_DESC,1,mdlc_pack22,igs_sve
70,mp_body_extinction_squad_lmg_a,MP_CUSTOMIZATION_UI_EXT_LMG,viewhands_extinction_squad,m,vestheavy,2,0,DLC_PACK_DESC,1,mdlc_pack22,igs_sve
71,mp_body_extinction_squad_assault_a,MP_CUSTOMIZATION_UI_EXT_ASSAULT,viewhands_extinction_squad,m,vestlight,2,0,DLC_PACK_DESC,1,mdlc_pack22,igs_sve
72,mp_body_extinction_squad_female_shotgun_a,MP_CUSTOMIZATION_UI_EXT_SHOTGUN,viewhands_extinction_squad,f,vestlight,2,0,DLC_PACK_DESC,1,mdlc_pack22,igs_sve
73,mp_body_extinction_squad_female_smg_a,MP_CUSTOMIZATION_UI_EXT_SMG,viewhands_extinction_squad,f,cloth,2,0,DLC_PACK_DESC,1,mdlc_pack22,igs_sve
74,mp_body_extinction_squad_female_lmg_a,MP_CUSTOMIZATION_UI_EXT_LMG,viewhands_extinction_squad,f,vestheavy,2,0,DLC_PACK_DESC,1,mdlc_pack22,igs_sve
75,mp_body_extinction_squad_female_assault_a,MP_CUSTOMIZATION_UI_EXT_ASSAULT,viewhands_extinction_squad,f,vestlight,2,0,DLC_PACK_DESC,1,mdlc_pack22,igs_sve
76,mp_fullbody_space_a,MP_CUSTOMIZATION_UI_SPACE,viewhands_mp_space,b,vestheavy,2,0,DLC_PACK_DESC,1,mdlc_pack32,igs_svs
77,body_mp_spectrum_assault_a,MP_CUSTOMIZATION_UI_SPECTRUM,viewhands_devgru,m,vestlight,2,0,DLC_PACK_DESC,1,mdlc_pack31,igs_svs
78,body_mp_spectrum_female_assault_a,MP_CUSTOMIZATION_UI_SPECTRUM,viewhands_devgru,f,vestlight,2,0,DLC_PACK_DESC,1,mdlc_pack31,igs_svs
79,mp_resistance_d_body,MP_CUSTOMIZATION_UI_RES_D,viewhands_mp_resistance,m,vestlight,2,0,DLC_PACK_DESC,1,mdlc_pack33,igs_svr
80,mp_resistance_c_body,MP_CUSTOMIZATION_UI_RES_C,viewhands_mp_resistance,m,vestlight,2,0,DLC_PACK_DESC,1,mdlc_pack33,igs_svr
81,mp_resistance_b_body,MP_CUSTOMIZATION_UI_RES_B,viewhands_mp_resistance,m,vestlight,2,0,DLC_PACK_DESC,1,mdlc_pack33,igs_svr
82,mp_resistance_a_body,MP_CUSTOMIZATION_UI_RES_A,viewhands_mp_resistance,m,vestlight,2,0,DLC_PACK_DESC,1,mdlc_pack33,igs_svr
83,mp_resistance_female_d_body,MP_CUSTOMIZATION_UI_RES_D,viewhands_mp_resistance,f,vestlight,2,0,DLC_PACK_DESC,1,mdlc_pack33,igs_svr
84,mp_resistance_female_c_body,MP_CUSTOMIZATION_UI_RES_C,viewhands_mp_resistance,f,vestlight,2,0,DLC_PACK_DESC,1,mdlc_pack33,igs_svr
85,mp_resistance_female_b_body,MP_CUSTOMIZATION_UI_RES_B,viewhands_mp_resistance,f,vestlight,2,0,DLC_PACK_DESC,1,mdlc_pack33,igs_svr
86,mp_resistance_female_a_body,MP_CUSTOMIZATION_UI_RES_A,viewhands_mp_resistance,f,vestlight,2,0,DLC_PACK_DESC,1,mdlc_pack33,igs_svr
87,body_mp_bluntforce_assault_a,MP_CUSTOMIZATION_UI_BLUNTFORCE,viewhands_devgru,m,vestlight,2,0,DLC_PACK_DESC,1,mdlc_pack43,igs_swap
88,body_mp_bluntforce_female_assault_a,MP_CUSTOMIZATION_UI_BLUNTFORCE,viewhands_devgru,f,vestlight,2,0,DLC_PACK_DESC,1,mdlc_pack43,igs_swap
89,body_mp_inferno_assault_a,MP_CUSTOMIZATION_UI_INFERNO,viewhands_devgru,m,vestlight,2,0,DLC_PACK_DESC,1,mdlc_pack44,igs_swap
90,body_mp_inferno_female_assault_a,MP_CUSTOMIZATION_UI_INFERNO,viewhands_devgru,f,vestlight,2,0,DLC_PACK_DESC,1,mdlc_pack44,igs_swap
91,body_mp_bling_assault_a,MP_CUSTOMIZATION_UI_BLING,viewhands_devgru,m,vestlight,2,0,DLC_PACK_DESC,1,mdlc_pack45,igs_swap
92,body_mp_bling_female_assault_a,MP_CUSTOMIZATION_UI_BLING,viewhands_devgru,f,vestlight,2,0,DLC_PACK_DESC,1,mdlc_pack45,igs_swap
