a0,b1,c2,d3,e4,f5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,q16,r17,s18
85,8,City 3 (x3),320,6,1,,,,brute,8 8 8,spitter,4 4 4,,,elite,4 4 6,,
86,9,Blocker 2 (0),0,6,4,,goon,6 6 8,brute,1 1 4,spitter,4 4 8,,,,,,
87,9,1,60,6,4,,goon,6 6,brute,1 1,spitter,4 4,,,,,,
88,9,2,89,,,,,,,,,,,,,,,
89,9,3,90,6,4,,goon,6 6,brute,2 2 6,spitter,4 4,,,,,,
90,9,4,149,,,,,,,,,,,,,,,
91,9,5,150,6,4,,goon,8 8,brute,1 1,spitter,4 4,,,,,,
92,9,6,180,6,4,,goon,8 8,brute,1 1,spitter,4 4,,,,,,
93,9,7,209,,,,,,,,,,,,,,,
94,9,8,210,6,4,,goon,8 8,brute,2 2,spitter,4 4,,,,,,
95,9,9,240,6,1,,,,,,spitter,8 8 8,,,,,,
96,9,10,270,6,4,,goon,8 8,brute,2 2 8,spitter,4 4 4,,,,,,
97,9,11,299,,,,,,,,,,,,,,,
98,9,12,300,6,4,,goon,8 8,brute,3 3,spitter,7 7,,,,,,
99,9,Blocker 2 (END),360,6,4,,goon,7 7,brute,3 3,spitter,4 4,,,,,,
100,9,Blocker 2 (x1),500,6,4,,goon,7 7 7,brute,5 5 5,spitter,5 5 5,,,elite,1 1 1,,
101,9,Blocker 2 (x2),560,6,4,,goon,5 5 5,brute,6 6 6,spitter,5 5,,,elite,1 1 2,,
102,9,Blocker 2 (x3),620,6,4,,goon,3 3 3,brute,6 6,spitter,6 6 6,,,elite,1 1 3,,
103,9,Blocker 2 (x4),680,6,4,,,,brute,7 7 7,spitter,7 7 7,,,elite,1 1 4,,
104,9,Blocker 2 (x5),740,6,4,,,,brute,6 6 6,spitter,7 7,,,elite,1 1 5,,
105,10,Cabin 1 (0),0,6,4,,goon,5 5 6,brute,3 3 3,spitter,2 2 3,,,,,,
106,10,1,15,,,,,,,,,,minion,4 4 4,,,,
107,10,2,16,6,4,,goon,5 5 8,brute,3 3,,,,,,,,
108,10,3,30,,,,,,,,,,minion,4 4,,,,
109,10,4,32,6,4,,goon,5 5 6,brute,3 3,spitter,2 2,,,,,,
110,10,5,40,6,4,,goon,5 5 9,brute,3 3,,,,,,,,
111,10,6,45,,,,,,,,,,minion,4 4,,,,
112,10,7,48,6,4,,goon,5 5 6,brute,3 3,spitter,3 3,,,,,,
113,10,8,60,,,,,,,,,,minion,4 4,,,,
114,10,9,64,6,4,,goon,5 5,brute,3 3,spitter,3 3,,,,,,
115,10,10,75,,,,,,,,,,minion,4 4,,,,
116,10,11,80,6,4,,goon,5 5,brute,3 3,,,,,,,,
117,10,12,90,,,,,,,,,,minion,4 4,,,,
118,10,13,96,6,4,,goon,5 5,brute,3 3,spitter,3 3,,,,,,
119,10,14,105,,,,,,,,,,minion,4 4,,,,
120,10,15,108,6,4,,goon,5 5,brute,3 3,spitter,3 3,,,,,,
121,10,Cabin 1 (120),120,,,,goon,5 5,brute,3 3,spitter,2 2,minion,4 4,,,,
122,10,Cabin 1 (x1),150,6,5,,goon,4 4 4,brute,8 8 8,spitter,4 4 4,,,elite,2 2 2,,
123,10,Cabin 1 (x2),180,6,2,,goon,2 2 2,brute,8 8 8,spitter,4 4 4,,,elite,2 2 4,,
124,10,Cabin 1 (x3),210,6,1,,,,brute,8 8 8,spitter,4 4 4,,,elite,4 4 6,,
125,11,Cabin 2 (0),0,6,6,,goon,5 5 8,brute,3 3 3,spitter,3 3 3,,,,,,
126,11,1,15,,,,,,,,,,minion,4 4 4,,,,
127,11,2,16,6,4,,goon,5 5,brute,3 3,,,,,,,,
128,11,3,30,,,,,,,,,,minion,4 4,,,,
129,11,4,32,6,4,,goon,5 5,brute,3 3 4,spitter,3 3,,,,,,
130,11,5,40,6,4,,goon,5 5,brute,3 3,spitter,3 3,,,,,,
131,11,6,45,,,,,,,,,,minion,4 4,,,,
132,11,7,48,6,4,,goon,5 5,brute,3 3,spitter,3 3,,,,,,
133,11,8,60,,,,,,,,,,minion,4 4,,,,
134,11,9,64,6,4,,goon,5 5,brute,3 3,spitter,3 3,,,,,,
135,11,10,75,,,,,,,,,,minion,4 4,,,,
136,11,11,80,6,4,,goon,5 5,brute,4 4,spitter,3 3,,,,,,
137,11,12,90,,,,,,,,,,minion,4 4,,,,
138,11,13,96,6,4,,goon,5 5,brute,4 4,spitter,3 3,,,,,,
139,11,14,105,,,,,,,,,,minion,4 4,,,,
140,11,15,108,6,4,,goon,5 5,brute,4 4,spitter,3 3,,,,,,
141,11,Cabin 2 (120),120,,,,goon,5 5,brute,4 4,spitter,3 3,minion,4 4,,,,
142,11,Cabin 2 (x1),150,6,5,,goon,4 4 4,brute,8 8 8,spitter,4 4 4,,,elite,2 2 2,,
143,11,Cabin 2 (x2),180,6,2,,goon,2 2 2,brute,8 8 8,spitter,4 4 4,,,elite,2 2 4,,
144,11,Cabin 2 (x3),210,6,1,,,,brute,8 8 8,spitter,4 4 4,,,elite,4 4 6,,
145,12,Cabin 3 (0),0,6,5,,goon,5 5 8,brute,3 3 4,spitter,3 3 3,,,,,,
146,12,1,15,,,,,,,,,,minion,4 4 4,,,,
147,12,2,16,6,5,,goon,5 5,brute,3 3,,,,,,,,
148,12,3,30,,,,,,,,,,minion,4 4,,,,
149,12,4,32,6,5,,goon,5 5,brute,3 3,spitter,3 3,,,,,,
150,12,5,40,6,5,,goon,5 5,brute,3 3,spitter,3 3,,,,,,
151,12,6,45,,,,,,,,,,minion,4 4,,,,
152,12,7,48,6,5,,goon,5 5,brute,3 3,spitter,3 3,,,,,,
153,12,8,60,,,,,,,,,,minion,4 4,,,,
154,12,9,64,6,5,,goon,5 5,brute,3 3 4,spitter,3 3,,,,,,
155,12,10,75,,,,,,,,,,minion,4 4,,,,
156,12,11,80,6,5,,goon,5 5,brute,3 3,spitter,3 3,,,,,,
157,12,12,90,,,,,,,,,,minion,4 4,,,,
158,12,13,96,6,5,,goon,5 5,brute,4 4,spitter,3 3,,,,,,
159,12,14,105,,,,,,,,,,minion,4 4,,,,
160,12,15,108,6,5,,goon,5 5,brute,4 4,spitter,3 3,,,,,,
161,12,16,120,,,,goon,5 5,brute,4 4,spitter,3 3,minion,4 4,,,,
162,12,17,128,6,5,,goon,5 5,brute,4 4,spitter,3 3,,,,,,
163,12,18,135,,,,,,,,,,minion,4 4,,,,
164,12,19,136,6,5,,goon,5 5,brute,4 4,spitter,3 3,,,,,,
165,12,20,150,,,,,,,,,,minion,4 4,,,,
166,12,21,152,6,5,,goon,5 5,brute,4 4,spitter,3 3,,,,,,
167,12,22,165,,,,,,,,,,minion,4 4,,,,
168,12,23,168,6,5,,goon,5 5,brute,4 4,spitter,3 3,,,,,,
169,12,Cabin 3 (180),180,6,5,,goon,5 5,brute,4 4,spitter,3 3,,,,,,
170,12,Cabin 3 (x1),210,6,5,,goon,4 4 4,brute,8 8 8,spitter,4 4 4,,,elite,2 2 2,,
171,12,Cabin 3 (x2),240,6,2,,goon,2 2 2,brute,8 8 8,spitter,4 4 4,,,elite,2 2 4,,
172,12,Cabin 3 (x3),270,6,1,,,,brute,8 8 8,spitter,4 4 4,,,elite,4 4 6,,
173,13,Cabin 4 (0),0,6,4,,goon,5 5 8,brute,3 3 4,spitter,3 3 3,,,,,,
174,13,1,15,,,,,,,,,,minion,4 4 4,,,,
175,13,2,16,6,4,,goon,5 5,brute,3 3,,,,,,,,
176,13,3,30,,,,,,,,,,minion,4 4,,,,
177,13,4,32,6,4,,goon,5 5,brute,3 3,spitter,3 3,,,,,,
178,13,5,40,6,4,,goon,5 5,brute,3 3,spitter,3 3,,,,,,
179,13,6,45,,,,,,,,,,minion,4 4,,,,
180,13,7,48,6,4,,goon,5 5,brute,3 3,spitter,3 3,,,,,,
181,13,8,60,,,,,,,,,,minion,4 4,,,,
182,13,9,64,6,4,,goon,5 5,brute,3 3,spitter,3 3 4,,,,,,
183,13,10,75,,,,,,,,,,minion,4 4,,,,
184,13,11,80,6,4,,goon,5 5,brute,4 4,spitter,3 3,,,,,,
185,13,12,90,,,,,,,,,,minion,4 4,,,,
186,13,13,96,6,4,,goon,5 5,brute,4 4,spitter,3 3,,,,,,
187,13,14,105,,,,,,,,,,minion,4 4,,,,
188,13,15,108,6,4,,goon,5 5,brute,4 4,spitter,3 3,,,,,,
189,13,Cabin 4 (120),120,,,,goon,5 5,brute,4 4,spitter,3 3,minion,4 4,,,,
190,13,Cabin 4 (x1),150,6,5,,goon,4 4 4,brute,8 8 8,spitter,4 4 4,,,elite,2 2 2,,
191,13,Cabin 4 (x2),180,6,2,,goon,2 2 2,brute,8 8 8,spitter,4 4 4,,,elite,2 2 4,,
192,13,Cabin 4 (x3),210,6,1,,,,brute,8 8 8,spitter,4 4 4,,,elite,4 4 6,,
193,14,Cabin 5 (0),0,6,3,,goon,5 5 8,brute,4 4 4,spitter,3 3 3,,,,,,
194,14,1,15,,,,,,,,,,minion,4 4 4,,,,
195,14,2,16,6,3,,goon,5 5,brute,4 4,,,,,,,,
196,14,3,30,,,,,,,,,,minion,4 4,,,,
197,14,4,32,6,3,,goon,5 5,brute,4 4,spitter,3 3,,,,,,
198,14,5,40,6,3,,goon,5 5,brute,4 4,spitter,3 3,,,,,,
199,14,6,45,,,,,,,,,,minion,4 4,,,,
200,14,7,48,6,3,,goon,5 5,brute,4 4,spitter,3 3,,,,,,
201,14,8,60,,,,,,,,,,minion,4 4,,,,
202,14,9,64,6,3,,goon,5 5,brute,4 4,spitter,3 3,,,,,,
203,14,10,75,,,,,,,,,,minion,4 4,,,,
204,14,11,80,6,3,,goon,5 5,brute,4 4,spitter,3 3,,,,,,
205,14,12,90,,,,,,,,,,minion,4 4,,,,
206,14,13,96,6,3,,goon,5 5,brute,4 4,spitter,3 3,,,,,,
207,14,14,105,,,,,,,,,,minion,4 4,,,,
208,14,15,108,6,3,,goon,5 5,brute,4 4,spitter,3 3,,,,,,
209,14,16,120,,,,goon,5 5,brute,4 4,spitter,3 3,minion,4 4,,,,
210,14,17,128,6,3,,goon,5 5,brute,4 4,spitter,3 3,,,,,,
211,14,18,135,,,,,,,,,,minion,4 4,,,,
212,14,19,136,6,3,,goon,5 5,brute,4 4,spitter,3 3,,,,,,
213,14,20,150,,,,,,,,,,minion,4 4,,,,
214,14,21,152,6,3,,goon,5 5,brute,4 4,spitter,3 3,,,,,,
215,14,22,165,,,,,,,,,,minion,4 4,,,,
216,14,23,168,6,2,,goon,5 5,brute,4 4,spitter,3 3,,,,,,
217,14,24,180,,,,,,,,,,minion,4 4,,,,
218,14,25,184,6,2,,goon,5 5,brute,4 4,spitter,3 3,,,,,,
219,14,26,195,,,,,,,,,,minion,4 4,,,,
220,14,27,200,6,2,,goon,5 5,brute,4 4,spitter,3 3,,,,,,
221,14,28,210,,,,,,,,,,minion,4 4,,,,
222,14,29,216,6,2,,goon,5 5,brute,4 4,spitter,3 3,,,,,,
223,14,30,225,,,,,,,,,,minion,4 4,,,,
224,14,31,228,6,2,,goon,5 5,brute,4 4,spitter,3 3,,,,,,
225,14,32,240,,,,goon,5 5,brute,4 4,spitter,3 3,minion,4 4,,,,
226,14,33,244,6,2,,goon,5 5,brute,4 4,spitter,3 3,,,,,,
227,14,34,255,,,,,,,,,,minion,4 4,,,,
228,14,35,260,6,2,,goon,5 5,brute,4 4,spitter,3 3,,,,,,
229,14,36,270,,,,,,,,,,minion,4 4,,,,
230,14,37,272,6,2,,goon,5 5,brute,4 4,spitter,3 3,,,,,,
231,14,38,285,,,,,,,,,,minion,4 4,,,,
232,14,Cabin 5 (300),288,6,2,,goon,5 5,brute,4 4,spitter,3 3,,,,,,
233,14,Cabin 5 (x1),330,6,5,,goon,4 4 4,brute,8 8 8,spitter,4 4 4,,,elite,2 2 2,,
234,14,Cabin 5 (x2),360,6,2,,goon,2 2 2,brute,8 8 8,spitter,4 4 4,,,elite,2 2 4,,
235,14,Cabin 5 (x3),390,6,1,,,,brute,8 8 8,spitter,4 4 4,,,elite,4 4 6,,
236,15,Escape 1 (0),0,6,5,,brute,2 2 3,spitter,2 2 3,,,,,,,,
237,15,Escape 2 (60),60,6,5,,brute,2 2 4,spitter,2 2,,,,,,,,
238,15,Escape 3 (120),120,6,5,,brute,2 2,spitter,2 2 4,,,,,,,,
239,15,Escape 4 (180),180,6,2,,brute,2 2,spitter,2 2,,,,,,,,
240,15,Escape 5 (240),240,6,1,,brute,2 2,spitter,2 2,,,,,,,,
241,16,Debug,0,,,,goon,1 1,,,,,,,,,,
242,16,Debug,1,,,,brute,1 1,,,,,,,,,,
243,16,Debug,2,,,,minion,1 1,,,,,,,,,,
244,16,Debug,3,,,,spitter,1 1,,,,,,,,,,
245,16,Debug,4,,,,elite,1 1,,,,,,,,,,
246,16,Debug,5,,,,brute,10 10,,,,,,,,,,
2000,10,reached_layer_1,1,15,,,,,,,,,,,,,,
2001,11,reached_layer_1,1,15,,,,,,,,,,,,,,
2002,12,reached_layer_1,1,15,,,,,,,,,,,,,,
2003,13,reached_layer_1,1,15,,,,,,,,,,,,,,
2004,14,reached_layer_1,1,15,,,,,,,,,,,,,,
2005,15,chaos_event_1,100,20,,,,,,,,,,,,,,
2006,15,chaos_event_2,101,20,,,,,,,,,,,,,,
2007,15,chaos_event_3,100,20,,,,,,,,,,,,,,
2008,15,chaos_event_4,101,20,,,,,,,,,,,,,,
2009,15,chaos_event_5,100,20,,,,,,,,,,,,,,
3000,1,no,0,elite,1 1 0,,,,,,,,,,,,,
3001,100,no,0,minion,3 3 6,,,,,,,,,,,,,
3002,101,no,0,spitter,4 4 6,elite,1 1 2,,,,,,,,,,,
3003,102,no,0,spitter,3 3,elite,1 1,goon,12 12,,,,,,,,,
3004,103,no,0,spitter,3 3,elite,1 1,,,,,,,,,,,
3005,104,no,0,spitter,3 3,elite,1 1,goon,12 12,,,,,,,,,
400,Min Spawn Interval,1,,,,,,,,,,,,,,,,
401,Safe Spawn Distance,400,,,,,,,,,,,,,,,,
402,Spawn Point Last Used Duration,2,,,,,,,,,,,,,,,,
403,Break Away From Group Distance,750,,,,,,,,,,,,,,,,
404,Player In Zone Score Modifier,0.75,,,,,,,,,,,,,,,,
405,Current Attacker In Zone Score Modifier,0.25,,,,,,,,,,,,,,,,
406,Recently Used Spawn Point Zone Score Modifier,0.1,,,,,,,,,,,,,,,,
407,Max Break Away Zone Score Increase,2.5,,,,,,,,,,,,,,,,
408,Spawn Event Base Activation Time,0,,,,,,,,,,,,,,,,
409,Spawn Event Additional Time Per Alien,0.5,,,,,,,,,,,,,,,,
410,Spawn Event Max Delay Time,5,,,,,,,,,,,,,,,,
500,1,1,1,1,0.1,,,,,,,,,,,,,
501,2,1,1,1,1,,,,,,,,,,,,,
502,3,1,1,1,1,,,,,,,,,,,,,
503,4,1,1,1,1,,,,,,,,,,,,,
504,5,1,1,1,1,,,,,,,,,,,,,
505,6,1,1,1,1.5,,,,,,,,,,,,,
506,7,1,1,1,1.5,,,,,,,,,,,,,
507,8,1,1,1,1.5,,,,,,,,,,,,,
508,9,1,1,1,1.5,,,,,,,,,,,,,
509,10,1,1,1,2,,,,,,,,,,,,,
510,11,1,1,1,2,,,,,,,,,,,,,
511,12,1,1,1,2,,,,,,,,,,,,,
512,13,1,1,1,2,,,,,,,,,,,,,
513,14,1,1,1,2,,,,,,,,,,,,,
514,15,1,1,1,2,,,,,,,,,,,,,
600,1,30,10000,,,,,,,,,,,,,,,
601,2,120,20,,,,,,,,,,,,,,,
602,3,120,20,,,,,,,,,,,,,,,
603,4,120,20,,,,,,,,,,,,,,,
604,5,180,10000,,,,,,,,,,,,,,,
605,6,180,10000,,,,,,,,,,,,,,,
606,7,180,20,,,,,,,,,,,,,,,
607,8,180,20,,,,,,,,,,,,,,,
608,9,240,10000,,,,,,,,,,,,,,,
609,10,60 120,10000,,,,,,,,,,,,,,,
610,11,60 120,20,,,,,,,,,,,,,,,
611,12,45 180,20,,,,,,,,,,,,,,,
612,13,60 120,20,,,,,,,,,,,,,,,
613,14,150 300,20,,,,,,,,,,,,,,,
614,15,30 60 90 120 150 180 210 240 270 300,10000,,,,,,,,,,,,,,,
615,16,60 100 120,10000,,,,,,,,,,,,,,,
700,mini_lung,0,lodge_lane_t,,,,,,,,,,,,,,,
701,lodge_lung_1,0 20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400,random_sequence lodge_lane_a lodge_lane_b lodge_lane_c,,,,,,,,,,,,,,,
702,lodge_lung_2,0 20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400,random_sequence lodge_lane_c lodge_lane_d,,,,,,,,,,,,,,,
703,lodge_lung_3,0 20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400,lodge_lane_c lane_blocker lodge_lane_a lodge_lane_b,,,,,,,,,,,,,,,
704,lodge_lung_4,0 20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400,random_sequence lodge_lane_a lodge_lane_c,,,,,,,,,,,,,,,
705,lodge_lung_5,0 20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400,random_sequence lodge_lane_a lodge_lane_b lodge_lane_c,,,,,,,,,,,,,,,
706,lodge_lung_6,0 20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400,random_sequence lodge_lane_a lodge_lane_c,,,,,,,,,,,,,,,
707,city_lung_1,0 20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400,random_sequence city_lane_a city_lane_b city_lane_c,,,,,,,,,,,,,,,
708,city_lung_2,0 20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400,random_sequence city_lane_a city_lane_b city_lane_c,,,,,,,,,,,,,,,
709,city_lung_3,0 20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400,random_sequence city_lane_a city_lane_b city_lane_d,,,,,,,,,,,,,,,
710,city_lung_4,0 20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400,random_sequence city_lane_a city_lane_b city_lane_c,,,,,,,,,,,,,,,
711,city_lung_5,0 20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400,random_sequence city_lane_a city_lane_c city_lane_d,,,,,,,,,,,,,,,
712,lake_lung_1,0 20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400,random_sequence cabin_lane_c cabin_lane_d,,,,,,,,,,,,,,,
713,lake_lung_2,0 20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400,random_sequence cabin_lane_c cabin_lane_d cabin_lane_e,,,,,,,,,,,,,,,
714,lake_lung_3,0 20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400,random_sequence cabin_lane_b cabin_lane_c cabin_lane_d cabin_lane_e,,,,,,,,,,,,,,,
715,lake_lung_4,0 20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400,random_sequence cabin_lane_a cabin_lane_b cabin_lane_c cabin_lane_d cabin_lane_e,,,,,,,,,,,,,,,
716,lake_lung_5,0 20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400,random_sequence cabin_lane_b cabin_lane_c cabin_lane_e,,,,,,,,,,,,,,,
717,lake_lung_6,0 20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400,random_sequence cabin_lane_a cabin_lane_d cabin_lane_e,,,,,,,,,,,,,,,
718,,,,,,,,,,,,,,,,,,
719,,,,,,,,,,,,,,,,,,
720,,,,,,,,,,,,,,,,,,
721,,,,,,,,,,,,,,,,,,
722,,,,,,,,,,,,,,,,,,
723,,,,,,,,,,,,,,,,,,
724,,,,,,,,,,,,,,,,,,
725,,,,,,,,,,,,,,,,,,
726,,,,,,,,,,,,,,,,,,
727,,,,,,,,,,,,,,,,,,
728,,,,,,,,,,,,,,,,,,
729,,,,,,,,,,,,,,,,,,
730,,,,,,,,,,,,,,,,,,
731,,,,,,,,,,,,,,,,,,
732,,,,,,,,,,,,,,,,,,
733,,,,,,,,,,,,,,,,,,
734,,,,,,,,,,,,,,,,,,
735,,,,,,,,,,,,,,,,,,
736,,,,,,,,,,,,,,,,,,
737,,,,,,,,,,,,,,,,,,
738,,,,,,,,,,,,,,,,,,
739,,,,,,,,,,,,,,,,,,
740,,,,,,,,,,,,,,,,,,
741,,,,,,,,,,,,,,,,,,
742,,,,,,,,,,,,,,,,,,
743,,,,,,,,,,,,,,,,,,
744,,,,,,,,,,,,,,,,,,
800,1,mini_lung,,,,,,,,,,,,,,,,
