a0,b1,c2,d3,e4,f5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,q16,r17,s18
42,4,END (130),130,4,10,,goon,4 4,,,spitter,1 1,,,,,,
43,4,DEATHWAVE,290,18,1,,gargoyle,3 3 3,brute,3 3 3,spitter,3 3 3,mammoth,3 3 3,bomber,3 3 3,locust,3 3 3
44,5,Checkpoint 1 (0),0,,,,goon,4 4 6,,,spitter,1 1 2,,,,,,
45,5,1,10,4,10,,goon,4 4,brute,2 2 2,,,,,,,,
46,5,2,35,4,10,,goon,4 4,brute,2 2,,,,,,,,
47,5,3,50,4,10,,goon,4 4,,,spitter,1 1,,,,,,
48,5,4,70,4,10,,goon,4 4,brute,2 2,,,,,,,,
49,5,5,90,4,10,,goon,4 4,,,spitter,1 1,,,,,,
50,5,6,100,4,10,,goon,4 4,,,,,,,,,,
51,5,7,120,4,10,,goon,4 4,,,,,,,,,,
52,5,8,150,4,10,,goon,4 4,brute,2 2,,,,,,,,
53,5,END (180),180,4,10,,goon,4 4,,,spitter,1 1,,,,,,
54,5,DEATHWAVE,290,18,1,,gargoyle,3 3 3,brute,3 3 3,spitter,3 3 3,mammoth,3 3 3,bomber,3 3 3,locust,3 3 3
55,6,Checkpoint 1 (0),0,,,,goon,3 3 3,,,spitter,2 2 2,bomber,2 2 2,,,,
56,6,1,10,4,10,,goon,3 3,brute,1 1 1,spitter,2 2,bomber,2 2,gargoyle,1 1 1,,
57,6,2,35,4,10,,goon,3 3,brute,1 1,spitter,2 2,bomber,2 2,,,,
58,6,3,50,4,10,,goon,3 3,,,spitter,2 2,bomber,2 2,gargoyle,1 1,,
59,6,4,70,4,10,,goon,3 3,brute,1 1,spitter,2 2,bomber,2 2,,,,
60,6,5,90,4,10,,goon,3 3,,,spitter,2 2,bomber,2 2,gargoyle,1 1,locust,1 1 1
61,6,6,100,4,10,,goon,3 3,,,spitter,2 2,bomber,2 2,,,,
62,6,7,120,4,10,,goon,3 3,,,spitter,2 2,bomber,2 2,gargoyle,1 1,,
63,6,8,150,4,10,,goon,3 3,brute,1 1,spitter,2 2,bomber,2 2,,,,
64,6,END (180),180,4,10,,goon,3 3,,,spitter,2 2,bomber,2 2,gargoyle,1 1,,
65,6,DEATHWAVE,290,18,1,,gargoyle,3 3 3,brute,3 3 3,spitter,3 3 3,elite,3 3 3,bomber,8 8 8,locust,3 3 3
66,7,Checkpoint 1 (0),0,,,,goon,4 4 6,,,spitter,2 2 3,,,,,,
67,7,1,10,4,10,,goon,4 4,brute,2 2 3,,,,,,,,
68,7,2,35,4,10,,goon,4 4,brute,2 2,,,,,,,,
69,7,3,50,4,10,,goon,4 4,,,spitter,2 2,,,,,,
70,7,4,70,4,10,,goon,4 4,brute,2 2,,,,,,,,
71,7,5,90,4,10,,goon,4 4,,,spitter,2 2,,,,,,
72,7,6,100,4,10,,goon,4 4,,,,,,,,,,
73,7,7,120,4,10,,goon,4 4,,,,,,,,,,
74,7,8,150,4,10,,goon,4 4,brute,2 2,,,,,,,,
75,7,END (180),180,4,10,,goon,4 4,,,spitter,1 1,,,,,,
76,7,DEATHWAVE,290,18,1,,gargoyle,3 3 3,brute,3 3 3,spitter,3 3 3,mammoth,3 3 3,bomber,3 3 3,locust,3 3 3
77,8,Checkpoint 1 (0),0,,,,goon,4 4 6,,,spitter,2 2 3,,,,,,
78,8,1,10,4,10,,goon,4 4,brute,3 3 3,,,,,,,,
79,8,2,35,4,10,,goon,4 4,brute,3 3,,,,,,,,
80,8,3,50,4,10,,goon,4 4,,,spitter,2 2,,,,,,
81,8,4,70,4,10,,goon,4 4,brute,3 3,,,,,,,,
82,8,5,90,4,10,,goon,4 4,,,spitter,2 2,,,,,,
83,8,6,100,4,10,,goon,4 4,,,,,,,,,,
84,8,7,120,4,10,,goon,4 4,,,,,,,,,,
85,8,8,150,4,10,,goon,4 4,brute,3 3,,,,,,,,
86,8,END (180),180,4,10,,goon,4 4,,,spitter,1 1,,,,,,
87,8,DEATHWAVE,290,18,1,,gargoyle,3 3 3,brute,3 3 3,spitter,3 3 3,mammoth,3 3 3,bomber,3 3 3,locust,3 3 3
88,9,Checkpoint 1 (0),0,,,,goon,4 4 6,,,spitter,3 3 3,,,,,,
89,9,1,10,4,10,,goon,4 4,brute,3 3 3,,,,,,,,
90,9,2,35,4,10,,goon,4 4,brute,3 3,,,,,,,,
91,9,3,50,4,10,,goon,4 4,,,spitter,3 3,,,,,,
92,9,4,70,4,10,,goon,4 4,brute,3 3,,,,,,,,
93,9,5,90,4,10,,goon,4 4,,,spitter,3 3,,,,,,
94,9,6,100,4,10,,goon,4 4,,,,,,,,,,
95,9,7,120,4,10,,goon,4 4,,,,,,,,,,
96,9,8,150,4,10,,goon,4 4,brute,3 3,,,,,,,,
97,9,END (180),180,4,10,,goon,4 4,,,spitter,1 1,,,,,,
98,9,DEATHWAVE,290,18,1,,gargoyle,3 3 3,brute,3 3 3,spitter,3 3 3,mammoth,3 3 3,bomber,3 3 3,locust,3 3 3
99,10,Checkpoint 1 (0),0,,,,goon,5 5 6,,,spitter,3 3 3,,,,,,
100,10,1,10,4,10,,goon,5 5,brute,3 3 3,,,,,,,,
101,10,2,35,4,10,,goon,5 5,brute,3 3,,,,,,,,
102,10,3,50,4,10,,goon,5 5,,,spitter,3 3,,,,,,
103,10,4,70,4,10,,goon,5 5,brute,3 3,,,,,,,,
104,10,5,90,4,10,,goon,5 5,,,spitter,3 3,,,,,,
105,10,6,100,4,10,,goon,5 5,,,,,,,,,,
106,10,7,120,4,10,,goon,5 5,,,,,,,,,,
107,10,8,150,4,10,,goon,5 5,brute,3 3,,,,,,,,
108,10,END (180),180,4,10,,goon,5 5,,,spitter,1 1,,,,,,
109,10,DEATHWAVE,290,18,1,,gargoyle,3 3 3,brute,3 3 3,spitter,3 3 3,mammoth,3 3 3,bomber,3 3 3,locust,3 3 3
110,11,Checkpoint 1 (0),0,,,,goon,6 6 6,,,spitter,3 3 3,,,,,,
111,11,1,10,4,10,,goon,6 6,brute,3 3 3,,,,,,,,
112,11,2,35,4,10,,goon,6 6,brute,3 3,,,,,,,,
113,11,3,50,4,10,,goon,6 6,,,spitter,3 3,,,,,,
114,11,4,70,4,10,,goon,6 6,brute,3 3,,,,,,,,
115,11,5,90,4,10,,goon,6 6,,,spitter,3 3,,,,,,
116,11,6,100,4,10,,goon,6 6,,,,,,,,,,
117,11,7,120,4,10,,goon,6 6,,,,,,,,,,
118,11,8,150,4,10,,goon,6 6,brute,3 3,,,,,,,,
119,11,END (180),180,4,10,,goon,6 6,,,spitter,1 1,,,,,,
120,11,DEATHWAVE,290,18,1,,gargoyle,3 3 3,brute,3 3 3,spitter,3 3 3,mammoth,3 3 3,bomber,3 3 3,locust,3 3 3
121,12,Checkpoint 1 (0),0,,,,goon,6 6 6,,,spitter,3 3 3,,,,,,
122,12,1,10,4,10,,goon,6 6,brute,3 3 4,,,,,,,,
123,12,2,35,4,10,,goon,6 6,brute,3 3,,,,,,,,
124,12,3,50,4,10,,goon,6 6,,,spitter,3 3,,,,,,
125,12,4,70,4,10,,goon,6 6,brute,3 3,,,,,,,,
126,12,5,90,4,10,,goon,6 6,,,spitter,3 3,,,,,,
127,12,6,100,4,10,,goon,6 6,,,,,,,,,,
128,12,7,120,4,10,,goon,6 6,,,,,,,,,,
129,12,8,150,4,10,,goon,6 6,brute,3 3,,,,,,,,
130,12,END (180),180,4,10,,goon,6 6,,,spitter,1 1,,,,,,
131,12,DEATHWAVE,290,18,1,,gargoyle,3 3 3,brute,3 3 3,spitter,3 3 3,elite,3 3 3,bomber,8 8 8,locust,3 3 3
132,13,Checkpoint 1 (0),0,,,,goon,6 6 6,,,spitter,3 3 4,,,,,,
133,13,1,10,4,10,,goon,6 6,brute,3 3 4,,,,,,,,
134,13,2,35,4,10,,goon,6 6,brute,3 3,,,,,,,,
135,13,3,50,4,10,,goon,6 6,,,spitter,3 3,,,,,,
136,13,4,70,4,10,,goon,6 6,brute,3 3,,,,,,,,
137,13,5,90,4,10,,goon,6 6,,,spitter,3 3,,,,,,
138,13,6,100,4,10,,goon,6 6,,,,,,,,,,
139,13,7,120,4,10,,goon,6 6,,,,,,,,,,
140,13,8,150,4,10,,goon,6 6,brute,3 3,,,,,,,,
141,13,END (180),180,4,10,,goon,6 6,,,spitter,1 1,,,,,,
142,13,DEATHWAVE,290,18,1,,gargoyle,3 3 3,brute,3 3 3,spitter,3 3 3,mammoth,3 3 3,bomber,3 3 3,locust,3 3 3
143,14,Checkpoint 1 (0),0,,,,goon,6 6 8,,,spitter,3 3 4,,,,,,
144,14,1,10,4,10,,goon,6 6,brute,3 3 4,,,,,,,,
145,14,2,35,4,10,,goon,6 6,brute,3 3,,,,,,,,
146,14,3,50,4,10,,goon,6 6,,,spitter,3 3,,,,,,
147,14,4,70,4,10,,goon,6 6,brute,3 3,,,,,,,,
148,14,5,90,4,10,,goon,6 6,,,spitter,3 3,,,,,,
149,14,6,100,4,10,,goon,6 6,,,,,,,,,,
150,14,7,120,4,10,,goon,6 6,,,,,,,,,,
151,14,8,150,4,10,,goon,6 6,brute,3 3,,,,,,,,
152,14,END (180),180,4,10,,goon,6 6,,,spitter,1 1,,,,,,
153,14,DEATHWAVE,290,18,1,,gargoyle,3 3 3,brute,3 3 3,spitter,3 3 3,mammoth,3 3 3,bomber,3 3 3,locust,3 3 3
154,15,Checkpoint 1 (0),0,,,,goon,6 6 8,,,spitter,3 3 4,,,,,,
155,15,1,10,4,10,,goon,6 6,brute,4 4 4,,,,,,,,
156,15,2,35,4,10,,goon,6 6,brute,4 4,,,,,,,,
157,15,3,50,4,10,,goon,6 6,,,spitter,3 3,,,,,,
158,15,4,70,4,10,,goon,6 6,brute,4 4,,,,,,,,
159,15,5,90,4,10,,goon,6 6,,,spitter,3 3,,,,,,
160,15,6,100,4,10,,goon,6 6,,,,,,,,,,
161,15,7,120,4,10,,goon,6 6,,,,,,,,,,
162,15,8,150,4,10,,goon,6 6,brute,4 4,,,,,,,,
163,15,END (180),180,4,10,,goon,6 6,,,spitter,1 1,,,,,,
164,15,DEATHWAVE,290,18,1,,gargoyle,3 3 3,brute,3 3 3,spitter,3 3 3,mammoth,3 3 3,bomber,3 3 3,locust,3 3 3
165,16,Checkpoint 1 (0),0,,,,goon,8 8 8,,,spitter,3 3 4,,,,,,
166,16,1,10,4,10,,goon,8 8,brute,4 4 4,,,,,,,,
167,16,2,35,4,10,,goon,8 8,brute,4 4,,,,,,,,
168,16,3,50,4,10,,goon,8 8,,,spitter,3 3,,,,,,
169,16,4,70,4,10,,goon,8 8,brute,4 4,,,,,,,,
170,16,5,90,4,10,,goon,8 8,,,spitter,3 3,,,,,,
171,16,6,100,4,10,,goon,8 8,,,,,,,,,,
172,16,7,120,4,10,,goon,8 8,,,,,,,,,,
173,16,8,150,4,10,,goon,8 8,brute,4 4,,,,,,,,
174,16,END (180),180,4,10,,goon,8 8,,,spitter,1 1,,,,,,
175,16,DEATHWAVE,290,18,1,,gargoyle,3 3 3,brute,3 3 3,spitter,3 3 3,mammoth,3 3 3,bomber,3 3 3,locust,3 3 3
176,17,Debug,0,,,,goon,1 1,,,,,,,,,,
177,17,Debug,1,,,,,,brute,1 1,,,,,,,,
178,17,Debug,2,,,,,,,,,,bomber,1 1,,,,
179,17,Debug,3,,,,,,,,spitter,1 1,,,,,,
180,17,Debug,4,,,,,,,,,,,,elite,1 1,,
181,17,Debug,5,,,,,,brute,10 10,,,,,,,,
182,17,Debug,6,,,,,,,,,,,,,,locust,1 1
183,18,escape_1,1,18,1,,goon,5 5 5,brute,3 3 3,spitter,3 3 3,bomber,4 4 4,gargoyle,1 1 1,elite,1 1 1
184,18,1,250,18,1,,goon,5 5 5,brute,3 3 3,spitter,3 3 3,bomber,4 4 4,gargoyle,2 2 2,elite,1 1 1
185,18,END,500,18,1,,goon,5 5 5,brute,3 3 3,spitter,3 3 3,bomber,4 4 4,gargoyle,3 3 3,elite,1 1 1
186,19,Cycle for Matt M,0,18,10,,goon,12 12 12,brute,2 2 2,spitter,2 2 2,,,,,,
187,19,1,15,18,10,,goon,12 12 12,brute,2 2 2,spitter,2 2 2,,,,,,
188,19,2,30,18,9,,goon,12 12 12,brute,2 2 2,spitter,2 2 2,,,,,,
189,19,3,45,18,9,,goon,12 12 12,brute,2 2 2,spitter,2 2 2,,,,,,
190,19,4,60,18,8,,goon,11 11 11,brute,3 3 3,spitter,2 2 2,,,,,,
191,19,5,75,18,8,,goon,11 11 11,brute,3 3 3,spitter,2 2 2,,,,,,
192,19,6,90,18,7,,goon,10 10 10,brute,3 3 3,spitter,3 3 3,,,,,,
193,19,7,105,18,7,,goon,10 10 10,brute,3 3 3,spitter,3 3 3,,,,,,
194,19,Mammoth Spawn (45),120,18,6,,goon,10 10 10,brute,3 3 3,spitter,3 3 3,,,,,,
195,19,9,135,18,6,,goon,9 9 9,brute,3 3 3,spitter,3 3 3,,,,,,
196,19,10,150,18,5,,goon,9 9 9,brute,3 3 3,spitter,3 3 3,,,,,,
197,19,11,165,18,5,,goon,9 9 9,brute,3 3 3,spitter,3 3 3,,,,,,
198,19,12,180,18,3,,goon,7 7 7,brute,4 4 4,spitter,4 4 4,,,,,,
199,19,13,195,18,3,,goon,7 7 7,brute,4 4 4,spitter,4 4 4,,,,,,
200,19,14,210,18,1,,goon,7 7 7,brute,4 4 4,spitter,4 4 4,,,,,,
201,19,15,225,18,1,,goon,6 6 6,brute,4 4 4,spitter,4 4 4,,,,,,
202,19,16,240,18,1,,goon,6 6 6,brute,4 4 4,spitter,4 4 4,,,,,,
203,19,17,255,18,1,,goon,6 6 6,brute,4 4 4,spitter,4 4 4,,,,,,
204,19,18,270,18,1,,goon,2 2 2,brute,4 4 4,spitter,4 4 4,,,,,,
205,19,19,300,18,1,,goon,2 2 2,brute,4 4 4,spitter,4 4 4,,,,,,
206,19,20,360,18,1,,goon,2 2 2,brute,4 4 4,spitter,4 4 4,,,,,,
207,19,END,420,18,1,,goon,2 2 2,brute,4 4 4,spitter,4 4 4,,,,,,
2000,1,reached_layer_1,5,5,,,,,,,,,,,,,,
2001,1,reached_layer_2,1,5,,,,,,,,,,,,,,
2002,2,reached_layer_1,5,5,,,,,,,,,,,,,,
2003,2,reached_layer_2,6,0,,,,,,,,,,,,,,
2004,3,reached_layer_1,5,5,,,,,,,,,,,,,,
2005,3,reached_layer_2,5,0,,,,,,,,,,,,,,
2006,3,reached_layer_3,6,0,,,,,,,,,,,,,,
2007,3,reached_layer_4,3,30,,,,,,,,,,,,,,
2008,3,reached_layer_5,5,0,,,,,,,,,,,,,,
2009,4,reached_layer_1,5,5,,,,,,,,,,,,,,
2010,4,reached_layer_2,8,15,,,,,,,,,,,,,,
2011,4,reached_layer_3,6,0,,,,,,,,,,,,,,
2012,4,reached_layer_4,3,30,,,,,,,,,,,,,,
2013,4,reached_layer_5,5,0,,,,,,,,,,,,,,
2014,5,reached_layer_1,5,5,,,,,,,,,,,,,,
2015,5,reached_layer_2,8,15,,,,,,,,,,,,,,
2016,5,reached_layer_3,6,0,,,,,,,,,,,,,,
2017,5,reached_layer_4,3,30,,,,,,,,,,,,,,
2018,5,reached_layer_5,5,0,,,,,,,,,,,,,,
2019,6,reached_layer_1,5,5,,,,,,,,,,,,,,
2020,6,reached_layer_2,8,15,,,,,,,,,,,,,,
2021,6,reached_layer_3,6,0,,,,,,,,,,,,,,
2022,6,reached_layer_4,3,30,,,,,,,,,,,,,,
2023,6,reached_layer_5,5,0,,,,,,,,,,,,,,
2024,7,reached_layer_1,10,5,,,,,,,,,,,,,,
2025,7,reached_layer_2,8,15,,,,,,,,,,,,,,
2026,7,reached_layer_3,9,0,,,,,,,,,,,,,,
2027,7,reached_layer_4,3,30,,,,,,,,,,,,,,
2028,7,reached_layer_5,10,5,,,,,,,,,,,,,,
2029,8,reached_layer_1,10,5,,,,,,,,,,,,,,
2030,8,reached_layer_2,8,15,,,,,,,,,,,,,,
2031,8,reached_layer_3,9,0,,,,,,,,,,,,,,
2032,8,reached_layer_4,3,30,,,,,,,,,,,,,,
2033,8,reached_layer_5,10,5,,,,,,,,,,,,,,
2034,9,reached_layer_1,10,5,,,,,,,,,,,,,,
2035,9,reached_layer_2,8,15,,,,,,,,,,,,,,
2036,9,reached_layer_3,9,0,,,,,,,,,,,,,,
2037,9,reached_layer_4,3,30,,,,,,,,,,,,,,
2038,9,reached_layer_5,10,5,,,,,,,,,,,,,,
2039,10,reached_layer_1,10,5,,,,,,,,,,,,,,
2040,10,reached_layer_2,8,15,,,,,,,,,,,,,,
2041,10,reached_layer_3,9,0,,,,,,,,,,,,,,
2042,10,reached_layer_4,3,30,,,,,,,,,,,,,,
2043,10,reached_layer_5,10,5,,,,,,,,,,,,,,
2044,11,reached_layer_1,10,5,,,,,,,,,,,,,,
2045,11,reached_layer_2,8,15,,,,,,,,,,,,,,
2046,11,reached_layer_3,9,0,,,,,,,,,,,,,,
2047,11,reached_layer_4,3,30,,,,,,,,,,,,,,
2048,11,reached_layer_5,10,5,,,,,,,,,,,,,,
2049,12,reached_layer_1,10,5,,,,,,,,,,,,,,
2050,12,reached_layer_2,8,15,,,,,,,,,,,,,,
2051,12,reached_layer_3,9,0,,,,,,,,,,,,,,
2052,12,reached_layer_4,3,45,,,,,,,,,,,,,,
2053,12,reached_layer_5,10,5,,,,,,,,,,,,,,
2054,13,reached_layer_1,10,5,,,,,,,,,,,,,,
2055,13,reached_layer_2,8,15,,,,,,,,,,,,,,
2056,13,reached_layer_3,9,0,,,,,,,,,,,,,,
2057,13,reached_layer_4,3,45,,,,,,,,,,,,,,
2058,13,reached_layer_5,10,5,,,,,,,,,,,,,,
2059,14,reached_layer_1,10,5,,,,,,,,,,,,,,
2060,14,reached_layer_2,8,15,,,,,,,,,,,,,,
2061,14,reached_layer_3,9,0,,,,,,,,,,,,,,
2062,14,reached_layer_4,3,45,,,,,,,,,,,,,,
2063,14,reached_layer_5,10,5,,,,,,,,,,,,,,
2064,15,reached_layer_1,10,5,,,,,,,,,,,,,,
2065,15,reached_layer_2,8,15,,,,,,,,,,,,,,
2066,15,reached_layer_3,9,0,,,,,,,,,,,,,,
2067,15,reached_layer_4,3,45,,,,,,,,,,,,,,
2068,15,reached_layer_5,10,5,,,,,,,,,,,,,,
2069,16,reached_layer_1,10,5,,,,,,,,,,,,,,
2070,16,reached_layer_2,8,15,,,,,,,,,,,,,,
2071,16,reached_layer_3,9,0,,,,,,,,,,,,,,
2072,16,reached_layer_4,3,45,,,,,,,,,,,,,,
2073,16,reached_layer_5,10,5,,,,,,,,,,,,,,
2074,17,reached_layer_1,10,5,,,,,,,,,,,,,,
2075,17,reached_layer_2,8,15,,,,,,,,,,,,,,
2076,0,ark_spawn_25,11,30,,,,,,,,,,,,,,
2077,0,ark_spawn_50,12,30,,,,,,,,,,,,,,
2078,0,ark_spawn_75,13,30,,,,,,,,,,,,,,
3000,1,yes,0,spitter,1 1,,,,,,,,,,,,,
3001,1,no,0,brute,1 1,,,,,,,,,,,,,
3002,2,no,0,goon,1 1,spitter,1 1,,,,,,,,,,,
3003,3,no,0,elite,1 1,,,,,,,,,,,,,
3004,4,no,0,mammoth,1 1,,,,,,,,,,,,,
3005,5,no,0,bomber,1 1,gargoyle,0 1,,,,,,,,,,,
3006,5,no,1,bomber,0 1,,,,,,,,,,,,,
3007,5,no,1,bomber,1 1,,,,,,,,,,,,,
3008,5,no,1,bomber,0 1,,,,,,,,,,,,,
3009,6,no,0,gargoyle,1 1,,,,,,,,,,,,,
3010,7,no,0,mammoth,1 1,,,,,,,,,,,,,
3011,8,no,0,locust,1 1,,,,,,,,,,,,,
3012,9,no,0,gargoyle,2 2,,,,,,,,,,,,,
3013,10,no,0,bomber,1 1,gargoyle,1 1,,,,,,,,,,,
3014,10,no,1,bomber,1 1,,,,,,,,,,,,,
3015,10,no,1,bomber,1 1,,,,,,,,,,,,,
3016,10,no,1,bomber,1 1,,,,,,,,,,,,,
3017,11,no,0,elite,1 1 1,locust,1 1 1,,,,,,,,,,,
3018,12,no,0,elite,2 2 2,locust,2 2 2,,,,,,,,,,,
3019,13,no,0,elite,3 3 3,locust,3 3 3,,,,,,,,,,,
400,Min Spawn Interval,1,,,,,,,,,,,,,,,,
401,Safe Spawn Distance,400,,,,,,,,,,,,,,,,
402,Spawn Point Last Used Duration,2,,,,,,,,,,,,,,,,
403,Break Away From Group Distance,750,,,,,,,,,,,,,,,,
404,Player In Zone Score Modifier,0.75,,,,,,,,,,,,,,,,
405,Current Attacker In Zone Score Modifier,0.25,,,,,,,,,,,,,,,,
406,Recently Used Spawn Point Zone Score Modifier,0.1,,,,,,,,,,,,,,,,
407,Max Break Away Zone Score Increase,2.5,,,,,,,,,,,,,,,,
408,Spawn Event Base Activation Time,0,,,,,,,,,,,,,,,,
409,Spawn Event Additional Time Per Alien,0.5,,,,,,,,,,,,,,,,
410,Spawn Event Max Delay Time,5,,,,,,,,,,,,,,,,
500,1,1,1,1,1,,,,,,,,,,,,,
501,2,1,1,1,1,,,,,,,,,,,,,
502,3,1,1,1,1,,,,,,,,,,,,,
503,4,1,1,1,1,,,,,,,,,,,,,
504,5,1,1,1,1,,,,,,,,,,,,,
505,6,1,1,1,1,,,,,,,,,,,,,
506,7,1,1,1,1,,,,,,,,,,,,,
507,8,1,1,1,1,,,,,,,,,,,,,
508,9,1,1,1,1,,,,,,,,,,,,,
509,10,1,1,1,1,,,,,,,,,,,,,
510,11,1,1,1,1,,,,,,,,,,,,,
511,12,1,1,1,1,,,,,,,,,,,,,
512,13,1,1,1,1,,,,,,,,,,,,,
513,14,1,1,1,1,,,,,,,,,,,,,
514,15,1,1,1,1,,,,,,,,,,,,,
515,16,1,1,1,1,,,,,,,,,,,,,
516,17,1,1,1,1,,,,,,,,,,,,,
517,18,1,1,1,1,,,,,,,,,,,,,
518,19,1,1,1,1,,,,,,,,,,,,,
600,1,60 110 120,10000,,,,,,,,,,,,,,,
601,2,30 115 130,600,,,,,,,,,,,,,,,
602,3,20 45 60 90 115 130,600,,,,,,,,,,,,,,,
603,4,20 45 60 90 115 130,600,,,,,,,,,,,,,,,
604,5,20 45 60 90 115 130,600,,,,,,,,,,,,,,,
605,6,20 45 60 90 115 130,1,,,,,,,,,,,,,,,
606,7,20 45 60 90 115 130,10000,,,,,,,,,,,,,,,
607,8,20 45 60 90 115 130,600,,,,,,,,,,,,,,,
608,9,20 45 60 90 115 130,600,,,,,,,,,,,,,,,
609,10,20 45 60 90 115 130,600,,,,,,,,,,,,,,,
610,11,20 45 60 90 115 130,600,,,,,,,,,,,,,,,
611,12,20 45 60 90 115 130,1,,,,,,,,,,,,,,,
612,13,20 45 60 90 115 130,10000,,,,,,,,,,,,,,,
613,14,20 45 60 90 115 130,600,,,,,,,,,,,,,,,
614,15,20 45 60 90 115 130,600,,,,,,,,,,,,,,,
615,16,20 45 60 90 115 130,10000,,,,,,,,,,,,,,,
616,17,90 180,10000,,,,,,,,,,,,,,,
617,18,180,10000,,,,,,,,,,,,,,,
618,19,1000,10000,,,,,,,,,,,,,,,
700,area_01_hive_00,0 90 180,random_sequence zone_1_a zone_1_c,,,,,,,,,,,,,,,
701,area_01_hive_00,45 135,random_sequence zone_1_b zone_1_c,,,,,,,,,,,,,,,
702,area_01_hive_00,225,zone_1_a zone_1_b zone_1_c,,,,,,,,,,,,,,,
703,area_01_hive_01,0 90 180,random_sequence zone_1_c zone_1_d,,,,,,,,,,,,,,,
704,area_01_hive_01,45 135,random_sequence zone_1_b zone_1_c,,,,,,,,,,,,,,,
705,area_01_hive_01,225,zone_1_b zone_1_c zone_1_d,,,,,,,,,,,,,,,
706,area_01_hive_02,0 90 180,random_sequence zone_1_a zone_1_c,,,,,,,,,,,,,,,
707,area_01_hive_02,45 135,random_sequence zone_1_b zone_1_c,,,,,,,,,,,,,,,
708,area_01_hive_02,225,zone_1_a zone_1_b zone_1_c,,,,,,,,,,,,,,,
709,area_01_hive_03,0 90 180,random_sequence zone_1_a zone_1_c,,,,,,,,,,,,,,,
710,area_01_hive_03,45 135,random_sequence zone_1_b zone_1_c,,,,,,,,,,,,,,,
711,area_01_hive_03,225,zone_1_a zone_1_b zone_1_c,,,,,,,,,,,,,,,
712,area_01_hive_04,0 90 180,random_sequence zone_1_a zone_1_c,,,,,,,,,,,,,,,
713,area_01_hive_04,45 135,random_sequence zone_1_b zone_1_c,,,,,,,,,,,,,,,
