a0,b1,c2,d3,e4,f5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,q16,r17,s18
730,lab_mini_3,90,lab_area_d lab_area_b lab_area_c,,,,,,,,,,,,,,,
731,lab_mini_4,0,random_sequence lab_area_b lab_area_c,,,,,,,,,,,,,,,
732,lab_mini_4,30,random_sequence lab_area_b lab_area_c,,,,,,,,,,,,,,,
733,lab_mini_4,90,lab_area_b lab_area_c,,,,,,,,,,,,,,,
734,lab_area_main,0 90,random_sequence lab_area_a lab_area_b,,,,,,,,,,,,,,,
735,lab_area_main,45 135,random_sequence lab_area_a lab_area_b,,,,,,,,,,,,,,,
736,lab_area_main,180,lab_area_a lab_area_b,,,,,,,,,,,,,,,
737,kraken_port,0,kraken_lane_1,,,,,,,,,,,,,,,
738,kraken_starboard,0,kraken_lane_2,,,,,,,,,,,,,,,
800,,,,,,,,,,,,,,,,,,
900,1,cargo_area_mini_1 cargo_area_mini_4,,,,,,,,,,,,,,,,
901,1,top_deck_mini_2 top_deck_mini_3,,,,,,,,,,,,,,,,
902,3,lab_mini_1 lab_mini_2 lab_mini_3 lab_mini_4,,,,,,,,,,,,,,,,
903,,,,,,,,,,,,,,,,,,
