a0,b1,c2,d3,e4,f5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,q16,r17,s18
41,5,18,252,,,,goon,4 5,spitter,4 4,,,,,,,,
42,5,19,261,18,9,,goon,5 5,,,,,,,,,,
43,5,20,279,,,,goon,5 5 6,spitter,4 4,,,,,,,,
44,5,21,288,18,9,,goon,5 5,,,,,,,,,,
45,5,22,306,,,,goon,5 5,spitter,4 5,,,,,,,,
46,5,23,315,18,9,,goon,5 5,,,,,,,,,,
47,5,24,333,,,,goon,5 5,spitter,4 5,,,,,,,,
48,5,25,342,18,9,,goon,5 5,,,,,,,,,,
49,5,26,360,,,,goon,5 5,spitter,4 5 8,,,,,,,,
50,5,27,369,18,9,,goon,5 5,,,,,,,,,,
51,5,28,387,,,,goon,5 5,spitter,4 5,,,,,,,,
52,5,29,396,18,9,,goon,5 5,,,,,,,,,,
53,5,30,414,,,,goon,5 5,spitter,4 5,,,,,,,,
54,5,31,423,18,9,,goon,5 5,,,,,,,,,,
55,5,32,441,,,,goon,5 5,spitter,5 5,,,,,,,,
56,5,33,450,18,9,,goon,5 5,,,,,,,,,,
57,5,34,459,7,8,,goon,5 5,spitter,5 5,,,,,,,,
58,6,0,0,,,,goon,3 3 12,,,,,,,,,,
59,6,1,10,,,,goon,4 4,,,,,,,,,,
60,6,2,20,,,,goon,4 4,,,spitter,2 2 2,,,,,,
61,6,3,30,18,10,,goon,5 5,,,,,,,,,,
62,6,4,50,,,,goon,6 6,,,spitter,2 2,,,,,,
63,6,5,60,18,10,,goon,6 6,,,,,,,,,,
64,6,6,80,3,1,,goon,7 7,,,spitter,2 2,,,,,,
65,6,7,110,18,10,,goon,8 8,,,,,,,,,,
66,6,8,130,,,,goon,8 8,,,spitter,2 2,,,,,,
67,6,9,140,18,10,,goon,9 9,,,,,,,,,,
68,6,10,160,,,,goon,9 9,,,spitter,2 2,,,,,,
69,6,11,170,18,10,,goon,10 10,,,,,,,,,,
70,6,12,190,,,,goon,9 9,,,spitter,2 2,,,,,,
71,6,13,200,,,,goon,9 9,,,,,,,,,,
72,6,14,210,,,,goon,8 8,brute,1 1 4,,,,,,,,
73,6,15,220,,,,goon,8 8,brute,1 1,spitter,2 2,,,,,,
74,6,16,230,,,,goon,7 7,brute,2 2,,,,,,,,
75,6,17,240,,,,goon,7 7,brute,2 2,,,,,,,,
76,6,18,250,6,5,,goon,6 6,brute,3 3,spitter,2 2,,,,,,
77,7,0,0,,,,goon,3 3 12,,,,,,,,,,
78,7,1,10,,,,goon,4 4,,,,,,,,,,
79,7,2,20,,,,goon,3 3,brute,2 4 4,spitter,2 2 3,,,,,,
80,7,3,30,18,10,,goon,5 5,,,,,,,,,,
81,7,4,50,,,,goon,6 6,spitter,2 2,,,,,,,,
82,7,5,60,,,,goon,6 6,,,,,,,,,,
83,7,6,70,,,,,,,,,,minion,4 4,,,,
84,7,7,80,,,,goon,4 4 10,brute,2 4 4,,,,,,,,
85,7,8,90,18,10,,goon,7 7,,,,,,,,,,
86,7,9,110,,,,goon,7 7,spitter,2 2,,,,,,,,
87,7,10,120,,,,goon,7 7,,,,,,,,,,
88,7,11,130,,,,,,,,,,minion,4 4,,,,
89,7,12,140,,,,goon,6 6,brute,2 4 6,spitter,3 3,,,,,,
90,7,13,150,18,10,,goon,9 9,,,,,,,,,,
91,7,14,170,,,,goon,10 10,spitter,2 2 4,,,,,,,,
92,7,15,180,,,,goon,10 10,,,,,,,,,,
93,7,16,190,,,,,,,,,,minion,6 6,,,,
94,7,17,200,,,,goon,9 9,brute,1 1,,,,,,,,
95,7,18,210,,,,goon,8 8,,,,,,,,,,
96,7,19,220,,,,goon,7 7,brute,2 2,spitter,1 1,,,,,,
97,7,20,230,,,,goon,7 7,,,,,,,,,,
98,7,21,240,,,,goon,6 6,brute,3 3,spitter,1 1,,,,,,
99,7,22,250,6,5,,goon,6 6,brute,4 4,spitter,2 2,,,,,,
100,8,0,0,,,,goon,6 6 14,brute,2 2 4,,,,,,,,
101,8,1,9,,,,goon,8 8,,,,,,,,,,
102,8,2,18,,,,goon,6 6,,,spitter,2 2 4,,,,,,
103,8,3,27,,,,goon,8 8,,,,,,,,,,
104,8,4,36,,,,goon,6 6,brute,1 1,,,,,,,,
105,8,5,47,,,,goon,6 6,,,,,,,,,,
106,8,6,55,,,,goon,5 5,brute,2 2,,,,,,,,
107,8,7,63,,,,goon,6 6,,,,,,,,,,
108,8,8,72,,,,,,,,spitter,2 2,minion,4 4,,,,
109,8,9,81,,,,goon,9 9,,,,,,,,,,
110,8,10,90,,,,goon,6 6,brute,2 2,,,,,,,,
111,8,11,99,,,,goon,9 9,,,,,,,,,,
112,8,12,108,,,,goon,5 5,brute,3 3,,,,,,,,
113,8,13,117,,,,goon,9 9,,,,,,,,,,
114,8,14,126,,,,,,,,spitter,3 3,minion,6 6,,,,
115,8,15,135,,,,goon,10 10,,,,,,,,,,
116,8,16,144,,,,goon,6 6,brute,3 3,,,,,,,,
117,8,17,153,,,,goon,10 10,,,,,,,,,,
118,8,18,162,,,,goon,5 5,brute,4 4,,,,,,,,
119,8,19,171,,,,goon,10 10,,,,,,,,,,
120,8,20,180,,,,goon,7 7,,,spitter,3 3,,,,,,
121,8,21,189,,,,goon,10 10,,,,,,,,,,
122,8,22,198,,,,goon,5 5,brute,4 4,,,,,,,,
123,8,23,207,,,,goon,10 10,,,,,,,,,,
124,8,24,216,,,,goon,4 4,brute,5 5 5,,,,,,,,
125,8,25,225,,,,goon,10 10,,,,,,,,,,
126,8,26,234,6,4,,goon,2 2,brute,5 5,spitter,3 3,,,,,,
127,9,0,0,,,,goon,6 6 8,,,spitter,3 4 4,,,,,,
128,9,1,8,,,,goon,8 8,brute,1 2 3,,,,,,,,
129,9,2,16,,,,goon,6 6,,,spitter,3 4,,,,,,
130,9,3,24,,,,goon,8 8,brute,1 2,,,,,,,,
131,9,4,32,,,,goon,6 6,,,spitter,3 4,,,,,,
132,9,5,40,4,8,,goon,2 2,,,spitter,6 8 8,,,,,,
133,9,6,80,,,,goon,6 6,,,spitter,3 4 4,,,,,,
134,9,7,88,,,,,,,,,,minion,4 4,,,,
135,9,8,96,,,,goon,5 5,,,spitter,3 4,,,,,,
136,9,9,104,,,,goon,7 7,brute,2 3,,,,,,,,
137,9,10,112,,,,goon,5 5,,,spitter,3 4,,,,,,
138,9,11,120,,,,goon,8 8,,,,,,,,,,
139,9,12,128,,,,,,,,spitter,3 4,minion,4 4,,,,
140,9,13,136,,,,goon,7 7,brute,2 3,,,,,,,,
141,9,14,144,,,,goon,5 5,,,spitter,3 4,,,,,,
142,9,15,152,,,,goon,6 6 6,brute,3 4,,,,,,,,
143,9,16,160,,,,goon,6 6,,,spitter,3 4 5,,,,,,
144,9,17,168,,,,,,,,,,minion,8 8,,,,
145,9,18,176,,,,goon,5 5,,,spitter,3 4,,,,,,
146,9,19,184,,,,goon,6 6,brute,3 4 4,,,,,,,,
147,9,20,192,,,,goon,4 4,,,spitter,4 5,,,,,,
148,9,21,200,,,,goon,6 6,,,,,,,,,,
149,9,22,208,,,,,,,,spitter,4 5,minion,4 4,,,,
150,9,23,216,,,,goon,6 6,brute,3 4,,,,,,,,
151,9,24,224,,,,goon,5 5,,,spitter,4 5,,,,,,
152,9,25,232,,,,goon,6 6,brute,3 4,,,,,,,,
153,9,26,240,,,,goon,5 5,,,spitter,4 5,,,,,,
154,9,27,248,,,,,,,,,,minion,8 8,,,,
155,9,28,256,,,,goon,5 5,,,spitter,4 5,,,,,,
156,9,29,264,,,,goon,5 5,brute,4 5 5,,,,,,,,
157,9,30,272,,,,goon,5 5,,,spitter,4 5,,,,,,
158,9,31,280,,,,goon,6 6,,,,,,,,,,
159,9,32,288,,,,,,,,spitter,4 5,minion,8 8,,,,
160,9,33,296,,,,goon,5 5,brute,4 5,,,,,,,,
161,9,34,304,,,,goon,4 4,brute,2 3,spitter,4 5,,,,,,
162,9,35,312,,,,goon,3 3,brute,3 4,,,,,,,,
163,9,36,320,,,,goon,4 4,brute,4 5,spitter,4 5,,,,,,
164,9,37,328,,,,goon,3 3,brute,3 4,,,,,,,,
165,9,38,336,,,,goon,4 4,brute,5 6,spitter,4 5,,,,,,
166,9,39,344,,,,goon,3 3,brute,3 4,,,,,,,,
167,9,40,352,3,8,,goon,4 4,brute,5 6,spitter,4 5,,,,,,
168,9,41,500,6,8,,,,brute,5 5,spitter,5 5,,,elite,1 1 0,,
169,9,42,560,6,8,,,,brute,6 6 6,spitter,5 5,,,elite,1 1,,
170,9,43,620,8,8,,,,brute,6 6,spitter,6 6 6,,,elite,1 1,,
171,9,44,680,8,8,,,,brute,7 7 7,spitter,7 7 7,,,elite,1 1,,
172,9,45,740,8,8,,,,brute,7 7,spitter,7 7,,,elite,2 2,,
173,10,0,0,,,,goon,3 3 4,brute,1 2 5,spitter,2 2 3,,,,,,
174,10,1,8,18,8,,,,brute,1 2,,,,,,,,
175,10,2,24,,,,,,brute,1 2,spitter,2 2,,,,,,
176,10,3,32,,,,goon,3 3,brute,2 3,,,minion,6 6,,,,
177,10,4,40,,,,,,brute,2 3,,,,,,,,
178,10,5,48,,,,,,brute,2 3,spitter,2 2,,,,,,
179,10,6,56,,,,,,brute,2 3,,,,,,,,
180,10,7,64,,,,goon,3 3,brute,3 4,,,,,,,,
181,10,8,72,,,,,,brute,3 4,spitter,3 3,,,,,,
182,10,9,80,,,,,,brute,3 4,,,minion,6 6,,,,
183,10,10,88,,,,,,brute,3 4,,,,,,,,
184,10,11,96,,,,goon,3 3,brute,4 5,spitter,3 3,,,,,,
185,10,12,104,18,8,,,,brute,4 5,,,,,,,,
186,10,13,120,,,,,,brute,4 5,spitter,3 3 4,,,,,,
187,10,14,128,,,,goon,3 3,brute,5 6 6,,,,,,,,
188,10,15,136,,,,,,brute,5 6,,,,,,,,
189,10,16,144,,,,,,brute,5 6,spitter,3 3,,,,,,
190,10,17,152,,,,,,brute,5 6,,,,,,,,
191,10,18,160,,,,goon,3 3,brute,5 6,,,,,,,,
192,10,19,168,,,,,,brute,5 6,spitter,3 3,,,,,,
193,10,20,176,,,,,,brute,5 6,,,,,,,,
194,10,21,184,8,1,,,,brute,7 7 0,spitter,2 2 2,elite,1 1 0,,,,
195,10,22,304,17,1,,,,brute,10 10 10,spitter,2 2 2,elite,6 6 0,,,,
196,11,0,0,,,,goon,2 2 3,brute,2 2 4,spitter,2 2 3,,,,,,
197,11,1,8,18,8,,,,brute,2 2,,,,,,,,
198,11,2,24,,,,,,brute,2 3,spitter,2 2,,,,,,
199,11,3,32,,,,goon,2 2,brute,2 3,,,minion,4 4,,,,
200,11,4,40,,,,,,brute,2 3,,,,,,,,
201,11,5,48,,,,,,brute,2 3,spitter,2 2,,,,,,
202,11,6,56,,,,,,brute,2 3,,,,,,,,
203,11,7,64,,,,goon,2 2,brute,3 3,,,,,,,,
204,11,8,72,,,,,,brute,3 3,spitter,3 3,,,,,,
205,11,9,80,,,,,,brute,3 3,,,minion,6 6,,,,
206,11,10,88,,,,,,brute,3 3,,,,,,,,
207,11,11,96,,,,goon,2 2,brute,4 4,spitter,3 3,,,,,,
208,11,12,104,18,8,,,,brute,4 4,,,,,,,,
209,11,13,120,,,,,,brute,4 4,spitter,3 3 4,,,,,,
210,11,14,128,,,,goon,2 2,brute,5 5 5,,,,,,,,
211,11,15,136,,,,,,brute,5 5,,,,,,,,
212,11,16,144,,,,,,brute,5 5,spitter,3 3,,,,,,
213,11,17,152,,,,,,brute,5 5,,,,,,,,
214,11,18,160,,,,goon,2 2,brute,5 5,,,,,,,,
215,11,19,168,,,,,,brute,5 5,spitter,3 3,,,,,,
216,11,20,176,,,,,,brute,5 5,,,,,,,,
217,11,21,184,8,1,,,,brute,7 7 0,spitter,2 2 2,elite,1 1 0,,,,
218,11,22,304,17,1,,,,brute,10 10 10,spitter,2 2 2,elite,6 6 0,,,,
219,12,0,0,,,,goon,2 2 2,brute,3 3 4,spitter,2 2 2,,,,,,
220,12,1,8,,,,,,brute,3 3,,,,,,,,
221,12,2,16,,,,goon,2 2,brute,3 3,spitter,2 2,,,,,,
222,12,3,24,,,,,,brute,3 3,,,,,,,,
223,12,4,34,,,,goon,2 2,brute,4 4,spitter,2 2,,,,,,
224,12,5,41,,,,,,brute,4 4,,,minion,4 4 4,,,,
225,12,6,48,,,,goon,2 2,brute,4 4,spitter,2 2,,,,,,
226,12,7,56,,,,,,brute,4 4,,,,,,,,
227,12,8,64,,,,goon,2 2,brute,5 5 5,spitter,3 3 3,,,,,,
228,12,9,72,,,,,,brute,5 5,,,,,,,,
229,12,10,80,,,,goon,2 2,brute,5 5,spitter,3 3,minion,4 4,,,,
230,12,11,88,,,,,,brute,5 5,,,,,,,,
231,12,12,96,,,,goon,2 2,brute,5 5,spitter,3 3,,,,,,
232,12,13,104,,,,,,brute,5 5,,,,,,,,
233,12,14,112,,,,goon,2 2,brute,5 5,spitter,3 3 3,,,,,,
234,12,15,120,,,,,,brute,5 5,,,,,,,,
235,12,16,128,,,,goon,2 2,brute,5 5,spitter,3 3,,,,,,
236,12,17,136,,,,,,brute,6 6 6,,,,,,,,
237,12,18,144,,,,goon,2 2,brute,6 6,spitter,3 3,,,,,,
238,12,19,152,,,,,,brute,6 6,,,,,,,,
239,12,20,160,,,,goon,2 2,brute,6 6,spitter,3 3,,,,,,
240,12,21,168,,,,,,brute,6 6,,,,,,,,
241,12,22,176,,,,goon,2 2,brute,6 6,spitter,3 3,,,,,,
242,12,23,184,,,,,,brute,6 6,,,,,,,,
243,12,24,192,,,,goon,2 2,brute,7 7 7,spitter,4 4 4,,,,,,
244,12,25,200,,,,,,brute,7 7,,,,,,,,
245,12,26,208,,,,goon,2 2,brute,7 7,spitter,4 4,,,,,,
246,12,27,216,,,,,,brute,7 7,,,minion,4 4,,,,
247,12,28,224,,,,goon,2 2,brute,7 7,spitter,4 4,,,,,,
248,12,29,232,,,,,,brute,7 7,,,,,,,,
249,12,30,240,,,,goon,2 2,brute,7 7,spitter,4 4,,,,,,
250,12,31,248,8,1,,,,brute,7 7 0,spitter,2 2 2,elite,1 1 0,,,,
251,12,32,368,17,1,,,,brute,10 10 10,spitter,2 2 2,elite,6 6 0,,,,
252,13,0,0,,,,brute,4 4 4,spitter,3 3 3,,,,,,,,
253,13,1,9,,,,brute,4 4,,,,,,,,,,
254,13,2,18,,,,brute,4 4,spitter,3 3,,,,,,,,
255,13,3,27,,,,brute,4 4,,,,,,,,,,
256,13,4,36,,,,brute,4 4,spitter,3 3,,,,,,,,
257,13,5,45,,,,brute,4 4,,,minion,6 6 6,,,,,,
258,13,6,54,,,,brute,5 5 5,spitter,3 3,,,,,,,,
259,13,7,63,,,,brute,5 5,,,,,,,,,,
260,13,8,72,,,,brute,5 5,spitter,4 4 4,,,,,,,,
261,13,9,81,,,,brute,5 5,,,,,,,,,,
262,13,10,90,,,,brute,5 5,spitter,4 4,minion,6 6,,,,,,
263,13,11,99,,,,brute,6 6 6,,,,,,,,,,
264,13,12,108,,,,brute,6 6,spitter,4 4,,,,,,,,
265,13,13,117,,,,brute,6 6,,,,,,,,,,
266,13,14,126,,,,brute,6 6,spitter,4 4,,,,,,,,
267,13,15,135,,,,brute,6 6,,,minion,6 6,,,,,,
268,13,16,144,,,,brute,6 6 7,spitter,4 4,,,,,,,,
269,13,17,153,,,,brute,6 6,,,,,,,,,,
270,13,18,162,,,,brute,6 6,spitter,4 4 5,,,,,,,,
271,13,19,171,,,,brute,6 6,,,,,,,,,,
272,13,20,180,8,1,,brute,7 7 0,spitter,2 2 2,elite,1 1 0,,,,,,
273,13,21,300,17,1,,,,brute,10 10 10,spitter,2 2 2,elite,6 6 0,,,,
274,14,0,0,,,,brute,4 4 5,spitter,4 4 4,,,,,,,,
275,14,1,10,,,,brute,4 4,,,,,,,,,,
276,14,2,20,,,,brute,4 4,spitter,4 4,,,,,,,,
277,14,3,30,,,,brute,4 4,,,,,,,,,,
278,14,4,40,,,,brute,4 4,spitter,4 4,minion,6 6 6,,,,,,
279,14,5,50,,,,brute,4 4,,,,,,,,,,
280,14,6,60,,,,brute,5 5,spitter,4 4,,,,,,,,
281,14,7,70,,,,brute,5 5,,,,,,,,,,
282,14,8,80,,,,brute,5 5,spitter,4 4,,,,,,,,
283,14,9,90,,,,brute,5 5,,,,,,,,,,
284,14,10,100,,,,brute,5 5,spitter,4 4 5,,,,,,,,
285,14,11,110,,,,brute,6 6 6,,,minion,6 6,,,,,,
286,14,12,120,,,,brute,6 6,spitter,4 4,,,,,,,,
287,14,13,130,,,,brute,6 6,,,,,,,,,,
288,14,14,140,,,,brute,6 6,spitter,4 4,,,,,,,,
289,14,15,150,,,,brute,6 6,,,,,,,,,,
290,14,16,160,,,,brute,6 6,spitter,4 4,,,,,,,,
291,14,17,170,,,,brute,6 6,,,,,,,,,,
292,14,18,180,,,,brute,6 6,spitter,4 4,minion,6 6,,,,,,
293,14,19,190,,,,brute,6 6,,,,,,,,,,
294,14,20,200,,,,brute,6 6,spitter,4 4,,,,,,,,
295,14,21,210,,,,brute,6 6,,,,,,,,,,
296,14,22,220,,,,brute,6 6,spitter,4 4,,,,,,,,
297,14,23,230,,,,brute,6 6,,,,,,,,,,
298,14,24,240,,,,brute,6 6,spitter,4 4,,,,,,,,
299,14,25,250,,,,brute,6 6 7,,,minion,6 6,,,,,,
300,14,26,260,,,,brute,6 6,spitter,4 4,,,,,,,,
301,14,27,270,,,,brute,6 6,,,,,,,,,,
302,14,28,280,,,,brute,6 6,spitter,4 4,,,,,,,,
303,14,29,290,,,,brute,6 6,,,,,,,,,,
304,14,30,300,,,,brute,6 6,spitter,4 4,,,,,,,,
305,14,31,310,,,,brute,6 6,,,,,,,,,,
306,14,32,320,,,,brute,6 6,spitter,4 4,minion,6 6,elite,1 1 0,,,,
307,14,33,330,,,,brute,6 6,,,,,,,,,,
308,14,34,340,,,,brute,6 6,spitter,4 4,,,,,,,,
309,14,35,350,,,,brute,6 6 8,,,,,,,,,,
310,14,36,360,,,,brute,6 6,spitter,4 4,,,,,,,,
311,14,37,370,,,,brute,6 6,,,,,,,,,,
312,14,38,380,,,,brute,6 6,spitter,4 4,,,,,,,,
313,14,39,390,,,,brute,6 6,,,,,,,,,,
314,14,40,400,8,1,,brute,7 7 0,spitter,2 2 2,,,elite,1 1 0,,,,
315,14,41,520,17,1,,,,brute,10 10 10,spitter,2 2 2,elite,6 6 0,,,,
316,15,0,0,18,25,,brute,2 2 4,,,,,,,,,,
317,15,1,96,12,1,,brute,2 2,,,,,,,,,,
318,16,Debug,0,,,,goon,1 1,,,,,,,,,,
319,16,Debug,1,,,,brute,1 1,,,,,,,,,,
320,16,Debug,2,,,,minion,1 1,,,,,,,,,,
321,16,Debug,3,,,,spitter,1 1,,,,,,,,,,
322,16,Debug,4,,,,elite,1 1,,,,,,,,,,
323,16,Debug,5,,,,brute,10 10,,,,,,,,,,
2000,6,reached_layer_1,12,30,,,,,,,,,,,,,,
2001,7,reached_layer_1,3,30,,,,,,,,,,,,,,
2002,8,reached_layer_1,4,30,,,,,,,,,,,,,,
2003,10,reached_layer_1,6,60,,,,,,,,,,,,,,
2004,12,reached_layer_1,6,60,,,,,,,,,,,,,,
2005,14,reached_layer_1,6,60,,,,,,,,,,,,,,
2006,15,chaos_event_1,100,20,,,,,,,,,,,,,,
2007,15,chaos_event_2,101,20,,,,,,,,,,,,,,
2008,15,chaos_event_3,100,20,,,,,,,,,,,,,,
2009,15,chaos_event_4,101,20,,,,,,,,,,,,,,
2010,15,chaos_event_5,100,20,,,,,,,,,,,,,,
3000,1,yes,0,goon,5 5,,,,,,,,,,,,,
3001,1,no,0,spitter,2 2,,,,,,,,,,,,,
3002,1,no,2,spitter,2 2,,,,,,,,,,,,,
3003,2,no,0,spitter,5 5,,,,,,,,,,,,,
3004,3,yes,0,brute,4 4,,,,,,,,,,,,,
3005,3,no,2,minion,8 8,,,,,,,,,,,,,
3006,4,no,0,minion,12 12,,,,,,,,,,,,,
3007,4,no,8,minion,8 8,,,,,,,,,,,,,
3008,5,no,0,spitter,4 4,minion,8 8,,,,,,,,,,,
3009,6,yes,0,brute,5 5 5,,,,,,,,,,,,,
3010,6,no,0,elite,1 1 0,,,,,,,,,,,,,
3011,7,no,0,elite,2 2,,,,,,,,,,,,,
3012,8,no,0,spitter,5 5,,,,,,,,,,,,,
3013,8,no,5,spitter,3 3,elite,1 1 0,,,,,,,,,,,
3014,9,no,0,spitter,3 3,minion,8 8,elite,1 1 0,,,,,,,,,
3015,10,no,0,elite,2 2,,,,,,,,,,,,,
3016,11,no,0,minion,14 14,,,,,,,,,,,,,
3017,11,no,8,minion,13 13,elite,1 1 0,,,,,,,,,,,
3018,12,yes,0,goon,4 4,,,,,,,,,,,,,
3019,12,no,0,brute,5 5,,,,,,,,,,,,,
3020,13,no,0,brute,10 10,,,,,,,,,,,,,
3021,14,yes,0,elite,1 1,,,,,,,,,,,,,
3022,14,no,0,minion,8 8,,,,,,,,,,,,,
3023,100,no,0,minion,3 3 6,,,,,,,,,,,,,
3024,101,no,0,spitter,4 4 6,elite,2 2 0,,,,,,,,,,,
3025,102,no,0,spitter,3 3,elite,1 1,goon,12 12,,,,,,,,,
3026,103,no,0,spitter,3 3,elite,1 1,,,,,,,,,,,
3027,104,no,0,spitter,3 3,elite,1 1,goon,12 12,,,,,,,,,
400,Min Spawn Interval,1,,,,,,,,,,,,,,,,
401,Safe Spawn Distance,400,,,,,,,,,,,,,,,,
402,Spawn Point Last Used Duration,2,,,,,,,,,,,,,,,,
403,Break Away From Group Distance,750,,,,,,,,,,,,,,,,
404,Player In Zone Score Modifier,0.75,,,,,,,,,,,,,,,,
405,Current Attacker In Zone Score Modifier,0.25,,,,,,,,,,,,,,,,
406,Recently Used Spawn Point Zone Score Modifier,0.1,,,,,,,,,,,,,,,,
407,Max Break Away Zone Score Increase,2.5,,,,,,,,,,,,,,,,
408,Spawn Event Base Activation Time,0,,,,,,,,,,,,,,,,
409,Spawn Event Additional Time Per Alien,0.5,,,,,,,,,,,,,,,,
410,Spawn Event Max Delay Time,5,,,,,,,,,,,,,,,,
500,1,1,1,1,0.1,,,,,,,,,,,,,
501,2,1,1,1,1,,,,,,,,,,,,,
502,3,1,1,1,1,,,,,,,,,,,,,
503,4,1,1,1,1,,,,,,,,,,,,,
504,5,1,1,1,1,,,,,,,,,,,,,
505,6,1,1,1,1.5,,,,,,,,,,,,,
506,7,1,1,1,1.5,,,,,,,,,,,,,
507,8,1,1,1,1.5,,,,,,,,,,,,,
508,9,1,1,1,1.5,,,,,,,,,,,,,
509,10,1,1,1.3,2,,,,,,,,,,,,,
510,11,1,1,1.3,2,,,,,,,,,,,,,
511,12,1,1,1.3,2,,,,,,,,,,,,,
512,13,1,1,1.3,2,,,,,,,,,,,,,
513,14,1,1,1.3,2,,,,,,,,,,,,,
514,15,1,1,1.3,2,,,,,,,,,,,,,
600,1,30,10000,,,,,,,,,,,,,,,
601,2,120,120,,,,,,,,,,,,,,,
602,3,120,60,,,,,,,,,,,,,,,
603,4,120,60,,,,,,,,,,,,,,,
604,5,180,10000,,,,,,,,,,,,,,,
605,6,90 180,10000,,,,,,,,,,,,,,,
606,7,90 180,75,,,,,,,,,,,,,,,
607,8,90 180,75,,,,,,,,,,,,,,,
608,9,240,10000,,,,,,,,,,,,,,,
609,10,60 120,10000,,,,,,,,,,,,,,,
610,11,120,60,,,,,,,,,,,,,,,
611,12,45 180,60,,,,,,,,,,,,,,,
612,13,120,60,,,,,,,,,,,,,,,
613,14,150 300,60,,,,,,,,,,,,,,,
614,15,60 100 120 180 240 300,30,,,,,,,,,,,,,,,
615,16,60 100 120,30,,,,,,,,,,,,,,,
700,mini_lung,0,lodge_lane_t,,,,,,,,,,,,,,,
701,lodge_lung_1,24 72,random lodge_lane_b lodge_lane_c,,,,,,,,,,,,,,,
702,lodge_lung_1,0 48 96,lodge_lane_a,,,,,,,,,,,,,,,
703,lodge_lung_4,24 72,lodge_lane_a,,,,,,,,,,,,,,,
704,lodge_lung_4,0 48 96,lodge_lane_c,,,,,,,,,,,,,,,
705,lodge_lung_5,24 72,random lodge_lane_b lodge_lane_c,,,,,,,,,,,,,,,
706,lodge_lung_5,0 48 96,lodge_lane_a,,,,,,,,,,,,,,,
707,lodge_lung_2,0 44 88,lodge_lane_c,,,,,,,,,,,,,,,
708,lodge_lung_2,22 66 99,lodge_lane_d,,,,,,,,,,,,,,,
709,lodge_lung_6,0 44 88,lodge_lane_a,,,,,,,,,,,,,,,
710,lodge_lung_6,22 66 99,lodge_lane_c,,,,,,,,,,,,,,,
711,lodge_lung_3,0 60 120 180 240 300 360 420 480,random lodge_lane_c lane_blocker,,,,,,,,,,,,,,,
712,lodge_lung_3,30 90 150 210 270 330 390 450 510,random lodge_lane_a lodge_lane_b,,,,,,,,,,,,,,,
713,city_lung_5,20 60 100 140,city_lane_a city_lane_c,,,,,,,,,,,,,,,
714,city_lung_5,0 40 80 120 160,city_lane_d,,,,,,,,,,,,,,,
715,city_lung_5,180,city_lane_a city_lane_c city_lane_d,,,,,,,,,,,,,,,
