a0,b1,c2,d3,e4,f5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,q16,r17,s18
129,11,8,80,,,,goon,5 5,brute,3 3,,,,,,,locust,1 1 1
130,11,9,90,,,,,,,,seeder,1 1,minion_nometeor,2 2,,,,
131,11,10,100,,,,goon,5 5,,,,,,,,,,
132,11,11,110,,,,,,,,,,minion_nometeor,2 2,,,,
133,11,END (130),120,5,5,,goon,5 5,,,,,,,,,,
134,11,Labs 2 (x1),320,18,1,,,,brute,9 9 9,seeder,2 2 2,,,elite,5 5 5,locust,2 2 2
135,12,Labs 3 (0),0,5,5,,goon,5 5 6,brute,2 2 3,,,,,,,,
136,12,1,10,,,,,,,,,,minion_nometeor,2 2 3,,,,
137,12,2,20,,,,goon,5 5,,,,,,,,,,
138,12,3,30,,,,goon,4 4,,,seeder,1 1 1,,,,,,
139,12,Rhino Event (45 Seconds),45,,,,,,brute,3 3,,,,,,,,
140,12,5,50,,,,goon,5 5,,,,,minion_nometeor,2 2,,,,
141,12,6,60,,,,goon,5 5,,,seeder,1 1,,,,,locust,1 1 1
142,12,7,70,,,,goon,5 5,,,,,,,,,,
143,12,8,80,,,,goon,5 5,brute,3 3,,,,,,,,
144,12,9,90,,,,,,,,seeder,1 1,minion_nometeor,2 2,,,,
145,12,10,100,,,,goon,5 5,,,,,,,,,,
146,12,11,110,,,,,,,,,,minion_nometeor,2 2,,,locust,1 1
147,12,END (130),120,5,5,,goon,5 5,,,,,,,,,,
148,12,Labs 3 (x1),320,18,1,,,,brute,9 9 9,seeder,2 2 2,,,elite,5 5 5,locust,2 2 2
149,13,Gas (0),0,5,10,,goon,5 5 6,brute,2 2 3,,,,,,,,
150,13,1,15,5,10,,,,,,seeder,1 1 1,minion_nometeor,2 2 3,,,,
151,13,2,30,5,10,,goon,5 5,,,,,,,,,,
152,13,3,45,5,10,,goon,4 4,,,seeder,1 1,,,,,,
153,13,4,60,5,10,,,,brute,3 3,,,,,,,locust,1 1 1
154,13,5,75,5,10,,goon,5 5,,,seeder,1 1,minion_nometeor,2 2,,,,
155,13,Rhino Event (45 Seconds),90,5,10,,goon,5 5,,,,,,,,,,
156,13,7,105,5,10,,goon,5 5,,,seeder,1 1,,,,,,
157,13,8,120,5,10,,goon,5 5,brute,3 3,,,,,,,locust,1 1
158,13,9,135,5,10,,,,,,seeder,1 1,minion_nometeor,2 2,,,,
159,13,10,150,5,10,,goon,5 5,,,,,,,,,,
160,13,11,165,5,10,,,,,,seeder,1 1,minion_nometeor,2 2,,,,
161,13,END (180),180,5,10,,goon,5 5,,,,,,,,,,
162,13,Gas (x1),320,18,1,,,,brute,9 9 9,seeder,2 2 2,,,elite,5 5 5,locust,2 2 2
163,14,First Quarter Spawning (0),0,,,,goon,4 4 4,,,,,,,,,,
164,14,1,10,,,,goon,4 4,,,,,minion_nometeor,2 2 2,,,,
165,14,2,20,,,,goon,4 4,brute,1 1 1,,,,,,,,
166,14,3,30,,,,goon,4 4,,,,,minion_nometeor,2 2,,,,
167,14,4,40,6,10,,goon,4 4,brute,1 1 1,,,,,,,,
168,14,END (45),360,18,1,,,,,,,,minion_nometeor,4 4 18,,,,
169,15,First Quarter Heating (0),0,6,10,,goon,4 4 4,brute,1 1 1,,,minion_nometeor,2 2 2,,,,
170,15,1,30,6,10,,goon,4 4,,,,,,,,,,
171,15,2,60,6,10,,goon,4 4,,,,,minion_nometeor,2 2,,,,
172,15,3,90,6,10,,goon,4 4,brute,1 1,,,,,,,,
173,15,4,120,6,10,,goon,4 4,,,,,,,,,,
174,15,5,150,6,10,,goon,4 4,,,,,minion_nometeor,2 2,,,,
175,15,END (0),360,18,1,,goon,5 5 5,brute,1 1 18,,,,,,,,
176,16,Second Quarter Spawning (0),0,,,,goon,4 4 4,,,,,,,,,,
177,16,1,10,,,,goon,4 4,,,,,minion_nometeor,2 2 2,,,,
178,16,2,20,,,,goon,4 4 5,brute,1 1 1,,,,,,,,
179,16,3,30,,,,goon,4 4,,,,,minion_nometeor,2 2,,,,
180,16,4,40,6,10,,goon,4 4,brute,1 1 1,,,,,,,,
181,16,END (45),360,18,1,,,,,,,,minion_nometeor,4 4 18,,,,
182,17,Second Quarter Heating (0),0,6,10,,goon,4 4 4,brute,1 1 1,,,minion_nometeor,2 2 2,,,,
183,17,1,30,6,10,,goon,4 4,,,,,,,,,,
184,17,2,60,6,10,,goon,4 4,,,,,minion_nometeor,2 2,,,,
185,17,3,90,6,10,,goon,4 4,brute,1 1,,,,,,,,
186,17,4,120,6,10,,goon,4 4,,,,,,,,,,
187,17,5,150,6,10,,goon,4 4,,,,,minion_nometeor,2 2,,,,
188,17,END (0),360,18,1,,goon,5 5 5,brute,1 1 18,,,,,,,,
189,18,Third Quarter Spawning (0),0,,,,goon,4 4 4,,,,,,,,,,
190,18,1,10,,,,goon,4 4,,,,,minion_nometeor,2 2 2,,,,
191,18,2,20,,,,goon,4 4 5,brute,1 1 1,,,,,,,,
192,18,3,30,,,,goon,4 4,,,,,minion_nometeor,2 2,,,,
193,18,4,40,6,10,,goon,4 4,brute,1 1 1,,,,,,,,
194,18,END (0),360,18,1,,,,,,,,minion_nometeor,4 4 18,,,,
195,19,Third Quarter Heating (0),0,6,10,,goon,4 4 4,brute,1 1 1,,,minion_nometeor,2 2 2,,,,
196,19,1,30,6,10,,goon,4 4,,,,,,,,,,
197,19,2,60,6,10,,goon,4 4,,,,,minion_nometeor,2 2,,,,
198,19,3,90,6,10,,goon,4 4,brute,1 1,,,,,,,,
199,19,4,120,6,10,,goon,4 4,,,,,,,,,,
200,19,5,150,6,10,,goon,4 4,,,,,minion_nometeor,2 2,,,,
201,19,END (0),360,18,1,,goon,5 5 5,brute,1 1 18,,,,,,,,
202,20,Fourth Quarter Spawning (0),0,,,,goon,4 4 4,,,,,,,,,,
203,20,1,10,,,,goon,4 4,,,,,minion_nometeor,2 2 2,,,,
204,20,2,20,,,,goon,4 4 5,brute,1 1 1,,,,,,,,
205,20,3,30,,,,goon,4 4,,,,,minion_nometeor,2 2,,,,
206,20,4,40,6,10,,goon,4 4,brute,1 1 1,,,,,,,,
207,20,END (0),360,18,1,,,,,,,,minion_nometeor,4 4 18,,,,
208,21,Fourth Quarter Heating (0),0,6,10,,goon,4 4 4,brute,1 1 1,,,minion_nometeor,2 2 2,,,,
209,21,1,30,6,10,,goon,4 4,,,,,,,,,,
210,21,2,60,6,10,,goon,4 4,,,,,minion_nometeor,2 2,,,,
211,21,3,90,6,10,,goon,4 4,brute,1 1,,,,,,,,
212,21,4,120,6,10,,goon,4 4,,,,,,,,,,
213,21,5,150,6,10,,goon,4 4,,,,,minion_nometeor,2 2,,,,
214,21,END (0),360,18,1,,goon,5 5 5,brute,1 1 18,,,,,,,,
215,22,Debug Goon,0,,,,goon,1 1,,,,,,,,,,
216,22,Debug Brute,1,,,,brute,1 1,,,,,,,,,,
217,22,Debug Minion,2,,,,minion_nometeor,1 1,,,,,,,,,,
218,22,Debug Seeder,3,,,,seeder,1 1,,,,,,,,,,
219,22,Debug Phantom,4,,,,locust,1 1,,,,,,,,,,
220,22,Debug Elite,5,,,,elite,1 1,,,,,,,,,,
221,23,DFA (0),0,18,10,,goon,4 4 4,brute,1 1 1,,,,,,,,
222,23,1,30,18,10,,goon,4 4,,,,,minion_nometeor,2 2 2,,,,
223,23,2,60,18,10,,goon,4 4,,,,,,,,,,
224,23,3,90,18,10,,goon,4 4,,,seeder,1 1 1,minion_nometeor,2 2,,,,
225,23,4,120,18,10,,goon,4 4,brute,1 1,,,,,,,,
226,23,END (180),150,18,10,,goon,4 4,,,,,,,,,,
227,23,DFA (x1),380,18,1,,,,brute,9 9 9,seeder,2 2 2,,,elite,5 5 5,locust,2 2 2
2000,0,door_hive_1_1,1,0,well_deck_2_lane_2,,,,,,,,,,,,,
2001,0,door_hive_1_2,3,0,well_deck_2_lane_2,,,,,,,,,,,,,
2002,0,door_hive_1_3,2,0,well_deck_2_lane_2,,,,,,,,,,,,,
2003,0,door_hive_3_1,1,0,well_deck_2_lane_1,,,,,,,,,,,,,
2004,0,door_hive_3_2,3,0,well_deck_2_lane_1,,,,,,,,,,,,,
2005,0,door_hive_3_3,2,0,well_deck_2_lane_1,,,,,,,,,,,,,
2006,0,door_hive_4_1,5,0,first_blocker_door,,,,,,,,,,,,,
2007,0,door_hive_4_2,5,0,first_blocker_door,,,,,,,,,,,,,
2008,0,door_hive_4_3,5,0,first_blocker_door,,,,,,,,,,,,,
2009,0,door_hive_6_1,4,0,post_tentacle_hallway,,,,,,,,,,,,,
2010,0,door_hive_6_2,5,0,post_tentacle_hallway,,,,,,,,,,,,,
2011,0,door_hive_6_3,4,0,post_tentacle_hallway,,,,,,,,,,,,,
2012,0,door_hive_7_1,6,0,cargo_area_d,,,,,,,,,,,,,
2013,0,door_hive_7_2,7,0,cargo_area_d,,,,,,,,,,,,,
2014,0,door_hive_7_3,8,0,cargo_area_d,,,,,,,,,,,,,
2015,0,door_hive_8_1,6,0,cargo_area_b,,,,,,,,,,,,,
2016,0,door_hive_8_2,7,0,cargo_area_b,,,,,,,,,,,,,
2017,0,door_hive_8_3,8,0,cargo_area_b,,,,,,,,,,,,,
2018,0,door_hive_9_1,6,0,top_deck_a,,,,,,,,,,,,,
2019,0,door_hive_9_2,7,0,top_deck_a,,,,,,,,,,,,,
2020,0,door_hive_9_3,8,0,top_deck_a,,,,,,,,,,,,,
2021,0,door_hive_10_1,6,0,lab_area_d,,,,,,,,,,,,,
2022,0,door_hive_10_2,7,0,lab_area_d,,,,,,,,,,,,,
2023,0,door_hive_10_3,8,0,lab_area_d,,,,,,,,,,,,,
2024,5,reached_layer_1,26,45,,,,,,,,,,,,,,
2025,9,reached_layer_1,25,45,,,,,,,,,,,,,,
2026,11,reached_layer_1,25,45,,,,,,,,,,,,,,
2027,12,reached_layer_1,25,45,,,,,,,,,,,,,,
2028,13,reached_layer_1,25,45,,,,,,,,,,,,,,
3000,1,no,0,goon,5 5,,,,,,,,,,,,,
3001,1,no,5,goon,5 5,,,,,,,,,,,,,
3002,2,no,0,brute,2 2,goon,3 3,,,,,,,,,,,
3003,3,no,0,minion_nometeor,2 2,goon,3 3,,,,,,,,,,,
3004,3,no,8,minion_nometeor,3 3,goon,2 2,,,,,,,,,,,
3005,4,no,0,minion_nometeor,2 2,,,,,,,,,,,,,
3006,4,no,5,goon,2 2,,,,,,,,,,,,,
3007,4,no,5,locust,1 1,,,,,,,,,,,,,
3008,5,no,0,seeder,1 1,,,,,,,,,,,,,
3009,5,no,10,goon,3 3,,,,,,,,,,,,,
3010,6,no,0,seeder,2 2,goon,2 2,,,,,,,,,,,
3011,7,no,0,locust,1 1,goon,3 3,,,,,,,,,,,
3012,8,no,0,elite,1 1,,,,,,,,,,,,,
3013,25,no,0,elite,1 1,,,,,,,,,,,,,
3014,26,no,0,locust,1 1,,,,,,,,,,,,,
400,Min Spawn Interval,1,,,,,,,,,,,,,,,,
401,Safe Spawn Distance,400,,,,,,,,,,,,,,,,
402,Spawn Point Last Used Duration,2,,,,,,,,,,,,,,,,
403,Break Away From Group Distance,750,,,,,,,,,,,,,,,,
404,Player In Zone Score Modifier,0.75,,,,,,,,,,,,,,,,
405,Current Attacker In Zone Score Modifier,0.25,,,,,,,,,,,,,,,,
406,Recently Used Spawn Point Zone Score Modifier,0.1,,,,,,,,,,,,,,,,
407,Max Break Away Zone Score Increase,2.5,,,,,,,,,,,,,,,,
408,Spawn Event Base Activation Time,0,,,,,,,,,,,,,,,,
409,Spawn Event Additional Time Per Alien,0.5,,,,,,,,,,,,,,,,
410,Spawn Event Max Delay Time,5,,,,,,,,,,,,,,,,
500,1,1,1,1,1,,,,,,,,,,,,,
501,2,1,1,1,1,,,,,,,,,,,,,
502,3,1,1,1,1,,,,,,,,,,,,,
503,4,1,1,1,1.5,,,,,,,,,,,,,
504,5,1,1,1,1.5,,,,,,,,,,,,,
505,6,1,1,1,1.5,,,,,,,,,,,,,
506,7,1,1,1,1.5,,,,,,,,,,,,,
507,8,1,1,.5,2,,,,,,,,,,,,,
508,9,1,1,.5,2,,,,,,,,,,,,,
509,10,1,1,.5,2,,,,,,,,,,,,,
510,11,1,1,.5,2,,,,,,,,,,,,,
511,12,1,1,.5,2,,,,,,,,,,,,,
512,13,1,1,.5,2,,,,,,,,,,,,,
513,14,1,1,1,3,,,,,,,,,,,,,
514,15,1,1,1,3,,,,,,,,,,,,,
515,16,1,1,1,3,,,,,,,,,,,,,
516,17,1,1,1,3,,,,,,,,,,,,,
517,18,1,1,1,3,,,,,,,,,,,,,
518,19,1,1,1,3,,,,,,,,,,,,,
519,20,1,1,1,3,,,,,,,,,,,,,
520,21,1,1,1,3,,,,,,,,,,,,,
521,22,1,1,1,1,,,,,,,,,,,,,
522,23,1,1,1,2,,,,,,,,,,,,,
600,1,90,10000,,,,,,,,,,,,,,,
601,2,130,10000,,,,,,,,,,,,,,,
602,3,130,10000,,,,,,,,,,,,,,,
603,4,130,10000,,,,,,,,,,,,,,,
604,5,60 130,10000,,,,,,,,,,,,,,,
605,6,130,10000,,,,,,,,,,,,,,,
606,7,180,10000,,,,,,,,,,,,,,,
607,8,130,10000,,,,,,,,,,,,,,,
608,9,60 130,10000,,,,,,,,,,,,,,,
609,10,130,10000,,,,,,,,,,,,,,,
610,11,60 130,10000,,,,,,,,,,,,,,,
611,12,60 130,10000,,,,,,,,,,,,,,,
612,13,90 180,10000,,,,,,,,,,,,,,,
613,14,500,10000,,,,,,,,,,,,,,,
614,15,500,0,,,,,,,,,,,,,,,
615,16,500,0,,,,,,,,,,,,,,,
616,17,500,0,,,,,,,,,,,,,,,
617,18,500,0,,,,,,,,,,,,,,,
618,19,500,0,,,,,,,,,,,,,,,
619,20,500,0,,,,,,,,,,,,,,,
620,21,500,0,,,,,,,,,,,,,,,
621,22,500,0,,,,,,,,,,,,,,,
622,23,180,10000,,,,,,,,,,,,,,,
700,mini_lung_00,0 60,random_sequence mini_lung_lane_1 mini_lung_lane_2,,,,,,,,,,,,,,,
701,mini_lung_00,30 90,random_sequence mini_lung_lane_1 mini_lung_lane_2,,,,,,,,,,,,,,,
702,well_deck_2,0 60 120,random_sequence well_deck_2_lane_1 well_deck_2_lane_2,,,,,,,,,,,,,,,
703,well_deck_2,30 90,random_sequence well_deck_2_lane_1 well_deck_2_lane_2,,,,,,,,,,,,,,,
704,well_deck_3,0 90 180,random_sequence tentacle_1 tentacle_2,,,,,,,,,,,,,,,
705,well_deck_3,45 135,random_sequence tentacle_1 tentacle_2,,,,,,,,,,,,,,,
706,cargo_area_mini_1,0 90,random_sequence cargo_area_a cargo_area_b,,,,,,,,,,,,,,,
707,cargo_area_mini_1,45 135,random_sequence cargo_area_a cargo_area_b,,,,,,,,,,,,,,,
708,cargo_area_mini_1,180,cargo_area_a cargo_area_b,,,,,,,,,,,,,,,
709,cargo_area_mini_2,0 90,random_sequence cargo_area_a cargo_area_c cargo_area_d,,,,,,,,,,,,,,,
710,cargo_area_mini_2,45 135,random_sequence cargo_area_a cargo_area_c cargo_area_d,,,,,,,,,,,,,,,
711,cargo_area_mini_2,180,cargo_area_a cargo_area_c,,,,,,,,,,,,,,,
712,cargo_area_mini_3,0,defendfromafar,,,,,,,,,,,,,,,
713,cargo_area_mini_4,0 90,random_sequence cargo_area_a cargo_area_b cargo_area_c,,,,,,,,,,,,,,,
714,cargo_area_mini_4,45 135,random_sequence cargo_area_a cargo_area_b cargo_area_c,,,,,,,,,,,,,,,
715,cargo_area_mini_4,180,cargo_area_a cargo_area_c,,,,,,,,,,,,,,,
716,cargo_area_main,0 90,random_sequence cargo_area_c cargo_area_b,,,,,,,,,,,,,,,
717,cargo_area_main,45 135,random_sequence cargo_area_c cargo_area_b,,,,,,,,,,,,,,,
718,cargo_area_main,180,cargo_area_c cargo_area_b,,,,,,,,,,,,,,,
719,top_deck_mini_1,0,top_deck_a,,,,,,,,,,,,,,,
720,top_deck_mini_2,0,top_deck_a,,,,,,,,,,,,,,,
721,top_deck_mini_3,0,top_deck_a,,,,,,,,,,,,,,,
722,lab_mini_1,0,random_sequence lab_area_a lab_area_b lab_area_c,,,,,,,,,,,,,,,
723,lab_mini_1,30,random_sequence lab_area_a lab_area_b lab_area_c,,,,,,,,,,,,,,,
724,lab_mini_1,90,lab_area_a lab_area_b lab_area_c,,,,,,,,,,,,,,,
725,lab_mini_2,0,random_sequence lab_area_c lab_area_d,,,,,,,,,,,,,,,
726,lab_mini_2,30,random_sequence lab_area_c lab_area_d,,,,,,,,,,,,,,,
727,lab_mini_2,90,lab_area_c lab_area_d,,,,,,,,,,,,,,,
728,lab_mini_3,0,random_sequence lab_area_d lab_area_b lab_area_c,,,,,,,,,,,,,,,
729,lab_mini_3,30,random_sequence lab_area_d lab_area_b lab_area_c,,,,,,,,,,,,,,,
730,lab_mini_3,90,lab_area_d lab_area_b lab_area_c,,,,,,,,,,,,,,,
731,lab_mini_4,0,random_sequence lab_area_b lab_area_c,,,,,,,,,,,,,,,
732,lab_mini_4,30,random_sequence lab_area_b lab_area_c,,,,,,,,,,,,,,,
733,lab_mini_4,90,lab_area_b lab_area_c,,,,,,,,,,,,,,,
734,lab_area_main,0 90,random_sequence lab_area_a lab_area_b,,,,,,,,,,,,,,,
735,lab_area_main,45 135,random_sequence lab_area_a lab_area_b,,,,,,,,,,,,,,,
736,lab_area_main,180,lab_area_a lab_area_b,,,,,,,,,,,,,,,
737,kraken_port,0,kraken_lane_1,,,,,,,,,,,,,,,
738,kraken_starboard,0,kraken_lane_2,,,,,,,,,,,,,,,
800,,,,,,,,,,,,,,,,,,
900,1,cargo_area_mini_1 cargo_area_mini_4,,,,,,,,,,,,,,,,
901,1,top_deck_mini_2 top_deck_mini_3,,,,,,,,,,,,,,,,
902,3,lab_mini_1 lab_mini_2 lab_mini_3 lab_mini_4,,,,,,,,,,,,,,,,
903,,,,,,,,,,,,,,,,,,
