a0,b1,c2,d3,e4,f5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,q16,r17,s18
50,5,Spider 1 (x1),450,18,1,,,,brute,11 11 11,spitter,4 4 4,,,elite,3 3 3,,
51,6,Compound 1 (0),0,,,,goon,2 2 4,brute,1 1 1,,,,,,,,
52,6,1,10,,,,goon,2 2,,,,,,,,,,
53,6,2,20,,,,goon,2 2,brute,1 1,spitter,1 1 1,,,,,,
54,6,3,30,,,,goon,2 2,,,,,,,,,,
55,6,4,40,,,,,,brute,1 1,,,,,,,,
56,6,5,50,3,10,,goon,2 2,,,spitter,1 1,,,,,,
57,6,6,80,,,,,,brute,1 1,,,,,,,,
58,6,7,90,,,,goon,2 2,,,spitter,1 1,,,,,,
59,6,8,100,,,,,,brute,1 1,,,,,,,,
60,6,9,110,,,,goon,2 2,,,,,,,,,,
61,6,10,120,,,,,,brute,1 1,,,minion,3 3 3,,,,
62,6,11,130,,,,,,,,,,,,,,,
63,6,12,140,,,,goon,2 2,brute,1 1,,,,,,,,
64,6,13,150,,,,,,,,,,,,,,,
65,6,14,160,,,,,,brute,1 1,spitter,1 1,,,,,,
66,6,END (180),170,4,7,,goon,2 2,brute,1 1,spitter,1 1 1,minion,3 3 3,,,,
67,6,Compound 1 (x1),380,18,1,,,,brute,11 11 11,spitter,4 4 4,,,elite,3 3 3,,
68,7,Compound 2 (0),0,3,10,,goon,3 3 4,brute,1 1 2,,,,,,,,
69,7,1,20,,,,goon,3 3,,,spitter,1 1 1,,,,,,
70,7,2,30,4,10,,goon,3 3,brute,1 1,spitter,1 1,,,,,,
71,7,3,50,,,,goon,3 3,,,,,,,,,,
72,7,4,60,4,10,,,,,,spitter,1 1,,,,,,
73,7,5,79,,,,goon,3 3,brute,1 1,,,minion,3 3 3,,,,
74,7,6,80,5,1,,goon,3 3,,,,,,,,,,
75,7,7,90,5,10,,goon,3 3,brute,1 1,spitter,1 1,,,,,,
76,7,8,110,5,1,,goon,3 3,,,,,,,,,,
77,7,9,120,,,,goon,3 3,brute,1 1,,,minion,3 3,,,,
78,7,10,130,,,,,,,,,,,,,,,
79,7,11,140,,,,goon,3 3,brute,1 1,spitter,1 1,,,,,,
80,7,12,150,,,,,,,,spitter,1 1,,,,,,
81,7,END (180),160,5,10,,goon,3 3,brute,1 1,,,,,,,,
82,7,Compound 2 (x1),380,18,1,,,,brute,11 11 11,spitter,4 4 4,,,elite,3 3 3,,
83,8,Compound 3 (0),0,,,,goon,3 3 3,,,spitter,1 1 2,,,,,,
84,8,1,10,4,10,,goon,3 3,brute,1 1 3,spitter,1 1,,,,,,
85,8,2,30,4,10,,goon,3 3,brute,1 1,,,minion,3 3 3,,,,
86,8,3,50,,,,,,,,,,minion,3 3,,,,
87,8,4,60,4,10,,goon,3 3,brute,1 1,,,,,,,,
88,8,5,80,4,2,,,,,,spitter,1 1,,,,,,
89,8,6,95,4,10,,goon,3 3,brute,1 1,spitter,1 1,,,,,,
90,8,7,115,,,,,,brute,1 1,,,,,,,,
91,8,8,125,5,10,,goon,3 3,,,spitter,1 1,minion,3 3,,,,
92,8,9,140,,,,,,,,,,,,,,,
93,8,10,160,,,,goon,3 3,brute,1 1,spitter,1 1,,,,,,
94,8,END (180),170,5,10,,,,brute,1 1,spitter,1 1,,,,,locust,1 1 1
95,8,Compound 3 (x1),380,18,1,,,,brute,11 11 11,spitter,4 4 4,,,elite,3 3 3,,
96,9,Compound 4 (0),0,,,,goon,3 3 3,,,spitter,1 1 2,,,,,,
97,9,1,10,5,10,,,,brute,1 1 3,spitter,1 1,,,,,,
98,9,2,30,5,10,,goon,3 3,,,,,minion,3 3 4,,,,
99,9,3,45,,,,goon,3 3,brute,1 1,spitter,1 1,,,,,,
100,9,4,55,5,10,,goon,3 3,,,,,,,,,,
101,9,5,75,,,,,,brute,1 1,spitter,1 1,,,,,,
102,9,6,85,,,,goon,3 3,brute,1 1,,,,,,,,
103,9,7,95,,,,,,,,spitter,1 1,minion,3 3,,,,
104,9,8,115,,,,goon,3 3,brute,1 1,,,,,,,,
105,9,9,125,,,,,,brute,1 1,spitter,1 1,,,,,,
106,9,10,135,,,,,,,,,,,,,,locust,1 1 1
107,9,11,155,5,10,,goon,3 3,brute,1 1,spitter,1 1,minion,4 4,,,,
108,9,12,170,,,,goon,3 3,,,spitter,1 1,,,,,,
109,9,END (200),180,4,10,,goon,3 3,,,spitter,1 1,,,,,,
110,9,Compound 4 (x1),400,18,1,,,,brute,11 11 11,spitter,4 4 4,,,elite,3 3 3,,
111,10,Facility 1 (0),0,5,10,,goon,3 3 3,brute,2 2 2,spitter,2 2 2,,,,,,
112,10,1,30,5,10,,goon,3 3,brute,2 2,,,,,,,,
113,10,2,50,5,10,,goon,3 3,brute,2 2,spitter,2 2,,,,,,
114,10,3,80,,,,goon,3 3,brute,2 2,,,,,,,locust,1 1 1
115,10,4,95,5,10,,goon,3 3,brute,2 2,spitter,2 2,,,,,,
116,10,5,110,5,5,,goon,3 3,brute,2 2,,,,,,,,
117,10,6,120,,,,goon,3 3,brute,2 2,spitter,2 2,,,,,,
118,10,7,140,5,10,,goon,3 3,brute,2 2,spitter,2 2,,,,,,
119,10,END (180),160,5,10,,goon,3 3,brute,2 2,spitter,2 2,,,,,,
120,10,Facility 1 (x1),380,18,1,,,,brute,11 11 11,spitter,4 4 4,,,elite,3 3 3,,
121,11,Facility 2 (0),0,4,10,,goon,3 3 3,,,spitter,1 1 2,,,,,,
122,11,1,25,4,10,,goon,3 3,brute,2 2 4,spitter,1 1,,,,,,
123,11,2,50,,,,goon,3 3,brute,2 2,,,,,,,,
124,11,3,60,4,10,,goon,3 3,brute,2 2,,,,,,,locust,1 1 1
125,11,4,75,4,10,,goon,3 3,brute,2 2,spitter,2 2,,,,,,
126,11,5,95,,,,goon,3 3,brute,2 2,,,,,,,,
127,11,6,115,4,10,,goon,3 3,brute,2 2,,,,,,,,
128,11,7,130,,,,goon,3 3,brute,2 2,spitter,2 2,,,,,,
129,11,8,140,,,,goon,3 3,brute,2 2,,,,,,,,
130,11,END (180),150,4,10,,goon,3 3,brute,2 2,spitter,1 1,,,,,,
131,11,Facility 2 (x1),380,18,1,,,,brute,11 11 11,spitter,4 4 4,,,elite,3 3 3,,
132,12,Facility 3 (0),0,,,,goon,3 3 3,brute,2 2 4,,,,,,,,
133,12,1,10,4,10,,goon,3 3,brute,2 2,,,,,,,,
134,12,2,30,,,,goon,3 3,brute,2 2,spitter,2 2 2,,,,,,
135,12,3,45,,,,goon,3 3,brute,2 2,,,,,,,locust,1 1 1
136,12,4,60,,,,goon,3 3,brute,2 2,spitter,2 2,,,,,,
137,12,5,70,,,,goon,3 3,brute,2 2,,,,,,,,
138,12,6,85,5,10,,goon,3 3,brute,2 2,spitter,2 2,,,,,,
139,12,7,120,5,10,,goon,3 3,brute,2 2,spitter,2 2,,,,,locust,1 1
140,12,END (180),175,5,10,,goon,3 3,brute,2 2,spitter,2 2,,,,,,
141,12,Facility 3 (x1),380,18,1,,,,brute,11 11 11,spitter,4 4 4,,,elite,3 3 3,,
142,13,Facility 4 (0),0,,,,goon,3 3 4,brute,3 3 4,spitter,2 2 2,,,,,locust,1 1 1
143,13,1,10,5,6,,goon,3 3,brute,2 2,,,,,,,,
144,13,2,30,5,10,,goon,3 3,brute,3 3,spitter,2 2,,,,,,
145,13,3,45,5,10,,goon,3 3,brute,2 2,,,,,,,,
146,13,4,60,,,,goon,3 3,brute,3 3,spitter,2 2,,,,,,
147,13,5,70,5,10,,goon,3 3,brute,2 2,,,,,,,,
148,13,6,85,5,10,,goon,3 3,brute,3 3,spitter,2 2,,,,,,
149,13,7,120,5,10,,goon,3 3,brute,2 2,spitter,2 2,,,,,locust,1 1 1
150,13,END (200),175,5,10,,goon,3 3,brute,3 3,spitter,2 2,,,,,,
151,13,Facility 4 (x1),400,18,1,,,,brute,11 11 11,spitter,4 4 4,,,elite,3 3 3,,
152,14,Facility 5 (0),0,,,,,,brute,3 3 4,,,,,,,,
153,14,1,9,,,,,,,,,,,,elite,1 1 1,,
154,14,2,10,5,10,,,,brute,3 3,spitter,2 2 3,,,,,,
155,14,3,30,5,10,,,,brute,3 3,spitter,2 2,,,,,,
156,14,4,50,5,10,,,,brute,3 3,spitter,2 2,,,,,,
157,14,5,85,,,,,,brute,3 3,spitter,2 2,,,,,locust,1 1 1
158,14,6,100,5,10,,goon,5 5 5,,,spitter,2 2,,,,,,
159,14,7,130,,,,,,brute,3 3,spitter,2 2,,,,,,
160,14,8,145,,,,,,brute,3 3,spitter,2 2,,,,,,
161,14,END (200),160,5,10,,,,brute,3 3,spitter,2 3,,,,,locust,1 1
162,14,Facility 5 (x1),400,18,1,,,,brute,11 11 11,spitter,4 4 4,,,elite,3 3 3,,
163,15,Spider 2 (0),0,,,,,,brute,2 3 4,,,,,,,,
164,15,1,10,4,10,,goon,3 3 3,,,,,minion,4 4,,,,
165,15,2,30,4,10,,goon,2 2,,,,,,,,,,
166,15,3,50,4,10,,goon,2 2,,,,,,,,,,
167,15,4,85,4,10,,goon,2 2,,,,,minion,4 4,,,,
168,15,5,100,4,10,,goon,2 2,,,,,,,,,,
169,15,6,115,,,,goon,2 2,,,,,,,,,,
170,15,7,130,,,,goon,2 2,,,,,minion,4 4,,,,
171,15,8,145,4,10,,goon,2 2 4,,,,,,,,,,
172,15,9,160,4,10,,goon,2 2,,,,,,,,,,
173,15,10,175,4,10,,goon,2 2,,,,,minion,4 4,,,,
174,15,11,190,4,10,,goon,2 2,,,,,,,,,,
175,15,12,205,4,10,,goon,2 2,,,,,minion,4 4,,,,
176,15,13,220,4,10,,goon,2 2,,,,,,,,,,
177,15,14,235,4,10,,goon,2 2,,,,,minion,4 4,,,,
178,15,15,250,4,10,,goon,2 2 5,,,,,,,,,,
179,15,16,265,4,10,,goon,2 2,,,,,minion,4 4,,,,
180,15,17,280,4,10,,goon,2 2,,,,,,,,,,
181,15,18,295,4,10,,goon,2 2,,,,,minion,4 4,,,,
182,15,19,310,4,10,,goon,2 2,,,,,,,,,,
183,15,20,325,4,10,,goon,2 2,,,,,minion,4 4,,,,
184,15,21,340,4,10,,goon,2 2,,,,,,,,,,
185,15,22,355,4,10,,goon,2 2 6,,,,,minion,4 4,,,,
186,15,23,370,4,10,,goon,2 2,,,,,,,,,,
187,15,24,385,4,10,,goon,2 2,,,,,minion,4 4,,,,
188,15,25,400,4,10,,goon,2 2,,,,,,,,,,
189,15,END (),415,4,10,,goon,2 2,,,,,minion,4 4,,,,
190,16,Debug,0,,,,goon,1 1,,,,,,,,,,
191,16,Debug,1,,,,,,brute,1 1,,,,,,,,
192,16,Debug,2,,,,,,,,,,minion,4 4,,,,
193,16,Debug,3,,,,,,,,spitter,1 1,,,,,,
194,16,Debug,4,,,,,,,,,,,,elite,1 1,,
195,16,Debug,5,,,,,,brute,10 10,,,,,,,,
2000,3,reached_layer_1,17,30,,,,,,,,,,,,,,
2001,6,reached_layer_1,17,30,,,,,,,,,,,,,,
2002,7,reached_layer_1,18,45,,,,,,,,,,,,,,
2003,8,reached_layer_1,18,45,,,,,,,,,,,,,,
2004,9,reached_layer_1,18,45,,,,,,,,,,,,,,
2005,11,reached_layer_1,18,45,,,,,,,,,,,,,,
2006,12,reached_layer_1,18,45,,,,,,,,,,,,,,
2007,13,reached_layer_1,18,45,,,,,,,,,,,,,,
2008,14,reached_layer_1,18,45,,,,,,,,,,,,,,
2009,0,posture_1,1,30,boss_spawners_01,,,,,,,,,,,,,
2010,0,posture_2,2,30,boss_spawners_01,,,,,,,,,,,,,
2011,0,posture_3,3,30,boss_spawners_01,,,,,,,,,,,,,
2012,0,posture_4,4,30,boss_spawners_01,,,,,,,,,,,,,
2013,0,posture_5,5,30,boss_spawners_01,,,,,,,,,,,,,
2014,0,posture_11,11,0,boss_spawners_03,,,,,,,,,,,,,
2015,0,posture_12,12,0,boss_spawners_03,,,,,,,,,,,,,
2016,0,posture_13,13,0,boss_spawners_03,,,,,,,,,,,,,
2017,0,posture_14,14,0,boss_spawners_03,,,,,,,,,,,,,
2018,0,posture_15,15,0,boss_spawners_03,,,,,,,,,,,,,
2019,0,elevated_attack_1,16,60,,,,,,,,,,,,,,
3000,1,no,0,goon,2 2,,,,,,,,,,,,,
3001,2,no,0,goon,2 2,brute,1 1,,,,,,,,,,,
3002,2,no,10,goon,2 2,minion,3 3,,,,,,,,,,,
3003,3,no,0,minion,6 6,,,,,,,,,,,,,
3004,3,no,10,goon,2 2,minion,3 3,,,,,,,,,,,
3005,4,no,0,goon,2 2,brute,1 2,,,,,,,,,,,
3006,4,no,5,goon,2 2,,,,,,,,,,,,,
3007,4,no,10,goon,2 2,,,,,,,,,,,,,
3008,5,no,0,brute,2 2,minion,3 3,,,,,,,,,,,
3009,5,no,5,goon,2 2,,,,,,,,,,,,,
3010,5,no,10,goon,2 2,locust,0 1,,,,,,,,,,,
3011,6,no,0,goon,3 3,,,,,,,,,,,,,
3012,7,no,0,brute,3 3,,,,,,,,,,,,,
3013,8,no,0,goon,2 2,minion,6 6,,,,,,,,,,,
3014,9,no,0,goon,2 2,brute,1 1,locust,0 1,,,,,,,,,
3015,10,no,0,brute,2 2,brute,1 2,minion,3 3,,,,,,,,,
3016,11,no,0,goon,2 2,brute,1 1,,,locust,0 1,,,,,,,
3017,12,no,0,goon,2 2,brute,2 2,,,,,,,,,,,
3018,13,no,0,goon,2 2,brute,1 2,,,,,,,,,,,
3019,14,no,0,goon,2 2,brute,1 2,,,,,,,,,,,
3020,15,no,0,goon,1 1,brute,1 1,,,locust,1 1,,,,,,,
3021,16,yes,0,elite,1 1,,,,,,,,,,,,,
3022,16,yes,0,goon,2 2,brute,1 1,,,,,,,,,,,
3023,16,yes,0,goon,2 2,locust,1 1,,,,,,,,,,,
3024,16,yes,0,goon,2 2,brute,1 1,,,,,,,,,,,
3025,17,yes,0,locust,1 1,,,,,,,,,,,,,
3026,18,yes,0,elite,1 1,,,,,,,,,,,,,
400,Min Spawn Interval,1,,,,,,,,,,,,,,,,
401,Safe Spawn Distance,400,,,,,,,,,,,,,,,,
402,Spawn Point Last Used Duration,2,,,,,,,,,,,,,,,,
403,Break Away From Group Distance,750,,,,,,,,,,,,,,,,
404,Player In Zone Score Modifier,0.75,,,,,,,,,,,,,,,,
405,Current Attacker In Zone Score Modifier,0.25,,,,,,,,,,,,,,,,
406,Recently Used Spawn Point Zone Score Modifier,0.1,,,,,,,,,,,,,,,,
407,Max Break Away Zone Score Increase,2.5,,,,,,,,,,,,,,,,
408,Spawn Event Base Activation Time,0,,,,,,,,,,,,,,,,
409,Spawn Event Additional Time Per Alien,0.5,,,,,,,,,,,,,,,,
410,Spawn Event Max Delay Time,5,,,,,,,,,,,,,,,,
500,1,1,1,1,1,,,,,,,,,,,,,
501,2,1,1,1,1,,,,,,,,,,,,,
502,3,1,1,1,1,,,,,,,,,,,,,
503,4,1,1,1,1,,,,,,,,,,,,,
504,5,1,1,1,1,,,,,,,,,,,,,
505,6,1,1,1,1.5,,,,,,,,,,,,,
506,7,1,1,1,1.5,,,,,,,,,,,,,
507,8,1,1,1,1.5,,,,,,,,,,,,,
508,9,1,1,1,1.5,,,,,,,,,,,,,
509,10,1,1,1,2,,,,,,,,,,,,,
510,11,1,1,1,2,,,,,,,,,,,,,
511,12,1,1,1,2,,,,,,,,,,,,,
512,13,1,1,1,2,,,,,,,,,,,,,
513,14,1,1,1,2,,,,,,,,,,,,,
514,15,1,1,1,2,,,,,,,,,,,,,
600,1,90,10000,,,,,,,,,,,,,,,
601,2,130,180,,,,,,,,,,,,,,,
602,3,45 130,180,,,,,,,,,,,,,,,
603,4,130,180,,,,,,,,,,,,,,,
604,5,500,180,,,,,,,,,,,,,,,
605,6,90 180,10000,,,,,,,,,,,,,,,
606,7,90 180,180,,,,,,,,,,,,,,,
607,8,90 180,180,,,,,,,,,,,,,,,
608,9,90 180,180,,,,,,,,,,,,,,,
609,10,200,10000,,,,,,,,,,,,,,,
610,11,100 200,180,,,,,,,,,,,,,,,
611,12,90 180,180,,,,,,,,,,,,,,,
612,13,90 180,180,,,,,,,,,,,,,,,
613,14,90 180,180,,,,,,,,,,,,,,,
614,15,100 200,180,,,,,,,,,,,,,,,
615,16,500,10000,,,,,,,,,,,,,,,
700,checkpoint_hive_01,0 120,random_sequence checkpoint_03a checkpoint_01b,,,,,,,,,,,,,,,
701,checkpoint_hive_01,45,checkpoint_02b,,,,,,,,,,,,,,,
702,checkpoint_hive_01,90,checkpoint_03a,,,,,,,,,,,,,,,
703,checkpoint_hive_02,0 90,random_sequence checkpoint_01a checkpoint_01b,,,,,,,,,,,,,,,
704,checkpoint_hive_02,45,checkpoint_02a,,,,,,,,,,,,,,,
705,checkpoint_hive_02,120,random_sequence checkpoint_01a checkpoint_02a,,,,,,,,,,,,,,,
706,checkpoint_hive_03,0 60,random_sequence checkpoint_01a checkpoint_02b,,,,,,,,,,,,,,,
707,checkpoint_hive_03,30 90,random checkpoint_02a checkpoint_03b,,,,,,,,,,,,,,,
708,checkpoint_hive_03,120,checkpoint_02a checkpoint_02b,,,,,,,,,,,,,,,
709,checkpoint_hive_04,0 90,random_sequence checkpoint_01a checkpoint_02b,,,,,,,,,,,,,,,
710,checkpoint_hive_04,30 120,random_sequence checkpoint_03a checkpoint_03b,,,,,,,,,,,,,,,
711,checkpoint_hive_04,60,checkpoint_01a checkpoint_02b checkpoint_03a checkpoint_03b,,,,,,,,,,,,,,,
712,checkpoint_hive_05,0 60,random_sequence checkpoint_02a boss_spawners_01,,,,,,,,,,,,,,,
713,checkpoint_hive_05,30 90,random_sequence checkpoint_01a checkpoint_02b,,,,,,,,,,,,,,,
714,checkpoint_hive_05,120,checkpoint_01a checkpoint_02a checkpoint_02b,,,,,,,,,,,,,,,
715,first_spider_fight,0 135,boss_spawners_01,,,,,,,,,,,,,,,
716,first_spider_fight,45 200,boss_spawners_01,,,,,,,,,,,,,,,
717,first_spider_fight,90 180,boss_spawners_01,,,,,,,,,,,,,,,
718,compound_hive_01,0 135,random_sequence compound_01a compound_01b,,,,,,,,,,,,,,,
719,compound_hive_01,45,compound_02a,,,,,,,,,,,,,,,
720,compound_hive_01,90 180,compound_01a compound_01b,,,,,,,,,,,,,,,
721,compound_hive_02,0 135,random_sequence compound_02a compound_01a,,,,,,,,,,,,,,,
722,compound_hive_02,45,compound_02a compound_02b,,,,,,,,,,,,,,,
723,compound_hive_02,90 180,random compound_01a compound_02b,,,,,,,,,,,,,,,
724,compound_hive_03,0 135,random_sequence compound_01b compound_03b,,,,,,,,,,,,,,,
725,compound_hive_03,45,compound_03a compound_03b,,,,,,,,,,,,,,,
726,compound_hive_03,90 180,random compound_03b compound_01b,,,,,,,,,,,,,,,
727,compound_hive_04,0 135,random_sequence compound_03b compound_02a,,,,,,,,,,,,,,,
728,compound_hive_04,45,compound_01b,,,,,,,,,,,,,,,
729,compound_hive_04,90 180,compound_01b compound_02a compound_03b,,,,,,,,,,,,,,,
730,compound_hive_05,0 135,random_sequence compound_01b compound_02a compound_02b compound_03a,,,,,,,,,,,,,,,
731,compound_hive_05,45,random compound_02a compound_02b,,,,,,,,,,,,,,,
732,compound_hive_05,90 180,compound_01b compound_02a compound_02b compound_03a,,,,,,,,,,,,,,,
733,compound_hive_06,0 135,random_sequence compound_01b compound_02a,,,,,,,,,,,,,,,
734,compound_hive_06,45,random compound_02a compound_03b,,,,,,,,,,,,,,,
735,compound_hive_06,90 180,compound_01b compound_02a compound_03b,,,,,,,,,,,,,,,
736,compound_hive_07,0 135,random_sequence compound_01b compound_02a,,,,,,,,,,,,,,,
737,compound_hive_07,45,random compound_02a compound_03b,,,,,,,,,,,,,,,
738,compound_hive_07,90 180,compound_01b compound_02a compound_03b,,,,,,,,,,,,,,,
739,compound_hive_08,0 135,random_sequence compound_01b compound_02b,,,,,,,,,,,,,,,
740,compound_hive_08,45,random compound_01a compound_01b,,,,,,,,,,,,,,,
741,compound_hive_08,90 180,compound_01a compound_01b compound_02b,,,,,,,,,,,,,,,
742,facility_hive_01,0 135,random_sequence facility_01a facility_02a,,,,,,,,,,,,,,,
743,facility_hive_01,45 200,random facility_01b facility_02a,,,,,,,,,,,,,,,
744,facility_hive_01,90 180,facility_01a facility_01b facility_02a,,,,,,,,,,,,,,,
745,facility_hive_02,0 135,random_sequence facility_01a facility_02a,,,,,,,,,,,,,,,
746,facility_hive_02,45 200,random facility_01b facility_03b,,,,,,,,,,,,,,,
747,facility_hive_02,90 180,facility_01a facility_01b facility_03a facility_03b,,,,,,,,,,,,,,,
748,facility_hive_03,0 135,random_sequence facility_03a facility_02a,,,,,,,,,,,,,,,
749,facility_hive_03,45 200,random facility_03b facility_02a,,,,,,,,,,,,,,,
750,facility_hive_03,90 180,facility_02a facility_03a facility_03b,,,,,,,,,,,,,,,
751,facility_hive_04,0 135,random_sequence facility_01b facility_02a,,,,,,,,,,,,,,,
752,facility_hive_04,45 200,random facility_02a facility_03a,,,,,,,,,,,,,,,
753,facility_hive_04,90 180,facility_01b facility_02a facility_03a,,,,,,,,,,,,,,,
754,facility_hive_05,0 135,random_sequence facility_01a facility_02a,,,,,,,,,,,,,,,
755,facility_hive_05,45 200,random facility_01b facility_02a,,,,,,,,,,,,,,,
756,facility_hive_05,90 180,facility_02a facility_01a facility_01b,,,,,,,,,,,,,,,
757,facility_hive_06,0 135,random_sequence facility_01a facility_01b facility_02a facility_03a facility_03b,,,,,,,,,,,,,,,
758,facility_hive_06,45 200,random_sequence facility_01a facility_01b facility_02a facility_03a facility_03b,,,,,,,,,,,,,,,
759,facility_hive_07,0 135,random_sequence facility_01a facility_03a,,,,,,,,,,,,,,,
760,facility_hive_07,45 200,random facility_01b facility_03b,,,,,,,,,,,,,,,
761,facility_hive_07,90 180,facility_01a facility_01b facility_03a facility_03b,,,,,,,,,,,,,,,
762,final_spider_fight,0 135,boss_spawners_03,,,,,,,,,,,,,,,
763,final_spider_fight,45 200,boss_spawners_03,,,,,,,,,,,,,,,
764,final_spider_fight,90 180,boss_spawners_03,,,,,,,,,,,,,,,
800,1,checkpoint_hive_01,,,,,,,,,,,,,,,,
801,2,checkpoint_hive_02,,,,,,,,,,,,,,,,
802,3,checkpoint_hive_03,,,,,,,,,,,,,,,,
803,4,checkpoint_hive_04,,,,,,,,,,,,,,,,
804,5,checkpoint_hive_05,,,,,,,,,,,,,,,,
805,6,bomblocation_left_01,,,,,,,,,,,,,,,,
806,7,bomblocation_04,,,,,,,,,,,,,,,,
807,8,bomblocation_05,,,,,,,,,,,,,,,,
808,9,bomblocation_left_02,,,,,,,,,,,,,,,,
809,10,bomblocation_left_03,,,,,,,,,,,,,,,,
810,11,bomblocation_left_04,,,,,,,,,,,,,,,,
811,12,bomblocation_06,,,,,,,,,,,,,,,,
812,13,bomblocation_07,,,,,,,,,,,,,,,,
813,14,bomblocation_08,,,,,,,,,,,,,,,,
814,15,bomblocation_09,,,,,,,,,,,,,,,,
815,16,bomblocation_10,,,,,,,,,,,,,,,,
816,17,bomblocation_11,,,,,,,,,,,,,,,,
817,18,bomblocation_12,,,,,,,,,,,,,,,,
818,19,bomblocation_13,,,,,,,,,,,,,,,,
819,20,bomblocation_14,,,,,,,,,,,,,,,,
820,21,electric_area_01,,,,,,,,,,,,,,,,
900,3,checkpoint_hive_01 checkpoint_hive_02 checkpoint_hive_04 checkpoint_hive_05,,,,,,,,,,,,,,,,
901,1,compound_hive_01 compound_hive_02 compound_hive_07 compound_hive_08,,,,,,,,,,,,,,,,
902,1,compound_hive_05 compound_hive_06,,,,,,,,,,,,,,,,
903,2,facility_hive_03 facility_hive_04 facility_hive_05,,,,,,,,,,,,,,,,
