a0,b1,c2,d3,e4,f5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,q16,r17,s18
36,2,Tier 10,0,,,,goon,2 2 2,brute,5 5 5,spitter,6 6 6,minion_nometeor,2 2 2,elite,3 3 3,,
37,2,37,5,,,,goon,2 2 2,brute,5 5 5,,,minion_nometeor,2 2 2,,,,
38,2,38,10,,,,goon,2 2 2,brute,5 5 5,spitter,6 6 6,minion_nometeor,2 2 2,,,,
39,2,39,15,,,,goon,2 2 2,brute,5 5 5,,,minion_nometeor,2 2 2,,,,
40,2,Tier 11,20,,,,,,brute,4 4 4,spitter,3 3 3,minion_nometeor,7 7 7,elite,3 3 3,,
41,2,41,25,,,,,,brute,4 4 4,,,minion_nometeor,7 7 7,,,,
42,2,42,30,,,,,,brute,4 4 4,spitter,3 3 3,minion_nometeor,7 7 7,,,,
43,2,43,35,,,,,,brute,4 4 4,,,minion_nometeor,7 7 7,,,,
44,2,Tier 12,40,,,,,,brute,4 4 4,spitter,11 11 11,,,elite,3 3 3,,
45,2,45,45,,,,,,brute,4 4 4,,,,,,,,
46,2,46,50,,,,,,brute,4 4 4,spitter,11 11 11,,,,,,
47,2,47,55,,,,,,brute,4 4 4,,,,,,,,
48,2,Tier 13,60,,,,,,brute,8 8 8,spitter,4 4 4,minion_nometeor,4 4 4,elite,2 2 2,,
49,2,49,65,,,,,,brute,8 8 8,,,minion_nometeor,4 4 4,,,,
50,2,50,70,,,,,,brute,8 8 8,spitter,4 4 4,minion_nometeor,4 4 4,,,,
51,2,51,75,,,,,,brute,8 8 8,,,minion_nometeor,4 4 4,,,,
52,2,Tier 14,80,,,,,,brute,8 8 8,spitter,8 8 8,,,elite,2 2 2,,
53,2,53,85,,,,,,brute,8 8 8,,,,,,,,
54,2,54,90,,,,,,brute,8 8 8,spitter,8 8 8,,,,,,
55,2,55,95,,,,,,brute,8 8 8,,,,,,,,
56,2,Tier 15,100,,,,,,,,spitter,8 8 8,minion_nometeor,8 8 8,elite,2 2 2,,
57,2,57,105,,,,,,,,,,minion_nometeor,8 8 8,,,,
58,2,58,110,,,,,,,,spitter,8 8 8,minion_nometeor,8 8 8,,,,
59,2,59,115,,,,,,,,,,minion_nometeor,8 8 8,,,,
60,2,Tier 16,120,,,,,,brute,8 8 8,,,minion_nometeor,8 8 8,elite,2 2 2,,
61,2,61,125,,,,,,brute,8 8 8,,,minion_nometeor,8 8 8,,,,
62,2,62,130,,,,,,brute,8 8 8,,,minion_nometeor,8 8 8,,,,
63,2,63,135,,,,,,brute,8 8 8,,,minion_nometeor,8 8 8,,,,
64,2,Tier 17,140,,,,,,brute,8 8 8,spitter,4 4 4,minion_nometeor,4 4 4,elite,2 2 2,,
65,2,65,145,,,,,,brute,8 8 8,,,minion_nometeor,4 4 4,,,,
66,2,66,150,,,,,,brute,8 8 8,spitter,4 4 4,minion_nometeor,4 4 4,elite,2 2 2,,
67,2,67,155,,,,,,brute,8 8 8,,,minion_nometeor,4 4 4,,,,
68,2,Tier 18,160,,,,,,brute,12 12 12,spitter,4 4 4,,,elite,2 2 2,,
69,2,69,165,,,,,,brute,12 12 12,,,,,,,,
70,2,70,170,,,,,,brute,12 12 12,spitter,4 4 4,,,elite,2 2 2,,
71,2,71,175,,,,,,brute,8 8 8,,,,,,,,
72,3,Tier 19,0,,,,,,,,,,minion_nometeor,16 16 16,elite,2 2 2,,
73,3,73,5,,,,,,,,,,minion_nometeor,16 16 16,,,,
74,3,74,10,,,,,,,,,,minion_nometeor,16 16 16,elite,2 2 2,,
75,3,75,15,,,,,,,,,,minion_nometeor,16 16 16,,,,
76,3,Tier 20,20,,,,,,,,spitter,16 16 16,,,elite,2 2 2,,
77,3,77,25,,,,,,,,spitter,16 16 16,,,,,,
78,3,78,30,,,,,,,,spitter,16 16 16,,,elite,2 2 2,,
79,3,79,35,,,,,,,,spitter,16 16 16,,,,,,
80,3,Tier 21,40,,,,,,brute,16 16 16,,,,,elite,2 2 2,,
81,3,81,45,,,,,,brute,16 16 16,,,,,,,,
82,3,82,50,,,,,,brute,16 16 16,,,,,elite,2 2 2,,
83,3,83,55,,,,,,brute,16 16 16,,,,,,,,
84,3,Tier 22,60,,,,,,brute,12 12 12,spitter,2 2 2,minion_nometeor,2 2 2,elite,2 2 2,,
85,3,85,65,,,,,,brute,12 12 12,spitter,2 2 2,minion_nometeor,2 2 2,,,,
86,3,86,70,,,,,,brute,12 12 12,spitter,2 2 2,minion_nometeor,2 2 2,elite,2 2 2,,
87,3,87,75,,,,,,brute,12 12 12,spitter,2 2 2,minion_nometeor,2 2 2,,,,
88,3,Tier 23,80,,,,,,brute,8 8 8,spitter,4 4 4,minion_nometeor,4 4 4,elite,2 2 2,,
89,3,89,85,,,,,,brute,8 8 8,spitter,4 4 4,minion_nometeor,4 4 4,elite,2 2 2,,
90,3,90,90,,,,,,brute,8 8 8,spitter,4 4 4,minion_nometeor,4 4 4,elite,2 2 2,,
91,3,91,95,,,,,,brute,8 8 8,spitter,4 4 4,minion_nometeor,4 4 4,elite,2 2 2,,
92,3,Tier 24,100,,,,,,brute,9 9 9,spitter,3 3 3,minion_nometeor,4 4 4,elite,2 2 2,,
93,3,93,105,,,,,,brute,9 9 9,spitter,3 3 3,minion_nometeor,4 4 4,elite,2 2 2,,
94,3,94,110,,,,,,brute,9 9 9,spitter,3 3 3,minion_nometeor,4 4 4,elite,2 2 2,,
95,3,95,115,,,,,,brute,9 9 9,spitter,3 3 3,minion_nometeor,4 4 4,elite,2 2 2,,
96,3,Tier 25,120,,,,,,brute,10 10 10,spitter,3 3 3,minion_nometeor,3 3 3,elite,2 2 2,,
97,3,97,125,,,,,,brute,10 10 10,spitter,3 3 3,minion_nometeor,3 3 3,elite,2 2 2,,
98,3,98,130,,,,,,brute,10 10 10,spitter,3 3 3,minion_nometeor,3 3 3,elite,2 2 2,,
99,3,99,135,,,,,,brute,10 10 10,spitter,3 3 3,minion_nometeor,3 3 3,elite,2 2 2,,
100,3,Tier 26,140,,,,,,brute,11 11 11,spitter,2 2 2,minion_nometeor,3 3 3,elite,2 2 2,,
101,3,101,145,,,,,,brute,11 11 11,spitter,2 2 2,minion_nometeor,3 3 3,elite,2 2 2,,
102,3,102,150,,,,,,brute,11 11 11,spitter,2 2 2,minion_nometeor,3 3 3,elite,2 2 2,,
103,3,103,155,,,,,,brute,11 11 11,spitter,2 2 2,minion_nometeor,3 3 3,elite,2 2 2,,
104,3,Tier 27,160,,,,,,brute,12 12 12,spitter,2 2 2,minion_nometeor,2 2 2,elite,2 2 2,,
105,3,105,165,,,,,,brute,12 12 12,spitter,2 2 2,minion_nometeor,2 2 2,elite,2 2 2,,
106,3,106,170,,,,,,brute,12 12 12,spitter,2 2 2,minion_nometeor,2 2 2,elite,2 2 2,,
107,3,107,175,,,,,,brute,12 12 12,spitter,2 2 2,minion_nometeor,2 2 2,elite,2 2 2,,
108,4,Tier 28,0,,,,,,brute,11 11 11,spitter,2 2 2,minion_nometeor,2 2 2,elite,3 3 3,,
109,4,109,5,,,,,,brute,11 11 11,spitter,2 2 2,minion_nometeor,2 2 2,elite,3 3 3,,
110,4,110,10,,,,,,brute,11 11 11,spitter,2 2 2,minion_nometeor,2 2 2,elite,3 3 3,,
111,4,111,15,,,,,,brute,11 11 11,spitter,2 2 2,minion_nometeor,2 2 2,elite,3 3 3,,
112,4,Tier 29,20,,,,,,brute,12 12 12,spitter,1 1 1,minion_nometeor,2 2 2,elite,3 3 3,,
113,4,113,25,,,,,,brute,12 12 12,spitter,1 1 1,minion_nometeor,2 2 2,elite,3 3 3,,
114,4,114,30,,,,,,brute,12 12 12,spitter,1 1 1,minion_nometeor,2 2 2,elite,3 3 3,,
115,4,115,35,,,,,,brute,12 12 12,spitter,1 1 1,minion_nometeor,2 2 2,elite,3 3 3,,
116,4,Tier 30,40,,,,,,brute,13 13 13,spitter,1 1 1,minion_nometeor,1 1 1,elite,3 3 3,,
117,4,117,45,,,,,,brute,13 13 13,spitter,1 1 1,minion_nometeor,1 1 1,elite,3 3 3,,
118,4,118,50,,,,,,brute,13 13 13,spitter,1 1 1,minion_nometeor,1 1 1,elite,3 3 3,,
119,4,119,55,18,5,,,,brute,13 13 13,spitter,1 1 1,minion_nometeor,1 1 1,elite,3 3 3,,
120,5,Tier 31,0,18,5,,,,brute,6 6 6,spitter,4 4 4,minion_nometeor,3 3 3,elite,5 5 5,,
121,5,121,180,18,5,,,,brute,6 6 6,spitter,4 4 4,minion_nometeor,3 3 3,elite,5 5 5,,
122,5,122,320,18,5,,,,brute,6 6 6,spitter,4 4 4,minion_nometeor,3 3 3,elite,5 5 5,,
123,5,123,600,18,5,,,,brute,6 6 6,spitter,4 4 4,minion_nometeor,3 3 3,elite,5 5 5,,
124,6,Tier 31,0,18,5,,,,brute,6 6 6,spitter,4 4 4,minion_nometeor,3 3 3,elite,5 5 5,,
125,6,121,180,18,5,,,,brute,6 6 6,spitter,4 4 4,minion_nometeor,3 3 3,elite,5 5 5,,
126,6,122,320,18,5,,,,brute,6 6 6,spitter,4 4 4,minion_nometeor,3 3 3,elite,5 5 5,,
127,6,123,600,18,5,,,,brute,6 6 6,spitter,4 4 4,minion_nometeor,3 3 3,elite,5 5 5,,
128,7,Debug,0,,,,goon,1 1,,,,,,,,,,
129,7,Debug,1,,,,brute,1 1,,,,,,,,,,
130,7,Debug,2,,,,minion,1 1,,,,,,,,,,
131,7,Debug,3,,,,spitter,1 1,,,,,,,,,,
132,7,Debug,4,,,,elite,1 1,,,,,,,,,,
133,7,Debug,5,,,,brute,10 10,,,,,,,,,,
2000,,,,,,,,,,,,,,,,,,
3000,,,,,,,,,,,,,,,,,,
400,Min Spawn Interval,1,,,,,,,,,,,,,,,,
401,Safe Spawn Distance,400,,,,,,,,,,,,,,,,
402,Spawn Point Last Used Duration,1,,,,,,,,,,,,,,,,
403,Break Away From Group Distance,750,,,,,,,,,,,,,,,,
404,Player In Zone Score Modifier,0.75,,,,,,,,,,,,,,,,
405,Current Attacker In Zone Score Modifier,0.25,,,,,,,,,,,,,,,,
406,Recently Used Spawn Point Zone Score Modifier,0.1,,,,,,,,,,,,,,,,
407,Max Break Away Zone Score Increase,2.5,,,,,,,,,,,,,,,,
408,Spawn Event Base Activation Time,0,,,,,,,,,,,,,,,,
409,Spawn Event Additional Time Per Alien,0.5,,,,,,,,,,,,,,,,
410,Spawn Event Max Delay Time,5,,,,,,,,,,,,,,,,
500,1,.5,.25,1,1,120,,,,,,,,,,,,
501,2,1,.5,1,1,120,,,,,,,,,,,,
502,3,1.5,.75,1,1,120,,,,,,,,,,,,
503,4,2,1,1,1,120,,,,,,,,,,,,
504,5,4,2,1,1,120,,,,,,,,,,,,
505,6,8,2,1,1,10000,,,,,,,,,,,,
506,7,1,1,1,1,-1,,,,,,,,,,,,
600,1,5000,1,,,,,,,,,,,,,,,
601,2,5000,1,,,,,,,,,,,,,,,
602,3,5000,1,,,,,,,,,,,,,,,
603,4,5000,1,,,,,,,,,,,,,,,
604,5,5000,1,,,,,,,,,,,,,,,
605,6,5000,1,,,,,,,,,,,,,,,
606,7,5000,1,,,,,,,,,,,,,,,
700,,,,,,,,,,,,,,,,,,
800,,,,,,,,,,,,,,,,,,
900,0,lodge_lung_1 lodge_lung_2 lodge_lung_4 lodge_lung_5 lodge_lung_6,,,,,,,,,,,,,,,,
901,0,city_lung_1 city_lung_2 city_lung_3 city_lung_4,,,,,,,,,,,,,,,,
902,2,lake_lung_3 lake_lung_4,,,,,,,,,,,,,,,,
903,0,lake_lung_1 lake_lung_2 lake_lung_6 crater_lung,,,,,,,,,,,,,,,,
1000,weapon_iw6_alieng28_mp,-3466,1054,862,0,0,0,,,,,,,,,,,,,,,
1001,weapon_iw6_alienmicrotar_mp,-4247,1620,832,0,0,0,,,,,,,,,,,,,,,
1002,weapon_iw6_alienpp19_mp,-2728,501,854,0,0,0,,,,,,,,,,,,,,,
1003,weapon_iw6_alienvepr_mp,-5334,-1513,560,0,0,0,,,,,,,,,,,,,,,
1004,weapon_iw6_aliencbjms_mp,-4163,383,862,0,0,0,,,,,,,,,,,,,,,
1005,weapon_iw6_alienfp6_mp,-2587,1120,630,0,0,0,,,,,,,,,,,,,,,
1006,weapon_iw6_alienm27_mp,-3786,2031,577,0,0,0,,,,,,,,,,,,,,,
1007,weapon_iw6_alienmts255_mp,-3302,66,766,0,0,0,,,,,,,,,,,,,,,
1008,weapon_iw6_alienvks_mp_alienvksscope,-5930,-1464,519,0,0,0,,,,,,,,,,,,,,,
1009,weapon_iw6_alienkac_mp,-1464,1272,797,0,0,0,,,,,,,,,,,,,,,
1010,weapon_iw6_alienmaul_mp,-1675,2493,612,0,0,0,,,,,,,,,,,,,,,
1011,weapon_iw6_alienl115a3_mp_alienl115a3vzscope,-5386,-764,563,0,0,0,,,,,,,,,,,,,,,
1012,weapon_iw6_alienak12_mp,-4946,38,712,0,0,0,,,,,,,,,,,,,,,
1013,weapon_iw6_aliensc2010_mp,-3007,1692,610,0,0,0,,,,,,,,,,,,,,,
1014,weapon_iw6_alienhoneybadger_mp,-2265,1964,611,0,0,0,,,,,,,,,,,,,,,
1015,weapon_iw6_alienbren_mp,-1688,847,617,0,0,0,,,,,,,,,,,,,,,
1016,weapon_iw6_alienimbel_mp,-1676,1615,606,0,0,0,,,,,,,,,,,,,,,
1017,weapon_iw6_alienkriss_mp,-3109,1048,684,0,0,0,,,,,,,,,,,,,,,
1018,weapon_iw6_alienpanzerfaust3_mp,-5720,-2113,557,0,0,0,,,,,,,,,,,,,,,
1019,weapon_iw6_alienpanzerfaust3_mp,-2168,584,773,0,0,0,,,,,,,,,,,,,,,
1020,weapon_iw6_alienrgm_mp,-2108,1722,794,0,0,0,,,,,,,,,,,,,,,
4000,-1987,2299,574,,,,,,,,,,,,,,,,,
4001,-1815,1936,756,,,,,,,,,,,,,,,,,
4002,-1429,1156,571,,,,,,,,,,,,,,,,,
4003,-2216,1415,574,,,,,,,,,,,,,,,,,
4004,-1935,1389,754,,,,,,,,,,,,,,,,,
4005,-2530,1850,571,,,,,,,,,,,,,,,,,
4006,-2748,1524,581,,,,,,,,,,,,,,,,,
4007,-2360,855,664,,,,,,,,,,,,,,,,,
4008,-2666,321,815,,,,,,,,,,,,,,,,,
4009,-2965,844,676,,,,,,,,,,,,,,,,,
4010,-2914,1272,616,,,,,,,,,,,,,,,,,
4011,-3103,1488,588,,,,,,,,,,,,,,,,,
4012,-3252,510,695,,,,,,,,,,,,,,,,,
4013,-3249,322,833,,,,,,,,,,,,,,,,,
4014,-3565,352,821,,,,,,,,,,,,,,,,,
4015,-3547,1416,717,,,,,,,,,,,,,,,,,
4016,-3774,1501,821,,,,,,,,,,,,,,,,,
4017,-4097,1746,793,,,,,,,,,,,,,,,,,
4018,-3450,1642,655,,,,,,,,,,,,,,,,,
4019,-3549,1995,567,,,,,,,,,,,,,,,,,
4020,-3652,20,725,,,,,,,,,,,,,,,,,
4021,-4508,144,734,,,,,,,,,,,,,,,,,
4022,-5125,-435,548,,,,,,,,,,,,,,,,,
4023,-5807,-317,540,,,,,,,,,,,,,,,,,
4024,-5620,-1526,510,,,,,,,,,,,,,,,,,
5000,15,2,specialist_skill-tank_skill bonus_score-trophy-flare-pet_leash,50 50,50-50 25-25-25-25,,,,,,,,,,,,,
5001,15,2,deployable_specialammo bonus_cash-trophy-flare-pet_leash,50 50,100 50-50,,,,,,,,,,,,,
5002,15,3,medic_skill-engineer_skill skill_upgrade bonus_score-trophy-flare-pet_leash grace_period,50 10000 50 10000,50-50 100 25-25-25-25 100,,,,,,,,,,,,,
5003,15,2,deployable_specialammo_in bonus_cash-combo_freeze-trophy-flare-pet_leash,50 50,100 20-20-20-20-20,,,,,,,,,,,,,
5004,15,2,specialist_skill-tank_skill bonus_score-trophy-flare-pet_leash,50 50,50-50 25-25-25-25,,,,,,,,,,,,,
5005,15,3,deployable_specialammo_explo skill_upgrade bonus_cash-trophy-flare-pet_leash grace_period,10000 10000 50 50,100 100 25-25-25-25 100,,,,,,,,,,,,,
5006,15,2,medic_skill-engineer_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,50-50 20-20-20-20-20,,,,,,,,,,,,,
5007,15,2,deployable_specialammo_ap bonus_cash-trophy-flare-pet_leash,50 50,100 25-25-25-25,,,,,,,,,,,,,
5008,15,3,specialist_skill-tank_skill skill_upgrade bonus_score-trophy-flare-pet_leash grace_period,50 10000 50 10000,50-50 100 25-25-25-25 100,,,,,,,,,,,,,
5009,15,1,bonus_cash-combo_freeze-trophy-flare-pet_leash,100,20-20-20-20-20,,,,,,,,,,,,,
5010,15,2,medic_skill-engineer_skill bonus_score-trophy-flare-pet_leash,50 50,50-50 25-25-25-25,,,,,,,,,,,,,
5011,15,3,skill_upgrade bonus_cash-trophy-flare-pet_leash grace_period,33 33 34,100 33-33-34 100,,,,,,,,,,,,,
5012,15,2,specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,50-50 20-20-20-20-20,,,,,,,,,,,,,
5013,15,1,bonus_cash-trophy-flare-pet_leash,100,25-25-25-25,,,,,,,,,,,,,
5014,15,3,medic_skill-engineer_skill bonus_score-trophy-flare-pet_leash grace_period,33 33 34,50-50 25-25-25-25 100,,,,,,,,,,,,,
5015,15,1,bonus_cash-combo_freeze-trophy-flare-pet_leash,100,25-25-25-25,,,,,,,,,,,,,
5016,15,2,specialist_skill-tank_skill bonus_score-trophy-flare-pet_leash,50 50,50-50 25-25-25-25,,,,,,,,,,,,,
5017,15,2,bonus_cash-trophy-flare-pet_leash grace_period,50 50,25-25-25-25 100,,,,,,,,,,,,,
5018,15,2,medic_skill-engineer_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,50-50 20-20-20-20-20,,,,,,,,,,,,,
5019,15,1,bonus_cash-trophy-flare-pet_leash,100,25-25-25-25,,,,,,,,,,,,,
5020,15,3,specialist_skill-tank_skill bonus_score-trophy-flare-pet_leash grace_period,33 33 34,50-50 25-25-25-25 100,,,,,,,,,,,,,
5021,15,1,bonus_cash-combo_freeze-trophy-flare-pet_leash,100,20-20-20-20-20,,,,,,,,,,,,,
5022,15,2,medic_skill-engineer_skill bonus_score-trophy-flare-pet_leash,50 50,50-50 25-25-25-25,,,,,,,,,,,,,
5023,15,2,bonus_cash-trophy-flare-pet_leash grace_period,50 50,25-25-25-25 100,,,,,,,,,,,,,
5024,15,2,specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,50-50 20-20-20-20-20,,,,,,,,,,,,,
5025,15,1,bonus_cash-trophy-flare-pet_leash,100,25-25-25-25,,,,,,,,,,,,,
5026,15,2,medic_skill-engineer_skill bonus_score-trophy-flare-pet_leash-grace_period,50 50,50-50 20-20-20-20-20,,,,,,,,,,,,,
5027,15,1,bonus_cash-combo_freeze-trophy-flare-pet_leash,100,25-25-25-25,,,,,,,,,,,,,
5028,15,2,specialist_skill-tank_skill bonus_score-trophy-flare-pet_leash,50 50,50-50 25-25-25-25,,,,,,,,,,,,,
5029,15,1,bonus_cash-trophy-flare-pet_leash-grace_period,100,20-20-20-20-20,,,,,,,,,,,,,
5030,15,2,medic_skill-engineer_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,50-50 20-20-20-20-20,,,,,,,,,,,,,
5031,15,1,bonus_cash-trophy-flare-pet_leash,100,25-25-25-25,,,,,,,,,,,,,
5032,15,2,specialist_skill-tank_skill bonus_score-trophy-flare-pet_leash-grace_period,50 50,50-50 20-20-20-20-20,,,,,,,,,,,,,
5033,15,1,bonus_cash-combo_freeze-trophy-flare-pet_leash,100,20-20-20-20-20,,,,,,,,,,,,,
5034,15,2,medic_skill-engineer_skill bonus_score-trophy-flare-pet_leash,50 50,50-50 25-25-25-25,,,,,,,,,,,,,
5035,15,1,bonus_cash-trophy-flare-pet_leash-grace_period,100,20-20-20-20-20,,,,,,,,,,,,,
5036,15,2,specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,50-50 20-20-20-20-20,,,,,,,,,,,,,
5037,15,1,bonus_cash-trophy-flare-pet_leash,100,25-25-25-25,,,,,,,,,,,,,
5038,15,2,medic_skill-engineer_skill bonus_score-trophy-flare-pet_leash-grace_period,50 50,50-50 20-20-20-20-20,,,,,,,,,,,,,
5039,15,1,bonus_cash-combo_freeze-trophy-flare-pet_leash,100,25-25-25-25,,,,,,,,,,,,,
5040,30,2,medic_skill-engineer_skill-specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,25-25-25-25 20-20-20-20-20,,,,,,,,,,,,,
5041,30,2,medic_skill-engineer_skill-specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,25-25-25-25 20-20-20-20-20,,,,,,,,,,,,,
5042,30,2,medic_skill-engineer_skill-specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,25-25-25-25 20-20-20-20-20,,,,,,,,,,,,,
5043,30,2,medic_skill-engineer_skill-specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,25-25-25-25 20-20-20-20-20,,,,,,,,,,,,,
5044,30,2,medic_skill-engineer_skill-specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,25-25-25-25 20-20-20-20-20,,,,,,,,,,,,,
5045,30,2,medic_skill-engineer_skill-specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,25-25-25-25 20-20-20-20-20,,,,,,,,,,,,,
5046,30,2,medic_skill-engineer_skill-specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,25-25-25-25 20-20-20-20-20,,,,,,,,,,,,,
5047,30,2,medic_skill-engineer_skill-specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,25-25-25-25 20-20-20-20-20,,,,,,,,,,,,,
5048,30,2,medic_skill-engineer_skill-specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,25-25-25-25 20-20-20-20-20,,,,,,,,,,,,,
5049,30,2,medic_skill-engineer_skill-specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,25-25-25-25 20-20-20-20-20,,,,,,,,,,,,,
5050,30,2,medic_skill-engineer_skill-specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,25-25-25-25 20-20-20-20-20,,,,,,,,,,,,,
5051,30,2,medic_skill-engineer_skill-specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,25-25-25-25 20-20-20-20-20,,,,,,,,,,,,,
5052,30,2,medic_skill-engineer_skill-specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,25-25-25-25 20-20-20-20-20,,,,,,,,,,,,,
5053,30,2,medic_skill-engineer_skill-specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,25-25-25-25 20-20-20-20-20,,,,,,,,,,,,,
5054,30,2,medic_skill-engineer_skill-specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,25-25-25-25 20-20-20-20-20,,,,,,,,,,,,,
5055,30,2,medic_skill-engineer_skill-specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,25-25-25-25 20-20-20-20-20,,,,,,,,,,,,,
5056,30,2,medic_skill-engineer_skill-specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,25-25-25-25 20-20-20-20-20,,,,,,,,,,,,,
5057,30,2,medic_skill-engineer_skill-specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,25-25-25-25 20-20-20-20-20,,,,,,,,,,,,,
5058,30,2,medic_skill-engineer_skill-specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,25-25-25-25 20-20-20-20-20,,,,,,,,,,,,,
5059,30,2,medic_skill-engineer_skill-specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,25-25-25-25 20-20-20-20-20,,,,,,,,,,,,,
