a0,b1,c2,d3,e4,f5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,q16,r17,s18
151,12,10,75,,,,,,,,,,minion,4 4,,,,
152,12,11,80,18,5,,goon,5 5,brute,4 4,spitter,2 2,,,,,,
153,12,12,90,,,,,,,,,,minion,4 4,,,,
154,12,13,96,18,5,,goon,5 5,brute,4 4,spitter,2 2,,,,,,
155,12,14,105,,,,,,,,,,minion,4 4,,,,
156,12,15,108,18,5,,goon,5 5,brute,5 5,spitter,3 3,,,,,,
157,12,16,120,,,,goon,5 5,brute,5 5,spitter,2 2,minion,4 4,,,,
158,12,17,128,18,5,,goon,5 5,brute,5 5,spitter,2 2,,,,,,
159,12,18,135,,,,,,,,,,minion,4 4,,,,
160,12,19,136,18,5,,goon,5 5,brute,5 5,spitter,2 2,,,,,,
161,12,20,150,,,,,,,,,,minion,4 4,,,,
162,12,21,152,18,5,,goon,5 5,brute,5 5,spitter,2 2,,,,,,
163,12,22,165,,,,,,,,,,minion,4 4,,,,
164,12,23,168,18,5,,goon,5 5,brute,5 5,spitter,2 2,,,,,,
165,12,Cabin 3 (180),180,18,5,,goon,5 5,brute,5 5,spitter,2 2,,,,,,
166,12,Cabin 3 (x1),210,18,5,,goon,4 4 4,brute,8 8 8,spitter,4 4 4,,,elite,2 2 2,,
167,12,Cabin 3 (x2),240,18,2,,goon,2 2 2,brute,8 8 8,spitter,4 4 4,,,elite,2 2 4,,
168,12,Cabin 3 (x3),270,18,1,,,,brute,8 8 8,spitter,4 4 4,,,elite,4 4 6,,
169,13,Cabin 4 (0),0,18,4,,goon,5 5 6,brute,3 3 5,spitter,2 2 3,,,,,,
170,13,1,15,,,,,,,,,,minion,4 4 4,,,,
171,13,2,16,18,4,,goon,5 5,brute,3 3,,,,,,,,
172,13,3,30,,,,,,,,,,minion,4 4,,,,
173,13,4,32,18,4,,goon,5 5,brute,3 3,spitter,2 2,,,,,,
174,13,5,40,18,4,,goon,5 5,brute,3 3,spitter,2 2,,,,,,
175,13,6,45,,,,,,,,,,minion,4 4,,,,
176,13,7,48,18,4,,goon,5 5,brute,3 3,spitter,2 2,,,,,,
177,13,8,60,,,,,,,,,,minion,4 4,,,,
178,13,9,64,18,4,,goon,5 5,brute,3 3,spitter,2 2,,,,,,
179,13,10,75,,,,,,,,,,minion,4 4,,,,
180,13,11,80,18,4,,goon,5 5,brute,4 4,spitter,2 2,,,,,,
181,13,12,90,,,,,,,,,,minion,4 4,,,,
182,13,13,96,18,4,,goon,5 5,brute,4 4,spitter,2 2,,,,,,
183,13,14,105,,,,,,,,,,minion,4 4,,,,
184,13,15,108,18,4,,goon,5 5,brute,5 5,spitter,3 3,,,,,,
185,13,Cabin 4 (120),120,,,,goon,5 5,brute,5 5,spitter,2 2,minion,4 4,,,,
186,13,Cabin 4 (x1),150,18,5,,goon,4 4 4,brute,8 8 8,spitter,4 4 4,,,elite,2 2 2,,
187,13,Cabin 4 (x2),180,18,2,,goon,2 2 2,brute,8 8 8,spitter,4 4 4,,,elite,2 2 4,,
188,13,Cabin 4 (x3),210,18,1,,,,brute,8 8 8,spitter,4 4 4,,,elite,4 4 6,,
189,14,Cabin 5 (0),0,18,3,,goon,5 5 6,brute,3 3 5,spitter,2 2 3,,,,,,
190,14,1,15,,,,,,,,,,minion,4 4 4,,,,
191,14,2,16,18,3,,goon,5 5,brute,3 3,,,,,,,,
192,14,3,30,,,,,,,,,,minion,4 4,,,,
193,14,4,32,18,3,,goon,5 5,brute,3 3,spitter,2 2,,,,,,
194,14,5,40,18,3,,goon,5 5,brute,3 3,spitter,2 2,,,,,,
195,14,6,45,,,,,,,,,,minion,4 4,,,,
196,14,7,48,18,3,,goon,5 5,brute,3 3,spitter,2 2,,,,,,
197,14,8,60,,,,,,,,,,minion,4 4,,,,
198,14,9,64,18,3,,goon,5 5,brute,3 3,spitter,2 2,,,,,,
199,14,10,75,,,,,,,,,,minion,4 4,,,,
200,14,11,80,18,3,,goon,5 5,brute,4 4,spitter,2 2,,,,,,
201,14,12,90,,,,,,,,,,minion,4 4,,,,
202,14,13,96,18,3,,goon,5 5,brute,4 4,spitter,2 2,,,,,,
203,14,14,105,,,,,,,,,,minion,4 4,,,,
204,14,15,108,18,3,,goon,5 5,brute,5 5,spitter,3 3,,,,,,
205,14,16,120,,,,goon,5 5,brute,5 5,spitter,2 2,minion,4 4,,,,
206,14,17,128,18,3,,goon,5 5,brute,5 5,spitter,2 2,,,,,,
207,14,18,135,,,,,,,,,,minion,4 4,,,,
208,14,19,136,18,3,,goon,5 5,brute,5 5,spitter,2 2,,,,,,
209,14,20,150,,,,,,,,,,minion,4 4,,,,
210,14,21,152,18,3,,goon,5 5,brute,5 5,spitter,2 2,,,,,,
211,14,22,165,,,,,,,,,,minion,4 4,,,,
212,14,23,168,18,2,,goon,5 5,brute,5 5,spitter,2 2,,,,,,
213,14,24,180,,,,,,,,,,minion,4 4,,,,
214,14,25,184,18,2,,goon,5 5,brute,5 5,spitter,2 2,,,,,,
215,14,26,195,,,,,,,,,,minion,4 4,,,,
216,14,27,200,18,2,,goon,5 5,brute,5 5,spitter,2 2,,,,,,
217,14,28,210,,,,,,,,,,minion,4 4,,,,
218,14,29,216,18,2,,goon,5 5,brute,5 5,spitter,2 2,,,,,,
219,14,30,225,,,,,,,,,,minion,4 4,,,,
220,14,31,228,18,2,,goon,5 5,brute,5 5,spitter,2 2,,,,,,
221,14,32,240,,,,goon,5 5,brute,5 5,spitter,2 2,minion,4 4,,,,
222,14,33,244,18,2,,goon,5 5,brute,5 5,spitter,2 2,,,,,,
223,14,34,255,,,,,,,,,,minion,4 4,,,,
224,14,35,260,18,2,,goon,5 5,brute,5 5,spitter,2 2,,,,,,
225,14,36,270,,,,,,,,,,minion,4 4,,,,
226,14,37,272,18,2,,goon,5 5,brute,5 5,spitter,2 2,,,,,,
227,14,38,285,,,,,,,,,,minion,4 4,,,,
228,14,Cabin 5 (300),288,18,2,,goon,5 5,brute,5 5,spitter,2 2,,,,,,
229,14,Cabin 5 (x1),330,18,5,,goon,4 4 4,brute,8 8 8,spitter,4 4 4,,,elite,2 2 2,,
230,14,Cabin 5 (x2),360,18,2,,goon,2 2 2,brute,8 8 8,spitter,4 4 4,,,elite,2 2 4,,
231,14,Cabin 5 (x3),390,18,1,,,,brute,8 8 8,spitter,4 4 4,,,elite,4 4 6,,
232,15,Escape 1 (0),0,18,5,,brute,2 2 3,spitter,2 2 3,,,,,,,,
233,15,Escape 2 (60),60,18,5,,brute,2 2 4,spitter,2 2,,,,,,,,
234,15,Escape 3 (120),120,18,5,,brute,2 2,spitter,2 2 4,,,,,,,,
235,15,Escape 4 (180),180,18,2,,brute,2 2,spitter,2 2,,,,,,,,
236,15,Escape 5 (240),240,18,1,,brute,2 2,spitter,2 2,,,,,,,,
237,16,Debug,0,,,,goon,1 1,,,,,,,,,,
238,16,Debug,1,,,,brute,1 1,,,,,,,,,,
239,16,Debug,2,,,,minion,1 1,,,,,,,,,,
240,16,Debug,3,,,,spitter,1 1,,,,,,,,,,
241,16,Debug,4,,,,elite,1 1,,,,,,,,,,
242,16,Debug,5,,,,brute,10 10,,,,,,,,,,
2000,10,reached_layer_1,1,15,,,,,,,,,,,,,,
2001,11,reached_layer_1,1,15,,,,,,,,,,,,,,
2002,12,reached_layer_1,1,15,,,,,,,,,,,,,,
2003,13,reached_layer_1,1,15,,,,,,,,,,,,,,
2004,14,reached_layer_1,1,15,,,,,,,,,,,,,,
2005,15,chaos_event_1,100,20,,,,,,,,,,,,,,
2006,15,chaos_event_2,101,20,,,,,,,,,,,,,,
2007,15,chaos_event_3,100,20,,,,,,,,,,,,,,
2008,15,chaos_event_4,101,20,,,,,,,,,,,,,,
2009,15,chaos_event_5,100,20,,,,,,,,,,,,,,
3000,1,no,0,elite,1 1 0,,,,,,,,,,,,,
3001,100,no,0,minion,3 3 6,,,,,,,,,,,,,
3002,101,no,0,spitter,4 4 6,elite,2 2 0,,,,,,,,,,,
3003,102,no,0,spitter,3 3,elite,1 1,goon,12 12,,,,,,,,,
3004,103,no,0,spitter,3 3,elite,1 1,,,,,,,,,,,
3005,104,no,0,spitter,3 3,elite,1 1,goon,12 12,,,,,,,,,
400,Min Spawn Interval,1,,,,,,,,,,,,,,,,
401,Safe Spawn Distance,400,,,,,,,,,,,,,,,,
402,Spawn Point Last Used Duration,2,,,,,,,,,,,,,,,,
403,Break Away From Group Distance,750,,,,,,,,,,,,,,,,
404,Player In Zone Score Modifier,0.75,,,,,,,,,,,,,,,,
405,Current Attacker In Zone Score Modifier,0.25,,,,,,,,,,,,,,,,
406,Recently Used Spawn Point Zone Score Modifier,0.1,,,,,,,,,,,,,,,,
407,Max Break Away Zone Score Increase,2.5,,,,,,,,,,,,,,,,
408,Spawn Event Base Activation Time,0,,,,,,,,,,,,,,,,
409,Spawn Event Additional Time Per Alien,0.5,,,,,,,,,,,,,,,,
410,Spawn Event Max Delay Time,5,,,,,,,,,,,,,,,,
500,1,1,1,1,0.1,,,,,,,,,,,,,
501,2,1,1,1,1,,,,,,,,,,,,,
502,3,1,1,1,1,,,,,,,,,,,,,
503,4,1,1,1,1,,,,,,,,,,,,,
504,5,1,1,1,1,,,,,,,,,,,,,
505,6,1,1,1,1.5,,,,,,,,,,,,,
506,7,1,1,1,1.5,,,,,,,,,,,,,
507,8,1,1,1,1.5,,,,,,,,,,,,,
508,9,1,1,1,1.5,,,,,,,,,,,,,
509,10,1,1,1,2,,,,,,,,,,,,,
510,11,1,1,1,2,,,,,,,,,,,,,
511,12,1,1,1,2,,,,,,,,,,,,,
512,13,1,1,1,2,,,,,,,,,,,,,
513,14,1,1,1,2,,,,,,,,,,,,,
514,15,1,1,1,2,,,,,,,,,,,,,
600,1,30,10000,,,,,,,,,,,,,,,
601,2,120,20,,,,,,,,,,,,,,,
602,3,120,20,,,,,,,,,,,,,,,
603,4,120,20,,,,,,,,,,,,,,,
604,5,180,10000,,,,,,,,,,,,,,,
605,6,180,10000,,,,,,,,,,,,,,,
606,7,180,20,,,,,,,,,,,,,,,
607,8,180,20,,,,,,,,,,,,,,,
608,9,240,10000,,,,,,,,,,,,,,,
609,10,60 120,10000,,,,,,,,,,,,,,,
610,11,60 120,20,,,,,,,,,,,,,,,
611,12,45 180,20,,,,,,,,,,,,,,,
612,13,60 120,20,,,,,,,,,,,,,,,
613,14,150 300,20,,,,,,,,,,,,,,,
614,15,30 60 90 120 150 180 210 240 270 300,10000,,,,,,,,,,,,,,,
615,16,60 100 120,10000,,,,,,,,,,,,,,,
700,mini_lung,0,lodge_lane_t,,,,,,,,,,,,,,,
701,lodge_lung_1,0 20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400,random_sequence lodge_lane_a lodge_lane_b lodge_lane_c,,,,,,,,,,,,,,,
702,lodge_lung_2,0 20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400,random_sequence lodge_lane_c lodge_lane_d,,,,,,,,,,,,,,,
703,lodge_lung_3,0 20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400,lodge_lane_c lane_blocker lodge_lane_a lodge_lane_b,,,,,,,,,,,,,,,
704,lodge_lung_4,0 20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400,random_sequence lodge_lane_a lodge_lane_c,,,,,,,,,,,,,,,
705,lodge_lung_5,0 20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400,random_sequence lodge_lane_a lodge_lane_b lodge_lane_c,,,,,,,,,,,,,,,
706,lodge_lung_6,0 20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400,random_sequence lodge_lane_a lodge_lane_c,,,,,,,,,,,,,,,
707,city_lung_1,0 20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400,random_sequence city_lane_a city_lane_b city_lane_c,,,,,,,,,,,,,,,
708,city_lung_2,0 20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400,random_sequence city_lane_a city_lane_b city_lane_c,,,,,,,,,,,,,,,
709,city_lung_3,0 20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400,random_sequence city_lane_a city_lane_b city_lane_d,,,,,,,,,,,,,,,
710,city_lung_4,0 20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400,random_sequence city_lane_a city_lane_b city_lane_c,,,,,,,,,,,,,,,
711,city_lung_5,0 20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400,random_sequence city_lane_a city_lane_c city_lane_d,,,,,,,,,,,,,,,
712,lake_lung_1,0 20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400,random_sequence cabin_lane_c cabin_lane_d,,,,,,,,,,,,,,,
713,lake_lung_2,0 20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400,random_sequence cabin_lane_c cabin_lane_d cabin_lane_e,,,,,,,,,,,,,,,
714,lake_lung_3,0 20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400,random_sequence cabin_lane_b cabin_lane_c cabin_lane_d cabin_lane_e,,,,,,,,,,,,,,,
715,lake_lung_4,0 20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400,random_sequence cabin_lane_a cabin_lane_b cabin_lane_c cabin_lane_d cabin_lane_e,,,,,,,,,,,,,,,
716,lake_lung_5,0 20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400,random_sequence cabin_lane_b cabin_lane_c cabin_lane_e,,,,,,,,,,,,,,,
717,lake_lung_6,0 20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400,random_sequence cabin_lane_a cabin_lane_d cabin_lane_e,,,,,,,,,,,,,,,
718,,,,,,,,,,,,,,,,,,
719,,,,,,,,,,,,,,,,,,
720,,,,,,,,,,,,,,,,,,
721,,,,,,,,,,,,,,,,,,
722,,,,,,,,,,,,,,,,,,
723,,,,,,,,,,,,,,,,,,
724,,,,,,,,,,,,,,,,,,
725,,,,,,,,,,,,,,,,,,
726,,,,,,,,,,,,,,,,,,
727,,,,,,,,,,,,,,,,,,
728,,,,,,,,,,,,,,,,,,
729,,,,,,,,,,,,,,,,,,
730,,,,,,,,,,,,,,,,,,
731,,,,,,,,,,,,,,,,,,
732,,,,,,,,,,,,,,,,,,
733,,,,,,,,,,,,,,,,,,
734,,,,,,,,,,,,,,,,,,
735,,,,,,,,,,,,,,,,,,
736,,,,,,,,,,,,,,,,,,
737,,,,,,,,,,,,,,,,,,
738,,,,,,,,,,,,,,,,,,
739,,,,,,,,,,,,,,,,,,
740,,,,,,,,,,,,,,,,,,
741,,,,,,,,,,,,,,,,,,
742,,,,,,,,,,,,,,,,,,
743,,,,,,,,,,,,,,,,,,
744,,,,,,,,,,,,,,,,,,
800,1,mini_lung,,,,,,,,,,,,,,,,
801,2,lodge_lung_1,,,,,,,,,,,,,,,,
802,3,lodge_lung_4,,,,,,,,,,,,,,,,
