a0,b1,c2,d3,e4,f5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,q16,r17,s18
70,9,2,20,,,F,goon,5 5,,,,,,,,,,
71,9,3,30,,,D,goon,5 5,,,,,,,,,,
72,9,4,40,,,D,goon,5 5,,,,,,,,,,
73,9,5,50,,,D,goon,5 5,,,,,,,,,,
74,9,6,60,,,E,goon,5 5,,,,,,,,,,
75,9,7,70,,,E,goon,5 5,,,,,,,,,,
76,9,8,80,,,D,goon,5 5,,,,,,,,,,
77,9,9,90,5,3,D,goon,5 5,,,,,,,,,,
78,10,0,0,,,E,goon,5 5,,,,,,,,,,
79,10,1,9,,,E,goon,5 5,,,,,,,,,,
80,10,2,18,,,E,goon,4 4,brute,1 1,,,,,,,,
81,10,3,27,,,F,goon,5 5,,,,,,,,,,
82,10,4,36,,,F,goon,5 5,spitter,2 2,,,,,,,,
83,10,5,47,,,F,goon,5 5,,,,,,,,,,
84,10,6,55,,,D,goon,4 4,brute,2 2,,,,,,,,
85,10,7,63,,,D,goon,5 5,,,,,,,,,,
86,10,8,72,,,D,goon,3 3,brute,2 2,,,,,,,,
87,10,9,81,5,3,D,goon,5 5,,,,,,,,,,
88,11,0,0,,,D,goon,5 5,,,,,,,,,,
89,11,1,8,,,D,goon,3 3,brute,2 2,,,,,,,,
90,11,2,16,,,D,goon,5 5,,,,,,,,,,
91,11,3,24,,,E,goon,5 5,,,,,,,,,,
92,11,4,32,,,E,goon,5 5,spitter,2 2,,,,,,,,
93,11,5,40,,,F,goon,5 5,,,,,,,,,,
94,11,6,48,,,F,goon,5 5,,,,,,,,,,
95,11,7,56,,,F,goon,4 4,brute,2 2,,,,,,,,
96,11,8,64,,,D,goon,5 5,,,,,,,,,,
97,11,9,72,6,8,D,goon,4 4,brute,1 1,,,,,,,,
98,12,0,0,,,D,goon,5 5,,,,,,,,,,
99,12,1,8,,,D,goon,3 3,brute,2 2,,,,,,,,
100,12,2,16,,,D,goon,5 5,,,,,,,,,,
101,12,3,24,,,E,goon,5 5,,,,,,,,,,
102,12,4,32,,,E,goon,5 5,spitter,2 2,,,,,,,,
103,12,5,40,,,F,goon,5 5,,,,,,,,,,
104,12,6,48,,,F,goon,5 5,,,,,,,,,,
105,12,7,56,,,F,goon,4 4,brute,2 2,,,,,,,,
106,12,8,64,,,D,goon,5 5,,,,,,,,,,
107,12,9,72,6,8,D,goon,4 4,brute,1 1,,,,,,,,
108,13,0,0,,,G,brute,3 3,,,,,,,,,,
109,13,1,8,,,G,brute,3 3,,,,,,,,,,
110,13,2,16,,,G,brute,3 3,,,,,,,,,,
111,13,3,24,,,H,brute,3 3,,,,,,,,,,
112,13,4,32,,,H,brute,3 3,spitter,2 2,,,,,,,,
113,13,5,40,,,H,brute,3 3,,,,,,,,,,
114,13,6,48,,,I,brute,3 3,,,,,,,,,,
115,13,7,56,,,I,brute,3 3,,,,,,,,,,
116,13,8,64,,,I,brute,3 3,,,,,,,,,,
117,13,9,72,7,3,G,brute,3 3,,,,,,,,,,
118,14,0,0,,,G,brute,3 3,,,,,,,,,,
119,14,1,8,,,G,brute,3 3,,,,,,,,,,
120,14,2,16,,,G,brute,3 3,,,,,,,,,,
121,14,3,24,,,H,brute,3 3,,,,,,,,,,
122,14,4,32,,,H,brute,3 3,spitter,2 2,,,,,,,,
123,14,5,40,,,H,brute,3 3,,,,,,,,,,
124,14,6,48,,,I,brute,3 3,,,,,,,,,,
125,14,7,56,,,I,brute,3 3,,,,,,,,,,
126,14,8,64,,,I,brute,3 3,,,,,,,,,,
127,14,9,72,7,3,G,brute,3 3,,,,,,,,,,
128,15,0,0,,,I,brute,3 3,,,,,,,,,,
129,15,1,8,,,I,brute,3 3,,,,,,,,,,
130,15,2,16,,,I,minion,4 4,,,,,,,,,,
131,15,3,24,,,I,brute,3 3,,,,,,,,,,
132,15,4,34,,,I,spitter,4 4,minion,4 4,,,,,,,,
133,15,5,41,,,H,brute,3 3,,,,,,,,,,
134,15,6,48,,,H,brute,3 3,,,,,,,,,,
135,15,7,56,,,H,brute,3 3,,,,,,,,,,
136,15,8,64,,,H,brute,3 3,,,,,,,,,,
137,15,9,72,8,3,H,brute,3 3,,,,,,,,,,
138,16,0,0,,,I,brute,3 3,,,,,,,,,,
139,16,1,8,,,I,brute,3 3,,,,,,,,,,
140,16,2,16,,,I,minion,4 4,,,,,,,,,,
141,16,3,24,,,I,brute,3 3,,,,,,,,,,
142,16,4,34,,,I,spitter,4 4,minion,4 4,,,,,,,,
143,16,5,41,,,H,brute,3 3,,,,,,,,,,
144,16,6,48,,,H,brute,3 3,,,,,,,,,,
145,16,7,56,,,H,brute,3 3,,,,,,,,,,
146,16,8,64,,,H,brute,3 3,,,,,,,,,,
147,16,9,72,8,3,H,brute,3 3,,,,,,,,,,
148,17,0,0,,,G,brute,3 3,,,,,,,,,,
149,17,1,7,,,G,brute,3 3,,,,,,,,,,
150,17,2,14,,,G,brute,3 3,,,,,,,,,,
151,17,3,21,,,G,brute,3 3,,,,,,,,,,
152,17,4,28,,,G,minion,6 6,,,,,,,,,,
153,17,5,42,,,I,brute,3 3,,,,,,,,,,
154,17,6,49,,,I,brute,3 3,,,,,,,,,,
155,17,7,56,,,I,spitter,5 5,minion,4 4,,,,,,,,
156,17,8,63,,,I,brute,3 3,,,,,,,,,,
157,17,9,70,8,3,I,brute,3 3,,,,,,,,,,
158,18,0,0,,,G,brute,3 3,,,,,,,,,,
159,18,1,9,,,G,brute,3 3,,,,,,,,,,
160,18,2,18,,,H,spitter,5 5,,,,,,,,,,
161,18,3,27,,,H,brute,3 3,,,,,,,,,,
162,18,4,36,,,I,brute,3 3,,,,,,,,,,
163,18,5,45,8,3,I,brute,3 3,,,,,,,,,,
164,19,0,0,,,,brute,4 4,,,,,,,,,,
165,19,1,9,,,,brute,4 4,,,,,,,,,,
166,19,2,18,,,,brute,4 4,,,,,,,,,,
167,19,3,27,,,,brute,4 4,,,,,,,,,,
168,19,4,36,,,,brute,4 4,,,,,,,,,,
169,19,5,45,8,3,,brute,4 4,,,,,,,,,,
170,20,0,0,,,,brute,8 8,,,,,,,,,,
171,20,1,25,,,,brute,8 8,,,,,,,,,,
172,20,2,50,,,,brute,8 8,,,,,,,,,,
173,20,3,75,,,,brute,8 8,,,,,,,,,,
174,20,4,96,12,1,,brute,8 8,,,,,,,,,,
175,21,Debug,0,,,,goon,1 1,,,,,,,,,,
176,21,Debug,1,,,,brute,1 1,,,,,,,,,,
177,21,Debug,2,,,,minion,1 1,,,,,,,,,,
178,21,Debug,3,,,,spitter,1 1,,,,,,,,,,
179,21,Debug,4,,,,elite,1 1,,,,,,,,,,
180,21,Debug,5,,,,brute,10 10,,,,,,,,,,
200,2,reached_layer_1,1,30,,,,,,,,,,,,,,
201,3,reached_layer_1,1,30,,,,,,,,,,,,,,
202,4,reached_layer_1,1,30,,,,,,,,,,,,,,
203,5,reached_layer_1,2,30,,,,,,,,,,,,,,
204,6,reached_layer_1,2,30,,,,,,,,,,,,,,
205,7,reached_layer_1,1,30,,,,,,,,,,,,,,
206,7,reached_layer_2,2,30,,,,,,,,,,,,,,
207,8,reached_layer_1,12,30,,,,,,,,,,,,,,
208,8,reached_layer_2,2,30,,,,,,,,,,,,,,
209,9,reached_layer_1,12,30,,,,,,,,,,,,,,
210,9,reached_layer_2,2,30,,,,,,,,,,,,,,
211,10,reached_layer_1,2,30,,,,,,,,,,,,,,
212,10,reached_layer_2,3,30,,,,,,,,,,,,,,
213,11,reached_layer_1,12,30,,,,,,,,,,,,,,
214,11,reached_layer_2,5,30,,,,,,,,,,,,,,
215,11,reached_layer_3,4,40,,,,,,,,,,,,,,
216,12,reached_layer_1,12,30,,,,,,,,,,,,,,
217,12,reached_layer_2,5,30,,,,,,,,,,,,,,
218,12,reached_layer_3,4,40,,,,,,,,,,,,,,
219,13,reached_layer_1,6,45,,,,,,,,,,,,,,
220,14,reached_layer_1,6,45,,,,,,,,,,,,,,
221,15,reached_layer_1,8,45,,,,,,,,,,,,,,
222,16,reached_layer_1,8,45,,,,,,,,,,,,,,
223,17,reached_layer_1,7,45,,,,,,,,,,,,,,
224,18,reached_layer_1,9,60,,,,,,,,,,,,,,
225,19,reached_layer_1,11,45,,,,,,,,,,,,,,
226,19,reached_layer_2,9,45,,,,,,,,,,,,,,
227,19,reached_layer_3,6,45,,,,,,,,,,,,,,
228,19,reached_layer_4,9,45,,,,,,,,,,,,,,
229,20,chaos_event_1,100,20,,,,,,,,,,,,,,
230,20,chaos_event_2,101,20,,,,,,,,,,,,,,
231,20,chaos_event_3,102,20,,,,,,,,,,,,,,
232,20,chaos_event_4,103,20,,,,,,,,,,,,,,
233,20,chaos_event_5,104,20,,,,,,,,,,,,,,
300,1,yes,0,goon,3 3,,,,,,,,,,,,,
301,1,no,0,spitter,1 2,,,,,,,,,,,,,
302,1,no,2,spitter,1 2,,,,,,,,,,,,,
303,2,no,0,spitter,2 3,,,,,,,,,,,,,
304,3,yes,0,brute,5 5,,,,,,,,,,,,,
305,3,no,2,minion,4 4,,,,,,,,,,,,,
306,4,no,0,minion,6 6,,,,,,,,,,,,,
307,4,no,8,minion,4 4,,,,,,,,,,,,,
308,5,no,0,spitter,2 2,minion,4 4,,,,,,,,,,,
309,6,yes,0,brute,5 5,,,,,,,,,,,,,
310,6,no,2,elite,1 1,,,,,,,,,,,,,
311,7,no,0,elite,1 1,,,,,,,,,,,,,
312,8,no,0,spitter,3 3,,,,,,,,,,,,,
313,8,no,5,spitter,2 2,elite,1 1,,,,,,,,,,,
314,9,no,0,spitter,2 2,minion,4 4,elite,1 1,,,,,,,,,
315,10,no,0,elite,1 1,,,,,,,,,,,,,
316,11,no,0,minion,7 7,,,,,,,,,,,,,
317,11,no,8,minion,7 7,elite,1 1,,,,,,,,,,,
318,12,yes,0,goon,2 2,,,,,,,,,,,,,
319,12,no,0,brute,3 3,,,,,,,,,,,,,
320,13,no,0,brute,5 5,,,,,,,,,,,,,
321,100,no,0,spitter,2 2,elite,1 1,goon,6 6,,,,,,,,,
322,101,no,0,spitter,2 2,elite,1 1,minion,6 6,,,,,,,,,
323,102,no,0,spitter,2 2,elite,1 1,goon,6 6,,,,,,,,,
324,103,no,0,spitter,2 2,elite,1 1,minion,6 6,,,,,,,,,
325,104,no,0,spitter,2 2,elite,1 1,goon,6 6,,,,,,,,,
400,Min Spawn Interval,1,,,,,,,,,,,,,,,,
401,Safe Spawn Distance,400,,,,,,,,,,,,,,,,
402,Spawn Point Last Used Duration,1,,,,,,,,,,,,,,,,
403,Full Intensity Time,180,,,,,,,,,,,,,,,,
404,Player Downed Intensity Modifer,0,,,,,,,,,,,,,,,,
405,Player Death Intensity Modifier,0,,,,,,,,,,,,,,,,
406,Player Health Intensity Modifier,0,,,,,,,,,,,,,,,,
407,Intensity Multiplier Modifier - Player Downed,0,,,,,,,,,,,,,,,,
408,Intensity Health Buffer Time,20,,,,,,,,,,,,,,,,
409,Intensity Health Buffer Min Damage Per Player,100,,,,,,,,,,,,,,,,
410,Break Away From Group Distance,750,,,,,,,,,,,,,,,,
411,Player In Zone Score Modifier,0.75,,,,,,,,,,,,,,,,
412,Current Attacker In Zone Score Modifier,0.25,,,,,,,,,,,,,,,,
413,Recently Used Spawn Point Zone Score Modifier,0.1,,,,,,,,,,,,,,,,
414,Max Break Away Zone Score Increase,2.5,,,,,,,,,,,,,,,,
415,Spawn Event Base Activation Time,0,,,,,,,,,,,,,,,,
416,Spawn Event Additional Time Per Alien,0.5,,,,,,,,,,,,,,,,
417,Spawn Event Max Delay Time,5,,,,,,,,,,,,,,,,
500,1,1,1,1,,,,,,,,,,,,,,
501,2,1,1,1,,,,,,,,,,,,,,
502,3,1,1,1,,,,,,,,,,,,,,
503,4,1,1,1,,,,,,,,,,,,,,
504,5,1,1,1,,,,,,,,,,,,,,
505,6,1,1,1,,,,,,,,,,,,,,
506,7,1,1,1,,,,,,,,,,,,,,
507,8,1,1,1,,,,,,,,,,,,,,
508,9,1,1,1,,,,,,,,,,,,,,
509,10,1,1,1,,,,,,,,,,,,,,
510,11,1,1,1,,,,,,,,,,,,,,
511,12,1,1,1,,,,,,,,,,,,,,
512,13,1,1,1,,,,,,,,,,,,,,
513,14,1,1,1,,,,,,,,,,,,,,
514,15,1,1,1,,,,,,,,,,,,,,
515,16,1,1,1,,,,,,,,,,,,,,
516,17,1,1,1,,,,,,,,,,,,,,
517,18,1,1,1,,,,,,,,,,,,,,
518,19,1,1,1,,,,,,,,,,,,,,
519,20,1,1,1,,,,,,,,,,,,,,
520,21,1,1,1,,,,,,,,,,,,,,
600,1,30,,,,,,,,,,,,,,,,
601,2,60 120,,,,,,,,,,,,,,,,
602,3,60 120,,,,,,,,,,,,,,,,
603,4,60 120,,,,,,,,,,,,,,,,
604,5,60 180,,,,,,,,,,,,,,,,
605,6,60 180,,,,,,,,,,,,,,,,
606,7,75 135 180,,,,,,,,,,,,,,,,
607,8,75 135 180,,,,,,,,,,,,,,,,
608,9,75 135 180,,,,,,,,,,,,,,,,
609,10,75 135 180,,,,,,,,,,,,,,,,
610,11,60 120 180 240,,,,,,,,,,,,,,,,
611,12,60 120 180 240,,,,,,,,,,,,,,,,
612,13,105 120,,,,,,,,,,,,,,,,
613,14,105 120,,,,,,,,,,,,,,,,
614,15,90 180,,,,,,,,,,,,,,,,
615,16,90 180,,,,,,,,,,,,,,,,
616,17,120 240,,,,,,,,,,,,,,,,
617,18,90 120,,,,,,,,,,,,,,,,
618,19,60 120 180 240 300,,,,,,,,,,,,,,,,
619,20,60 100 120 180 240 300,,,,,,,,,,,,,,,,
620,21,60 100 120,,,,,,,,,,,,,,,,
700,1,A,lodge_lane_t,,,,,,,,,,,,,,,
701,2,B,lodge_lane_a lodge_lane_b,,,,,,,,,,,,,,,
702,2,C,lodge_lane_a,,,,,,,,,,,,,,,
703,3,B,lodge_lane_c lodge_lane_d,,,,,,,,,,,,,,,
704,3,C,lodge_lane_c,,,,,,,,,,,,,,,
705,4,B,lodge_lane_a lodge_lane_c lodge_lane_d,,,,,,,,,,,,,,,
706,4,C,lodge_lane_b,,,,,,,,,,,,,,,
707,5,A,random lodge_lane_c lodge_lane_d,,,,,,,,,,,,,,,
708,5,B,lodge_lane_c,,,,,,,,,,,,,,,
709,6,A B,lodge_lane_a lodge_lane_c,,,,,,,,,,,,,,,
710,7,A B C,random lodge_lane_a lodge_lane_c lodge_lane_d,,,,,,,,,,,,,,,
711,8,D,random city_lane_a city_lane_b city_lane_c city_lane_d,,,,,,,,,,,,,,,
712,8,E,city_lane_a,,,,,,,,,,,,,,,
713,8,F,city_lane_b,,,,,,,,,,,,,,,
714,9,D,random city_lane_a city_lane_b city_lane_c city_lane_d,,,,,,,,,,,,,,,
715,9,E,city_lane_a,,,,,,,,,,,,,,,
716,9,F,city_lane_b,,,,,,,,,,,,,,,
717,10,D,random city_lane_a city_lane_b city_lane_c,,,,,,,,,,,,,,,
718,10,E,city_lane_a,,,,,,,,,,,,,,,
719,10,F,city_lane_d,,,,,,,,,,,,,,,
720,11,D,random city_lane_a city_lane_b city_lane_c city_lane_d,,,,,,,,,,,,,,,
721,11,E,city_lane_a,,,,,,,,,,,,,,,
722,11,F,city_lane_c,,,,,,,,,,,,,,,
723,12,D,random city_lane_a city_lane_b city_lane_c city_lane_d,,,,,,,,,,,,,,,
724,12,E,city_lane_a,,,,,,,,,,,,,,,
725,12,F,city_lane_c,,,,,,,,,,,,,,,
726,13,G,random cabin_lane_a cabin_lane_b cabin_lane_c,,,,,,,,,,,,,,,
727,13,H,cabin_lane_a,,,,,,,,,,,,,,,
728,13,I,cabin_lane_c,,,,,,,,,,,,,,,
729,14,G,random cabin_lane_a cabin_lane_b cabin_lane_c,,,,,,,,,,,,,,,
730,14,H,cabin_lane_a,,,,,,,,,,,,,,,
731,14,I,cabin_lane_c,,,,,,,,,,,,,,,
732,15,G,random cabin_lane_b cabin_lane_c,,,,,,,,,,,,,,,
733,15,H,cabin_lane_b,,,,,,,,,,,,,,,
734,15,I,random cabin_lane_b cabin_lane_c,,,,,,,,,,,,,,,
735,16,G,random cabin_lane_b cabin_lane_c,,,,,,,,,,,,,,,
736,16,H,cabin_lane_b,,,,,,,,,,,,,,,
737,16,I,random cabin_lane_b cabin_lane_c,,,,,,,,,,,,,,,
738,17,G,random cabin_lane_a cabin_lane_b cabin_lane_c,,,,,,,,,,,,,,,
739,17,H,cabin_lane_c,,,,,,,,,,,,,,,
740,17,I,cabin_lane_a,,,,,,,,,,,,,,,
741,18,G,random cabin_lane_a cabin_lane_b cabin_lane_c,,,,,,,,,,,,,,,
742,18,H,cabin_lane_b,,,,,,,,,,,,,,,
743,18,I,random cabin_lane_a cabin_lane_b cabin_lane_c,,,,,,,,,,,,,,,
800,1,mini_lung,,,,,,,,,,,,,,,,
801,2,lodge_lung_1,,,,,,,,,,,,,,,,
802,3,lodge_lung_4,,,,,,,,,,,,,,,,
803,4,lodge_lung_5,,,,,,,,,,,,,,,,
804,5,lodge_lung_2,,,,,,,,,,,,,,,,
805,6,lodge_lung_6,,,,,,,,,,,,,,,,
806,7,lodge_lung_3,,,,,,,,,,,,,,,,
807,8,city_lung_5,,,,,,,,,,,,,,,,
808,9,city_lung_1,,,,,,,,,,,,,,,,
809,10,city_lung_2,,,,,,,,,,,,,,,,
810,11,city_lung_3,,,,,,,,,,,,,,,,
811,12,city_lung_4,,,,,,,,,,,,,,,,
812,13,lake_lung_1,,,,,,,,,,,,,,,,
813,14,lake_lung_6,,,,,,,,,,,,,,,,
814,15,lake_lung_2,,,,,,,,,,,,,,,,
815,16,lake_lung_5,,,,,,,,,,,,,,,,
816,17,lake_lung_3,,,,,,,,,,,,,,,,
817,18,lake_lung_4,,,,,,,,,,,,,,,,
818,19,crater_lung,,,,,,,,,,,,,,,,
900,1,lodge_lung_2 lodge_lung_6 lodge_lung_4 lodge_lung_5,,,,,,,,,,,,,,,,
901,1,city_lung_1 city_lung_5,,,,,,,,,,,,,,,,
902,1,city_lung_3 city_lung_4,,,,,,,,,,,,,,,,
903,1,lake_lung_1 lake_lung_6,,,,,,,,,,,,,,,,
904,1,lake_lung_2 lake_lung_5,,,,,,,,,,,,,,,,
