a0,b1,c2,d3,e4,f5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,q16,r17,s18
41,5,5,90,,,,goon,2 2,brute,1 1,,,minion,3 3,,,,
42,5,6,120,,,,goon,2 2,brute,2 2,,,minion,3 3,,,,
43,5,7,135,,,,goon,1 1,brute,2 2 3,,,,,,,,
44,5,8,150,,,,goon,1 1,brute,2 2,,,minion,4 4,,,,
45,5,9,180,,,,goon,1 1,brute,2 3,,,minion,4 4,,,,
46,5,10,195,,,,goon,1 1,brute,2 3,,,,,,,,
47,5,11,210,,,,goon,1 1,brute,2 3,,,minion,4 4,,,,
48,5,12,225,,,,goon,1 1,brute,2 3,,,,,,,,
49,5,END (),240,,,,goon,1 1,brute,3 3,,,minion,4 4,,,,
50,5,Spider 1 (x1),450,18,1,,,,brute,11 11 11,spitter,4 4 4,,,elite,3 3 3,,
51,6,Compound 1 (0),0,,,,,,brute,3 5 5,,,,,,,,
52,6,1,10,5,7,,goon,2 4 6,,,,,,,,,,
53,6,2,20,5,7,,goon,2 6,brute,4 5,spitter,2 2 4,,,,,,
54,6,3,30,,,,goon,4 6,,,,,minion,8 8 8,,,locust,1 1 2
55,6,4,40,5,7,,,,brute,4 5,,,,,,,,
56,6,5,50,6,7,,goon,4 6,,,spitter,2 4,minion,8 8,,,,
57,6,6,80,6,7,,,,brute,4 5,,,,,,,,
58,6,7,90,6,7,,goon,2 4,,,spitter,2 4,minion,8 8,,,,
59,6,8,100,,,,,,brute,4 5,,,,,,,,
60,6,9,110,6,5,,goon,2 4,,,,,,,,,,
61,6,10,120,6,5,,,,,,spitter,2 2,minion,8 8,,,locust,1 1
62,6,11,130,6,5,,,,brute,4 5,,,,,,,,
63,6,12,140,7,5,,goon,2 4,,,,,,,,,,
64,6,13,150,7,5,,,,brute,4 5,,,,,,,,
65,6,14,160,7,5,,,,,,spitter,3 4,,,,,,
66,6,END (180),170,7,5,,goon,4 4,brute,4 5,spitter,1 1 1,minion,4 4 4,,,,
67,6,Compound 1 (x1),380,18,1,,,,brute,11 11 11,spitter,4 4 4,,,elite,3 3 3,,
68,7,Compound 2 (0),0,7,5,,goon,2 4 6,brute,4 6 6,,,minion,12 12 12,,,,
69,7,1,20,7,5,,,,brute,4 5,spitter,2 3 5,,,,,,
70,7,2,30,7,5,,goon,2 6,brute,4 5,spitter,3 4,,,,,locust,1 1 1
71,7,3,50,7,5,,,,brute,4 5,,,,,,,,
72,7,4,60,7,5,,goon,2 6,brute,4 5,spitter,3 4,,,,,,
73,7,5,79,,,,,,,,,,minion,8 8,elite,0 1 1,,
74,7,6,80,10,1,,goon,2 6,brute,4 5,,,,,,,,
75,7,7,90,7,5,,,,brute,4 5,spitter,3 4,,,,,,
76,7,8,110,7,1,,goon,2 6,brute,8 8 8,,,,,,,,
77,7,9,120,7,5,,,,brute,4 5 5,,,minion,8 8,,,,
78,7,10,130,,,,goon,2 6,brute,4 5,,,,,,,locust,2 2 2
79,7,11,140,7,5,,,,,,spitter,3 4,,,,,,
80,7,12,150,,,,goon,2 6,brute,4 5,spitter,3 4,,,,,,
81,7,END (180),160,8,5,,goon,2 6,brute,4 5,,,,,,,,
82,7,Compound 2 (x1),380,18,1,,,,brute,11 11 11,spitter,4 4 4,,,elite,3 3 3,,
83,8,Compound 3 (0),0,,,,goon,2 4 6,,,spitter,8 8 8,minion,8 8 8,,,,
84,8,1,10,6,4,,,,brute,4 5 6,spitter,3 4 5,,,,,,
85,8,2,30,6,4,,goon,2 6,brute,5 5,,,,,,,,
86,8,3,50,,,,,,,,,,minion,8 8,,,locust,1 1 1
87,8,4,60,7,4,,goon,2 6,brute,5 5,,,,,,,,
88,8,5,80,7,1,,,,,,spitter,8 8 8,,,,,,
89,8,6,95,7,4,,goon,2 6,brute,5 5,spitter,3 4 5,,,,,,
90,8,7,115,,,,,,brute,5 5,,,,,,,,
91,8,8,125,7,4,,goon,2 6,,,spitter,8 8 8,minion,8 8,,,,
92,8,9,140,,,,,,,,,,,,elite,1 1 1,,
93,8,10,160,8,4,,goon,2 6,brute,5 5,spitter,3 4 5,,,,,,
94,8,END (180),170,8,4,,goon,2 6,brute,5 5,spitter,2 3,,,,,locust,1 1 1
95,8,Compound 3 (x1),380,18,1,,,,brute,11 11 11,spitter,4 4 4,,,elite,3 3 3,,
96,9,Compound 4 (0),0,7,7,,goon,2 4 6,,,spitter,4 4 4,,,elite,1 1 1,,
97,9,1,10,7,7,,,,brute,2 3 6,spitter,2 3 6,,,,,,
98,9,2,30,7,7,,goon,5 5,,,,,,,,,,
99,9,3,45,7,7,,goon,5 5,brute,2 2 3,spitter,2 2,,,,,,
100,9,4,55,,,,,,,,,,,,elite,1 1 1,,
101,9,5,75,7,7,,goon,2 6,brute,2 3,spitter,2 3,,,,,,
102,9,6,85,7,7,,,,brute,3 6,,,,,,,,
103,9,7,95,,,,goon,2 6,spitter,2 3,,,minion,8 8 10,,,locust,2 2 2
104,9,8,115,7,5,,,,brute,3 5 6,,,,,,,,
105,9,9,125,7,5,,goon,2 6,brute,3 5,spitter,3 4,,,,,,
106,9,10,135,,,,,,,,,,,,elite,1 1,,
107,9,11,155,8,5,,goon,5 5,brute,2 3,spitter,2 3,,,,,,
108,9,12,170,,,,,,,,spitter,2 3,minion,8 8,,,,
109,9,END (200),180,8,5,,goon,5 5 8,,,spitter,3 6,,,,,,
110,9,Compound 4 (x1),400,18,1,,,,brute,11 11 11,spitter,4 4 4,,,elite,3 3 3,,
111,10,Facility 1 (0),0,10,5,,goon,2 3 5,brute,4 5 7,spitter,3 5 5,,,,,,
112,10,1,30,10,3,,goon,2 3,brute,4 5,,,,,,,,
113,10,2,50,10,3,,goon,2 3,brute,4 5,spitter,3 5,,,,,,
114,10,3,80,,,,goon,2 3,brute,4 5,,,,,,,locust,1 1 1
115,10,4,95,10,3,,goon,2 3,brute,4 5,spitter,3 5,,,,,,
116,10,5,110,10,3,,goon,2 3,brute,4 5,,,,,,,,
117,10,6,120,,,,goon,2 3,brute,4 5,spitter,3 5,,,,,,
118,10,7,140,10,3,,goon,2 3,brute,4 5,spitter,3 5,,,,,,
119,10,END (180),160,10,3,,goon,2 3,brute,4 5,spitter,3 5,,,,,,
120,10,Facility 1 (x1),380,18,1,,,,brute,11 11 11,spitter,4 4 4,,,elite,3 3 3,,
121,11,Facility 2 (0),0,7,2,,goon,2 3 4,,,spitter,8 8 8,,,,,,
122,11,1,25,8,4,,goon,2 3,brute,4 5 8,spitter,2 3 5,,,,,,
123,11,2,50,7,5,,goon,2 3,brute,4 5,,,,,,,,
124,11,3,60,8,4,,goon,2 3,brute,4 5,,,,,,,locust,1 1 1
125,11,4,75,8,5,,goon,2 3,brute,4 5,spitter,2 3,,,,,,
126,11,5,95,,,,goon,2 3,brute,4 5,,,,,elite,1 1 1,,
127,11,6,115,8,5,,goon,2 3,brute,4 5,,,,,,,,
128,11,7,130,8,4,,goon,2 3,brute,4 5,spitter,2 3,,,,,,
129,11,8,140,7,4,,goon,2 3,brute,4 5,,,,,,,,
130,11,END (180),150,8,5,,goon,2 3,brute,4 5,spitter,2 3 6,,,,,,
131,11,Facility 2 (x1),380,18,1,,,,brute,11 11 11,spitter,4 4 4,,,elite,3 3 3,,
132,12,Facility 3 (0),0,,,,goon,1 2 3,brute,4 5 8,,,,,,,locust,1 1 2
133,12,1,10,8,5,,goon,1 2,brute,4 5,,,,,,,,
134,12,2,30,,,,goon,1 2,brute,4 5,spitter,3 4 5,,,elite,1 1 2,,
135,12,3,45,,,,goon,1 2,brute,4 5,,,,,,,locust,2 2
136,12,4,60,8,5,,goon,1 2,brute,4 5,spitter,3 4,,,,,,
137,12,5,70,,,,goon,1 2,brute,4 5,,,,,elite,1 1,,
138,12,6,85,10,4,,goon,1 2,brute,4 5,spitter,3 4,,,,,,
139,12,7,120,10,10,,goon,1 2,brute,4 5,spitter,3 4,,,,,locust,1 1
140,12,END (180),175,10,5,,goon,1 2,brute,4 5,spitter,3 4,,,,,,
141,12,Facility 3 (x1),380,18,1,,,,brute,11 11 11,spitter,4 4 4,,,elite,3 3 3,,
142,13,Facility 4 (0),0,,,,goon,1 1 2,brute,5 6 8,spitter,4 4 6,,,,,locust,1 1 2
143,13,1,10,10,4,,goon,1 1,brute,5 6,,,,,,,,
144,13,2,30,10,4,,goon,1 1,brute,5 6,spitter,4 4,,,elite,1 1 2,,
145,13,3,45,10,4,,goon,1 1,brute,5 6,,,,,,,locust,2 2
146,13,4,60,10,4,,goon,1 1,brute,5 6,spitter,4 4,,,,,,
147,13,5,70,10,4,,goon,1 1,brute,5 6,,,,,elite,1 1,,
148,13,6,85,10,4,,goon,1 1,brute,5 6,spitter,4 4,,,,,,
149,13,7,120,10,4,,goon,1 1,brute,5 6,spitter,4 4,,,,,locust,1 1 1
150,13,END (200),175,10,5,,goon,1 1,brute,5 6,spitter,4 4,,,,,,
151,13,Facility 4 (x1),400,18,1,,,,brute,11 11 11,spitter,4 4 4,,,elite,3 3 3,,
152,14,Facility 5 (0),0,,,,,,brute,6 6 8,,,,,,,,
153,14,1,10,10,4,,,,brute,6 6,spitter,4 4 6,,,,,,
154,14,2,30,10,4,,,,brute,6 6,,4 4,,,,,,
155,14,3,50,10,4,,,,brute,6 6,,4 4,,,,,,
156,14,4,85,10,4,,,,brute,6 6,,4 4,,,,,,
157,14,5,100,,,,goon,10 10 10,,,spitter,4 4,,,elite,2 2 2,locust,2 2 2
158,14,6,130,10,4,,,,brute,6 6,spitter,4 4,,,,,,
159,14,7,145,10,4,,,,brute,6 6,spitter,4 4,,,elite,1 1,,
160,14,END (200),160,10,4,,,,brute,6 6,spitter,4 4,,,,,locust,2 2 2
161,14,Facility 5 (x1),400,18,1,,,,brute,11 11 11,spitter,4 4 4,,,elite,3 3 3,,
162,15,Spider 2 (0),0,,,,,,brute,3 5 8,,,,,,,,
163,15,1,10,10,5,,goon,3 5 6,,,,,minion,4 4 8,,,,
164,15,2,30,10,5,,goon,2 4,,,,,,,,,,
165,15,3,50,10,5,,goon,2 4,,,,,minion,4 4,,,,
166,15,4,85,10,5,,goon,2 4,,,,,,,,,,
167,15,5,100,10,5,,goon,2 4,,,,,minion,4 4,,,,
168,15,6,115,,,,goon,2 4,,,,,,,,,,
169,15,7,130,,,,goon,2 4,,,,,minion,4 4,,,,
170,15,8,145,10,5,,goon,2 4,,,,,,,,,,
171,15,9,160,10,5,,goon,2 4,,,,,minion,4 4,,,,
172,15,10,175,10,5,,goon,2 4,,,,,,,,,,
173,15,11,190,10,5,,goon,2 4,,,,,minion,4 4,,,,
174,15,12,205,10,5,,goon,2 4,,,,,,,,,,
175,15,END (),220,10,5,,goon,2 4,,,,,minion,4 4,,,,
176,16,Debug,0,,,,goon,1 1,,,,,,,,,,
177,16,Debug,1,,,,,,brute,1 1,,,,,,,,
178,16,Debug,2,,,,,,,,,,minion,4 4,,,,
179,16,Debug,3,,,,,,,,spitter,1 1,,,,,,
180,16,Debug,4,,,,,,,,,,,,elite,1 1,,
181,16,Debug,5,,,,,,brute,10 10,,,,,,,,
182,16,Debug,6,,,,,,,,,,,,,,locust,1 1
2000,0,posture_1,1,30,boss_spawners_01,,,,,,,,,,,,,
2001,0,posture_2,2,30,boss_spawners_01,,,,,,,,,,,,,
2002,0,posture_3,3,30,boss_spawners_01,,,,,,,,,,,,,
2003,0,posture_4,4,30,boss_spawners_01,,,,,,,,,,,,,
2004,0,posture_5,5,30,boss_spawners_01,,,,,,,,,,,,,
2005,0,posture_11,11,0,boss_spawners_03,,,,,,,,,,,,,
2006,0,posture_12,12,0,boss_spawners_03,,,,,,,,,,,,,
2007,0,posture_13,13,0,boss_spawners_03,,,,,,,,,,,,,
2008,0,posture_14,14,0,boss_spawners_03,,,,,,,,,,,,,
2009,0,posture_15,15,0,boss_spawners_03,,,,,,,,,,,,,
2010,0,elevated_attack_1,16,60,,,,,,,,,,,,,,
3000,1,no,0,goon,4 4,,,,,,,,,,,,,
3001,2,no,0,goon,4 4,brute,4 4,,,,,,,,,,,
3002,2,no,10,goon,4 4,minion,6 6,,,,,,,,,,,
3003,3,no,0,minion,12 12,,,,,,,,,,,,,
3004,3,no,10,goon,4 4,minion,6 6,,,,,,,,,,,
3005,4,no,0,goon,3 3,brute,3 3,,,,,,,,,,,
3006,4,no,5,goon,4 4,,,,,,,,,,,,,
3007,4,no,10,goon,4 4,,,,,,,,,,,,,
3008,5,no,0,brute,4 4,minion,6 6,,,,,,,,,,,
3009,5,no,5,goon,4 4,,,,,,,,,,,,,
3010,5,no,10,goon,4 4,locust,1 1,,,,,,,,,,,
3011,6,no,0,goon,6 6,,,,,,,,,,,,,
3012,7,no,0,brute,6 6,,,,,,,,,,,,,
3013,8,no,0,goon,4 4,minion,12 12,,,,,,,,,,,
3014,9,no,0,goon,2 2,brute,2 2,locust,1 1,,,,,,,,,
3015,10,no,0,brute,4 4,brute,3 3,minion,6 6,,,,,,,,,
3016,11,no,0,goon,4 4,brute,2 2,minion,6 6,locust,1 1,,,,,,,
3017,12,no,0,goon,2 2,brute,4 4,minion,6 6,,,,,,,,,
3018,13,no,0,goon,3 3,brute,2 2,minion,9 9,,,,,,,,,
3019,14,no,0,goon,2 2,brute,2 2,minion,9 9,,,,,,,,,
3020,15,no,0,goon,1 1,brute,2 2,minion,9 9,locust,1 1,,,,,,,
3021,16,yes,0,goon,3 3,brute,3 3,,,,,,,,,,,
3022,16,yes,0,goon,3 3,locust,1 1,,,,,,,,,,,
3023,16,yes,0,goon,3 3,,,minion,6 6,,,,,,,,,
3024,16,yes,0,goon,3 3,elite,1 1,,,,,,,,,,,
3025,,,,,,,,,,,,,,,,,,
3026,,,,,,,,,,,,,,,,,,
400,Min Spawn Interval,1,,,,,,,,,,,,,,,,
401,Safe Spawn Distance,400,,,,,,,,,,,,,,,,
402,Spawn Point Last Used Duration,2,,,,,,,,,,,,,,,,
403,Break Away From Group Distance,750,,,,,,,,,,,,,,,,
404,Player In Zone Score Modifier,0.75,,,,,,,,,,,,,,,,
405,Current Attacker In Zone Score Modifier,0.25,,,,,,,,,,,,,,,,
406,Recently Used Spawn Point Zone Score Modifier,0.1,,,,,,,,,,,,,,,,
407,Max Break Away Zone Score Increase,2.5,,,,,,,,,,,,,,,,
408,Spawn Event Base Activation Time,0,,,,,,,,,,,,,,,,
409,Spawn Event Additional Time Per Alien,0.5,,,,,,,,,,,,,,,,
410,Spawn Event Max Delay Time,5,,,,,,,,,,,,,,,,
500,1,1,1,1,1,,,,,,,,,,,,,
501,2,1,1,1,1,,,,,,,,,,,,,
502,3,1,1,1,1,,,,,,,,,,,,,
503,4,1,1,1,1,,,,,,,,,,,,,
504,5,1,1,1,1,,,,,,,,,,,,,
505,6,1,1,0.5,1.5,,,,,,,,,,,,,
506,7,1,1,0.5,1.5,,,,,,,,,,,,,
507,8,1,1,0.5,1.5,,,,,,,,,,,,,
508,9,1,1,0.5,1.5,,,,,,,,,,,,,
509,10,1,1,0.5,2,,,,,,,,,,,,,
510,11,1,1,0.5,2,,,,,,,,,,,,,
511,12,1,1,0.5,2,,,,,,,,,,,,,
512,13,1,1,0.5,2,,,,,,,,,,,,,
513,14,1,1,0.5,2,,,,,,,,,,,,,
514,15,1,1,0.5,2,,,,,,,,,,,,,
600,1,90,10000,,,,,,,,,,,,,,,
601,2,130,180,,,,,,,,,,,,,,,
602,3,130,180,,,,,,,,,,,,,,,
603,4,130,180,,,,,,,,,,,,,,,
604,5,500,10000,,,,,,,,,,,,,,,
605,6,180,10000,,,,,,,,,,,,,,,
606,7,180,180,,,,,,,,,,,,,,,
607,8,180,180,,,,,,,,,,,,,,,
608,9,180,180,,,,,,,,,,,,,,,
609,10,200,10000,,,,,,,,,,,,,,,
610,11,200,180,,,,,,,,,,,,,,,
611,12,180,180,,,,,,,,,,,,,,,
612,13,180,180,,,,,,,,,,,,,,,
613,14,180,180,,,,,,,,,,,,,,,
614,15,200,10000,,,,,,,,,,,,,,,
615,16,500,10000,,,,,,,,,,,,,,,
700,checkpoint_hive_01,0 120,random_sequence checkpoint_03a checkpoint_01b,,,,,,,,,,,,,,,
701,checkpoint_hive_01,45,checkpoint_02b,,,,,,,,,,,,,,,
702,checkpoint_hive_01,90,checkpoint_03a,,,,,,,,,,,,,,,
703,checkpoint_hive_02,0 90,random_sequence checkpoint_01a checkpoint_01b,,,,,,,,,,,,,,,
704,checkpoint_hive_02,45,checkpoint_02a,,,,,,,,,,,,,,,
705,checkpoint_hive_02,120,random_sequence checkpoint_01a checkpoint_02a,,,,,,,,,,,,,,,
706,checkpoint_hive_03,0 60,random_sequence checkpoint_01a checkpoint_02b,,,,,,,,,,,,,,,
707,checkpoint_hive_03,30 90,random checkpoint_02a checkpoint_03b,,,,,,,,,,,,,,,
708,checkpoint_hive_03,120,checkpoint_02a checkpoint_02b,,,,,,,,,,,,,,,
709,checkpoint_hive_04,0 90,random_sequence checkpoint_01a checkpoint_02b,,,,,,,,,,,,,,,
710,checkpoint_hive_04,30 120,random_sequence checkpoint_03a checkpoint_03b,,,,,,,,,,,,,,,
711,checkpoint_hive_04,60,checkpoint_01a checkpoint_02b checkpoint_03a checkpoint_03b,,,,,,,,,,,,,,,
712,checkpoint_hive_05,0 60,random_sequence checkpoint_02a boss_spawners_01,,,,,,,,,,,,,,,
713,checkpoint_hive_05,30 90,random_sequence checkpoint_01a checkpoint_02b,,,,,,,,,,,,,,,
714,checkpoint_hive_05,120,checkpoint_01a checkpoint_02a checkpoint_02b,,,,,,,,,,,,,,,
715,first_spider_fight,0 135,boss_spawners_01,,,,,,,,,,,,,,,
716,first_spider_fight,45 200,boss_spawners_01,,,,,,,,,,,,,,,
717,first_spider_fight,90 180,boss_spawners_01,,,,,,,,,,,,,,,
718,compound_hive_01,0 135,random_sequence compound_01a compound_01b,,,,,,,,,,,,,,,
719,compound_hive_01,45,compound_02a,,,,,,,,,,,,,,,
720,compound_hive_01,90 180,compound_01a compound_01b,,,,,,,,,,,,,,,
721,compound_hive_02,0 135,random_sequence compound_02a compound_01a,,,,,,,,,,,,,,,
722,compound_hive_02,45,compound_02a compound_02b,,,,,,,,,,,,,,,
723,compound_hive_02,90 180,random compound_01a compound_02b,,,,,,,,,,,,,,,
724,compound_hive_03,0 135,random_sequence compound_01b compound_03b,,,,,,,,,,,,,,,
725,compound_hive_03,45,compound_03a compound_03b,,,,,,,,,,,,,,,
726,compound_hive_03,90 180,random compound_03b compound_01b,,,,,,,,,,,,,,,
727,compound_hive_04,0 135,random_sequence compound_03b compound_02a,,,,,,,,,,,,,,,
728,compound_hive_04,45,compound_01b,,,,,,,,,,,,,,,
729,compound_hive_04,90 180,compound_01b compound_02a compound_03b,,,,,,,,,,,,,,,
730,compound_hive_05,0 135,random_sequence compound_01b compound_02a compound_02b compound_03a,,,,,,,,,,,,,,,
731,compound_hive_05,45,random compound_02a compound_02b,,,,,,,,,,,,,,,
732,compound_hive_05,90 180,compound_01b compound_02a compound_02b compound_03a,,,,,,,,,,,,,,,
733,compound_hive_06,0 135,random_sequence compound_01b compound_02a,,,,,,,,,,,,,,,
734,compound_hive_06,45,random compound_02a compound_03b,,,,,,,,,,,,,,,
735,compound_hive_06,90 180,compound_01b compound_02a compound_03b,,,,,,,,,,,,,,,
736,compound_hive_07,0 135,random_sequence compound_01b compound_02a,,,,,,,,,,,,,,,
737,compound_hive_07,45,random compound_02a compound_03b,,,,,,,,,,,,,,,
738,compound_hive_07,90 180,compound_01b compound_02a compound_03b,,,,,,,,,,,,,,,
739,compound_hive_08,0 135,random_sequence compound_01b compound_02b,,,,,,,,,,,,,,,
740,compound_hive_08,45,random compound_01a compound_01b,,,,,,,,,,,,,,,
741,compound_hive_08,90 180,compound_01a compound_01b compound_02b,,,,,,,,,,,,,,,
742,facility_hive_01,0 135,random_sequence facility_01a facility_02a,,,,,,,,,,,,,,,
743,facility_hive_01,45 200,random facility_01b facility_02a,,,,,,,,,,,,,,,
744,facility_hive_01,90 180,facility_01a facility_01b facility_02a,,,,,,,,,,,,,,,
745,facility_hive_02,0 135,random_sequence facility_01a facility_02a,,,,,,,,,,,,,,,
746,facility_hive_02,45 200,random facility_01b facility_03b,,,,,,,,,,,,,,,
747,facility_hive_02,90 180,facility_01a facility_01b facility_03a facility_03b,,,,,,,,,,,,,,,
748,facility_hive_03,0 135,random_sequence facility_03a facility_02a,,,,,,,,,,,,,,,
749,facility_hive_03,45 200,random facility_03b facility_02a,,,,,,,,,,,,,,,
750,facility_hive_03,90 180,facility_02a facility_03a facility_03b,,,,,,,,,,,,,,,
751,facility_hive_04,0 135,random_sequence facility_01b facility_02a,,,,,,,,,,,,,,,
752,facility_hive_04,45 200,random facility_02a facility_03a,,,,,,,,,,,,,,,
753,facility_hive_04,90 180,facility_01b facility_02a facility_03a,,,,,,,,,,,,,,,
754,facility_hive_05,0 135,random_sequence facility_01a facility_02a,,,,,,,,,,,,,,,
755,facility_hive_05,45 200,random facility_01b facility_02a,,,,,,,,,,,,,,,
756,facility_hive_05,90 180,facility_02a facility_01a facility_01b,,,,,,,,,,,,,,,
757,facility_hive_06,0 135,random_sequence facility_01a facility_01b facility_02a facility_03a facility_03b,,,,,,,,,,,,,,,
758,facility_hive_06,45 200,random_sequence facility_01a facility_01b facility_02a facility_03a facility_03b,,,,,,,,,,,,,,,
759,facility_hive_07,0 135,random_sequence facility_01a facility_03a,,,,,,,,,,,,,,,
760,facility_hive_07,45 200,random facility_01b facility_03b,,,,,,,,,,,,,,,
761,facility_hive_07,90 180,facility_01a facility_01b facility_03a facility_03b,,,,,,,,,,,,,,,
762,final_spider_fight,0 135,boss_spawners_03,,,,,,,,,,,,,,,
763,final_spider_fight,45 200,boss_spawners_03,,,,,,,,,,,,,,,
764,final_spider_fight,90 180,boss_spawners_03,,,,,,,,,,,,,,,
800,1,checkpoint_hive_01,,,,,,,,,,,,,,,,
801,2,checkpoint_hive_02,,,,,,,,,,,,,,,,
802,3,checkpoint_hive_03,,,,,,,,,,,,,,,,
803,4,checkpoint_hive_04,,,,,,,,,,,,,,,,
804,5,checkpoint_hive_05,,,,,,,,,,,,,,,,
805,6,bomblocation_left_01,,,,,,,,,,,,,,,,
806,7,bomblocation_04,,,,,,,,,,,,,,,,
807,8,bomblocation_05,,,,,,,,,,,,,,,,
808,9,bomblocation_left_02,,,,,,,,,,,,,,,,
809,10,bomblocation_left_03,,,,,,,,,,,,,,,,
810,11,bomblocation_left_04,,,,,,,,,,,,,,,,
811,12,bomblocation_06,,,,,,,,,,,,,,,,
812,13,bomblocation_07,,,,,,,,,,,,,,,,
813,14,bomblocation_08,,,,,,,,,,,,,,,,
814,15,bomblocation_09,,,,,,,,,,,,,,,,
815,16,bomblocation_10,,,,,,,,,,,,,,,,
816,17,bomblocation_11,,,,,,,,,,,,,,,,
817,18,bomblocation_12,,,,,,,,,,,,,,,,
818,19,bomblocation_13,,,,,,,,,,,,,,,,
819,20,bomblocation_14,,,,,,,,,,,,,,,,
820,21,electric_area_01,,,,,,,,,,,,,,,,
900,3,checkpoint_hive_01 checkpoint_hive_02 checkpoint_hive_04 checkpoint_hive_05,,,,,,,,,,,,,,,,
901,1,compound_hive_01 compound_hive_02 compound_hive_07 compound_hive_08,,,,,,,,,,,,,,,,
902,1,compound_hive_05 compound_hive_06,,,,,,,,,,,,,,,,
903,2,facility_hive_03 facility_hive_04 facility_hive_05,,,,,,,,,,,,,,,,
