a0,b1,c2,d3,e4,f5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,q16,r17,s18
54,5,3,36,,,,goon,4 4,spitter,4 4,,,,,,,,
55,5,4,45,,,,goon,4 4,,,,,,,,,,
56,5,5,54,,,,goon,4 4,,,,,,,,,,
57,5,6,63,,,,goon,4 4,spitter,4 4,,,,,,,,
58,5,7,72,,,,goon,4 4,,,,,,,,,,
59,5,8,81,,,,goon,4 4,,,,,,,,,,
60,5,9,90,,,,goon,4 4,spitter,4 4,,,,,,,,
61,5,10,99,,,,goon,4 4,,,,,,,,,,
62,5,11,108,,,,goon,4 4,,,,,,,,,,
63,5,12,117,,,,goon,4 4,spitter,4 4,,,,,,,,
64,5,13,126,,,,goon,4 4,,,,,,,,,,
65,5,14,135,,,,goon,4 4,,,,,,,,,,
66,5,15,144,,,,goon,4 4,spitter,4 4,,,,,,,,
67,5,16,153,,,,goon,4 4,,,,,,,,,,
68,5,17,162,,,,goon,4 4,,,,,,,,,,
69,5,18,171,,,,goon,4 4,spitter,4 4,,,,,,,,
70,5,19,180,,,,goon,4 4,,,,,,,,,,
71,5,20,189,,,,goon,4 4,,,,,,,,,,
72,5,21,198,,,,goon,4 4,spitter,4 4,,,,,,,,
73,5,22,207,,,,goon,4 4,,,,,,,,,,
74,5,23,216,,,,goon,4 4,,,,,,,,,,
75,5,24,225,,,,goon,4 4,spitter,4 4,,,,,,,,
76,5,25,234,,,,goon,4 5,,,,,,,,,,
77,5,26,243,,,,goon,4 5,,,,,,,,,,
78,5,27,252,,,,goon,4 5,spitter,4 4,,,,,,,,
79,5,28,261,,,,goon,5 5,,,,,,,,,,
80,5,29,270,,,,goon,5 5,,,,,,,,,,
81,5,30,279,,,,goon,5 5 6,spitter,4 4,,,,,,,,
82,5,31,288,,,,goon,5 5,,,,,,,,,,
83,5,32,297,,,,goon,5 5,,,,,,,,,,
84,5,33,306,,,,goon,5 5,spitter,4 5,,,,,,,,
85,5,34,315,,,,goon,5 5,,,,,,,,,,
86,5,35,324,,,,goon,5 5,,,,,,,,,,
87,5,36,333,,,,goon,5 5,spitter,4 5,,,,,,,,
88,5,37,342,,,,goon,5 5,,,,,,,,,,
89,5,38,351,,,,goon,5 5,,,,,,,,,,
90,5,39,360,,,,goon,5 5,spitter,4 5 8,,,,,,,,
91,5,40,369,,,,goon,5 5,,,,,,,,,,
92,5,41,378,,,,goon,5 5,,,,,,,,,,
93,5,42,387,,,,goon,5 5,spitter,4 5,,,,,,,,
94,5,43,396,,,,goon,5 5,,,,,,,,,,
95,5,44,405,,,,goon,5 5,,,,,,,,,,
96,5,45,414,,,,goon,5 5,spitter,4 5,,,,,,,,
97,5,46,423,,,,goon,5 5,,,,,,,,,,
98,5,47,432,,,,goon,5 5,,,,,,,,,,
99,5,48,441,,,,goon,5 5,spitter,5 5,,,,,,,,
100,5,49,450,,,,goon,5 5,,,,,,,,,,
101,5,50,459,7,8,,goon,5 5,spitter,5 5,,,,,,,,
102,6,0,0,,,,goon,3 3 12,,,,,,,,,,
103,6,1,10,,,,goon,4 4,,,,,,,,,,
104,6,2,20,,,,goon,4 4,,,spitter,2 2 2,,,,,,
105,6,3,30,,,,goon,5 5,,,,,,,,,,
106,6,4,40,,,,goon,5 5,,,,,,,,,,
107,6,5,50,,,,goon,6 6,,,spitter,2 2,,,,,,
108,6,6,60,,,,goon,6 6,,,,,,,,,,
109,6,7,70,,,,goon,6 6,,,,,,,,,,
110,6,8,80,3,1,,goon,7 7,,,spitter,2 2,,,,,,
111,6,9,110,,,,goon,8 8,,,,,,,,,,
112,6,10,120,,,,goon,8 8,,,,,,,,,,
113,6,11,130,,,,goon,8 8,,,spitter,2 2,,,,,,
114,6,12,140,,,,goon,9 9,,,,,,,,,,
115,6,13,150,,,,goon,9 9,,,,,,,,,,
116,6,14,160,,,,goon,9 9,,,spitter,2 2,,,,,,
117,6,15,170,,,,goon,10 10,,,,,,,,,,
118,6,16,180,,,,goon,10 10,,,,,,,,,,
119,6,17,190,,,,goon,9 9,,,spitter,2 2,,,,,,
120,6,18,200,,,,goon,9 9,,,,,,,,,,
121,6,19,210,,,,goon,8 8,brute,1 1 4,,,,,,,,
122,6,20,220,,,,goon,8 8,brute,1 1,spitter,2 2,,,,,,
123,6,21,230,,,,goon,7 7,brute,2 2,,,,,,,,
124,6,22,240,,,,goon,7 7,brute,2 2,,,,,,,,
125,6,23,250,6,5,,goon,6 6,brute,3 3,spitter,2 2,,,,,,
126,7,0,0,,,,goon,3 3 12,,,,,,,,,,
127,7,1,10,,,,goon,4 4,,,,,,,,,,
128,7,2,20,,,,goon,3 3,brute,2 4 4,spitter,2 2 3,,,,,,
129,7,3,30,,,,goon,5 5,,,,,,,,,,
130,7,4,40,,,,goon,5 5,,,,,,,,,,
131,7,5,50,,,,goon,6 6,spitter,2 2,,,,,,,,
132,7,6,60,,,,goon,6 6,,,,,,,,,,
133,7,7,70,,,,,,,,,,minion,4 4,,,,
134,7,8,80,,,,goon,4 4 10,brute,2 4 4,,,,,,,,
135,7,9,90,,,,goon,7 7,,,,,,,,,,
136,7,10,100,,,,goon,7 7,,,,,,,,,,
137,7,11,110,,,,goon,7 7,spitter,2 2,,,,,,,,
138,7,12,120,,,,goon,7 7,,,,,,,,,,
139,7,13,130,,,,,,,,,,minion,4 4,,,,
140,7,14,140,,,,goon,6 6,brute,2 4 6,spitter,3 3,,,,,,
141,7,15,150,,,,goon,9 9,,,,,,,,,,
142,7,16,160,,,,goon,9 9,,,,,,,,,,
143,7,17,170,,,,goon,10 10,spitter,2 2 4,,,,,,,,
144,7,18,180,,,,goon,10 10,,,,,,,,,,
145,7,19,190,,,,,,,,,,minion,6 6,,,,
146,7,20,200,,,,goon,9 9,brute,1 1,,,,,,,,
147,7,21,210,,,,goon,8 8,,,,,,,,,,
148,7,22,220,,,,goon,7 7,brute,2 2,spitter,1 1,,,,,,
149,7,23,230,,,,goon,7 7,,,,,,,,,,
150,7,24,240,,,,goon,6 6,brute,3 3,spitter,1 1,,,,,,
151,7,25,250,6,5,,goon,6 6,brute,4 4,spitter,2 2,,,,,,
152,8,0,0,,,,goon,6 6 14,brute,2 2 4,,,,,,,,
153,8,1,9,,,,goon,8 8,,,,,,,,,,
154,8,2,18,,,,goon,6 6,,,spitter,2 2 4,,,,,,
155,8,3,27,,,,goon,8 8,,,,,,,,,,
156,8,4,36,,,,goon,6 6,brute,1 1,,,,,,,,
157,8,5,47,,,,goon,6 6,,,,,,,,,,
158,8,6,55,,,,goon,5 5,brute,2 2,,,,,,,,
159,8,7,63,,,,goon,6 6,,,,,,,,,,
160,8,8,72,,,,,,,,spitter,2 2,minion,4 4,,,,
161,8,9,81,,,,goon,9 9,,,,,,,,,,
162,8,10,90,,,,goon,6 6,brute,2 2,,,,,,,,
163,8,11,99,,,,goon,9 9,,,,,,,,,,
164,8,12,108,,,,goon,5 5,brute,3 3,,,,,,,,
165,8,13,117,,,,goon,9 9,,,,,,,,,,
166,8,14,126,,,,,,,,spitter,3 3,minion,6 6,,,,
167,8,15,135,,,,goon,10 10,,,,,,,,,,
168,8,16,144,,,,goon,6 6,brute,3 3,,,,,,,,
169,8,17,153,,,,goon,10 10,,,,,,,,,,
170,8,18,162,,,,goon,5 5,brute,4 4,,,,,,,,
171,8,19,171,,,,goon,10 10,,,,,,,,,,
172,8,20,180,,,,goon,7 7,,,spitter,3 3,,,,,,
173,8,21,189,,,,goon,10 10,,,,,,,,,,
174,8,22,198,,,,goon,5 5,brute,4 4,,,,,,,,
175,8,23,207,,,,goon,10 10,,,,,,,,,,
176,8,24,216,,,,goon,4 4,brute,5 5 5,,,,,,,,
177,8,25,225,,,,goon,10 10,,,,,,,,,,
178,8,26,234,6,4,,goon,2 2,brute,5 5,spitter,3 3,,,,,,
179,9,0,0,,,,goon,6 6 8,,,spitter,3 4 4,,,,,,
180,9,1,8,,,,goon,8 8,brute,1 2 3,,,,,,,,
181,9,2,16,,,,goon,6 6,,,spitter,3 4,,,,,,
182,9,3,24,,,,goon,8 8,brute,1 2,,,,,,,,
183,9,4,32,,,,goon,6 6,,,spitter,3 4,,,,,,
184,9,5,40,4,8,,goon,2 2,,,spitter,6 8 8,,,,,,
185,9,6,80,,,,goon,6 6,,,spitter,3 4 4,,,,,,
186,9,7,88,,,,,,,,,,minion,4 4,,,,
187,9,8,96,,,,goon,5 5,,,spitter,3 4,,,,,,
188,9,9,104,,,,goon,7 7,brute,2 3,,,,,,,,
189,9,10,112,,,,goon,5 5,,,spitter,3 4,,,,,,
190,9,11,120,,,,goon,8 8,,,,,,,,,,
191,9,12,128,,,,,,,,spitter,3 4,minion,4 4,,,,
192,9,13,136,,,,goon,7 7,brute,2 3,,,,,,,,
193,9,14,144,,,,goon,5 5,,,spitter,3 4,,,,,,
194,9,15,152,,,,goon,6 6 6,brute,3 4,,,,,,,,
195,9,16,160,,,,goon,6 6,,,spitter,3 4 5,,,,,,
196,9,17,168,,,,,,,,,,minion,8 8,,,,
197,9,18,176,,,,goon,5 5,,,spitter,3 4,,,,,,
198,9,19,184,,,,goon,6 6,brute,3 4 4,,,,,,,,
199,9,20,192,,,,goon,4 4,,,spitter,4 5,,,,,,
200,9,21,200,,,,goon,6 6,,,,,,,,,,
201,9,22,208,,,,,,,,spitter,4 5,minion,4 4,,,,
202,9,23,216,,,,goon,6 6,brute,3 4,,,,,,,,
203,9,24,224,,,,goon,5 5,,,spitter,4 5,,,,,,
204,9,25,232,,,,goon,6 6,brute,3 4,,,,,,,,
205,9,26,240,,,,goon,5 5,,,spitter,4 5,,,,,,
206,9,27,248,,,,,,,,,,minion,8 8,,,,
207,9,28,256,,,,goon,5 5,,,spitter,4 5,,,,,,
208,9,29,264,,,,goon,5 5,brute,4 5 5,,,,,,,,
209,9,30,272,,,,goon,5 5,,,spitter,4 5,,,,,,
210,9,31,280,,,,goon,6 6,,,,,,,,,,
211,9,32,288,,,,,,,,spitter,4 5,minion,8 8,,,,
212,9,33,296,,,,goon,5 5,brute,4 5,,,,,,,,
213,9,34,304,,,,goon,4 4,brute,2 3,spitter,4 5,,,,,,
214,9,35,312,,,,goon,3 3,brute,3 4,,,,,,,,
215,9,36,320,,,,goon,4 4,brute,4 5,spitter,4 5,,,,,,
216,9,37,328,,,,goon,3 3,brute,3 4,,,,,,,,
217,9,38,336,,,,goon,4 4,brute,5 6,spitter,4 5,,,,,,
218,9,39,344,,,,goon,3 3,brute,3 4,,,,,,,,
219,9,40,352,3,8,,goon,4 4,brute,5 6,spitter,4 5,,,,,,
220,9,41,500,6,8,,,,brute,5 5,spitter,5 5,,,elite,1 1 2,,
221,9,42,560,6,8,,,,brute,6 6 6,spitter,5 5,,,elite,1 1,,
222,9,43,620,8,8,,,,brute,6 6,spitter,6 6 6,,,elite,1 1,,
223,9,44,680,8,8,,,,brute,7 7 7,spitter,7 7 7,,,elite,1 1,,
224,9,45,740,8,8,,,,brute,7 7,spitter,7 7,,,elite,2 2 3,,
225,10,0,0,,,,goon,3 3 4,brute,1 2 5,spitter,2 2 3,,,,,,
226,10,1,8,,,,,,brute,1 2,,,,,,,,
227,10,2,16,,,,,,brute,1 2,,,,,,,,
228,10,3,24,,,,,,brute,1 2,spitter,2 2,,,,,,
229,10,4,32,,,,goon,3 3,brute,2 3,,,minion,6 6,,,,
230,10,5,40,,,,,,brute,2 3,,,,,,,,
231,10,6,48,,,,,,brute,2 3,spitter,2 2,,,,,,
232,10,7,56,,,,,,brute,2 3,,,,,,,,
233,10,8,64,,,,goon,3 3,brute,3 4,,,,,,,,
234,10,9,72,,,,,,brute,3 4,spitter,3 3,,,,,,
235,10,10,80,,,,,,brute,3 4,,,minion,6 6,,,,
236,10,11,88,,,,,,brute,3 4,,,,,,,,
237,10,12,96,,,,goon,3 3,brute,4 5,spitter,3 3,,,,,,
238,10,13,104,,,,,,brute,4 5,,,,,,,,
239,10,14,112,,,,,,brute,4 5,,,,,,,,
240,10,15,120,,,,,,brute,4 5,spitter,3 3 4,,,,,,
241,10,16,128,,,,goon,3 3,brute,5 6 6,,,,,,,,
242,10,17,136,,,,,,brute,5 6,,,,,,,,
243,10,18,144,,,,,,brute,5 6,spitter,3 3,,,,,,
244,10,19,152,,,,,,brute,5 6,,,,,,,,
245,10,20,160,,,,goon,3 3,brute,5 6,,,,,,,,
246,10,21,168,,,,,,brute,5 6,spitter,3 3,,,,,,
247,10,22,176,,,,,,brute,5 6,,,,,,,,
248,10,23,184,8,1,,,,brute,7 7 0,spitter,2 2 2,elite,1 1 0,,,,
249,11,0,0,,,,goon,2 2 3,brute,2 2 4,spitter,2 2 3,,,,,,
250,11,1,8,,,,,,brute,2 2,,,,,,,,
251,11,2,16,,,,,,brute,2 3,,,,,,,,
252,11,3,24,,,,,,brute,2 3,spitter,2 2,,,,,,
253,11,4,32,,,,goon,2 2,brute,2 3,,,minion,4 4,,,,
254,11,5,40,,,,,,brute,2 3,,,,,,,,
255,11,6,48,,,,,,brute,2 3,spitter,2 2,,,,,,
256,11,7,56,,,,,,brute,2 3,,,,,,,,
257,11,8,64,,,,goon,2 2,brute,3 3,,,,,,,,
258,11,9,72,,,,,,brute,3 3,spitter,3 3,,,,,,
259,11,10,80,,,,,,brute,3 3,,,minion,6 6,,,,
260,11,11,88,,,,,,brute,3 3,,,,,,,,
261,11,12,96,,,,goon,2 2,brute,4 4,spitter,3 3,,,,,,
262,11,13,104,,,,,,brute,4 4,,,,,,,,
263,11,14,112,,,,,,brute,4 4,,,,,,,,
264,11,15,120,,,,,,brute,4 4,spitter,3 3 4,,,,,,
265,11,16,128,,,,goon,2 2,brute,5 5 5,,,,,,,,
266,11,17,136,,,,,,brute,5 5,,,,,,,,
267,11,18,144,,,,,,brute,5 5,spitter,3 3,,,,,,
268,11,19,152,,,,,,brute,5 5,,,,,,,,
269,11,20,160,,,,goon,2 2,brute,5 5,,,,,,,,
270,11,21,168,,,,,,brute,5 5,spitter,3 3,,,,,,
271,11,22,176,,,,,,brute,5 5,,,,,,,,
272,11,23,184,8,1,,,,brute,7 7 0,spitter,2 2 2,elite,1 1 0,,,,
273,12,0,0,,,,goon,2 2 2,brute,3 3 4,spitter,2 2 2,,,,,,
274,12,1,8,,,,,,brute,3 3,,,,,,,,
275,12,2,16,,,,goon,2 2,brute,3 3,spitter,2 2,,,,,,
276,12,3,24,,,,,,brute,3 3,,,,,,,,
277,12,4,34,,,,goon,2 2,brute,4 4,spitter,2 2,,,,,,
278,12,5,41,,,,,,brute,4 4,,,minion,4 4 4,,,,
279,12,6,48,,,,goon,2 2,brute,4 4,spitter,2 2,,,,,,
280,12,7,56,,,,,,brute,4 4,,,,,,,,
281,12,8,64,,,,goon,2 2,brute,5 5 5,spitter,3 3 3,,,,,,
282,12,9,72,,,,,,brute,5 5,,,,,,,,
283,12,10,80,,,,goon,2 2,brute,5 5,spitter,3 3,minion,4 4,,,,
284,12,11,88,,,,,,brute,5 5,,,,,,,,
285,12,12,96,,,,goon,2 2,brute,5 5,spitter,3 3,,,,,,
286,12,13,104,,,,,,brute,5 5,,,,,,,,
287,12,14,112,,,,goon,2 2,brute,5 5,spitter,3 3 3,,,,,,
288,12,15,120,,,,,,brute,5 5,,,,,,,,
289,12,16,128,,,,goon,2 2,brute,5 5,spitter,3 3,,,,,,
290,12,17,136,,,,,,brute,6 6 6,,,,,,,,
291,12,18,144,,,,goon,2 2,brute,6 6,spitter,3 3,,,,,,
292,12,19,152,,,,,,brute,6 6,,,,,,,,
293,12,20,160,,,,goon,2 2,brute,6 6,spitter,3 3,,,,,,
294,12,21,168,,,,,,brute,6 6,,,,,,,,
295,12,22,176,,,,goon,2 2,brute,6 6,spitter,3 3,,,,,,
296,12,23,184,,,,,,brute,6 6,,,,,,,,
297,12,24,192,,,,goon,2 2,brute,7 7 7,spitter,4 4 4,,,,,,
298,12,25,200,,,,,,brute,7 7,,,,,,,,
299,12,26,208,,,,goon,2 2,brute,7 7,spitter,4 4,,,,,,
300,12,27,216,,,,,,brute,7 7,,,minion,4 4,,,,
301,12,28,224,,,,goon,2 2,brute,7 7,spitter,4 4,,,,,,
302,12,29,232,,,,,,brute,7 7,,,,,,,,
303,12,30,240,,,,goon,2 2,brute,7 7,spitter,4 4,,,,,,
304,12,31,248,8,1,,,,brute,7 7 0,spitter,2 2 2,elite,1 1 0,,,,
305,13,0,0,,,,brute,4 4 4,spitter,3 3 3,,,,,,,,
306,13,1,9,,,,brute,4 4,,,,,,,,,,
307,13,2,18,,,,brute,4 4,spitter,3 3,,,,,,,,
308,13,3,27,,,,brute,4 4,,,,,,,,,,
309,13,4,36,,,,brute,4 4,spitter,3 3,,,,,,,,
310,13,5,45,,,,brute,4 4,,,minion,6 6 6,,,,,,
311,13,6,54,,,,brute,5 5 5,spitter,3 3,,,,,,,,
312,13,7,63,,,,brute,5 5,,,,,,,,,,
313,13,8,72,,,,brute,5 5,spitter,4 4 4,,,,,,,,
314,13,9,81,,,,brute,5 5,,,,,,,,,,
315,13,10,90,,,,brute,5 5,spitter,4 4,minion,6 6,,,,,,
316,13,11,99,,,,brute,6 6 6,,,,,,,,,,
317,13,12,108,,,,brute,6 6,spitter,4 4,,,,,,,,
318,13,13,117,,,,brute,6 6,,,,,,,,,,
319,13,14,126,,,,brute,6 6,spitter,4 4,,,,,,,,
320,13,15,135,,,,brute,6 6,,,minion,6 6,,,,,,
321,13,16,144,,,,brute,6 6 7,spitter,4 4,,,,,,,,
322,13,17,153,,,,brute,6 6,,,,,,,,,,
323,13,18,162,,,,brute,6 6,spitter,4 4 5,,,,,,,,
324,13,19,171,,,,brute,6 6,,,,,,,,,,
325,13,20,180,8,1,,brute,7 7 0,spitter,2 2 2,elite,1 1 0,,,,,,
326,14,0,0,,,,brute,4 4 5,spitter,4 4 4,,,,,,,,
327,14,1,10,,,,brute,4 4,,,,,,,,,,
328,14,2,20,,,,brute,4 4,spitter,4 4,,,,,,,,
329,14,3,30,,,,brute,4 4,,,,,,,,,,
330,14,4,40,,,,brute,4 4,spitter,4 4,minion,6 6 6,,,,,,
331,14,5,50,,,,brute,4 4,,,,,,,,,,
332,14,6,60,,,,brute,5 5,spitter,4 4,,,,,,,,
333,14,7,70,,,,brute,5 5,,,,,,,,,,
334,14,8,80,,,,brute,5 5,spitter,4 4,,,,,,,,
335,14,9,90,,,,brute,5 5,,,,,,,,,,
336,14,10,100,,,,brute,5 5,spitter,4 4 5,,,,,,,,
337,14,11,110,,,,brute,6 6 6,,,minion,6 6,,,,,,
338,14,12,120,,,,brute,6 6,spitter,4 4,,,,,,,,
339,14,13,130,,,,brute,6 6,,,,,,,,,,
340,14,14,140,,,,brute,6 6,spitter,4 4,,,,,,,,
341,14,15,150,,,,brute,6 6,,,,,,,,,,
342,14,16,160,,,,brute,6 6,spitter,4 4,,,,,,,,
343,14,17,170,,,,brute,6 6,,,,,,,,,,
344,14,18,180,,,,brute,6 6,spitter,4 4,minion,6 6,,,,,,
345,14,19,190,,,,brute,6 6,,,,,,,,,,
346,14,20,200,,,,brute,6 6,spitter,4 4,,,,,,,,
347,14,21,210,,,,brute,6 6,,,,,,,,,,
348,14,22,220,,,,brute,6 6,spitter,4 4,,,,,,,,
349,14,23,230,,,,brute,6 6,,,,,,,,,,
350,14,24,240,,,,brute,6 6,spitter,4 4,,,,,,,,
351,14,25,250,,,,brute,6 6 7,,,minion,6 6,,,,,,
352,14,26,260,,,,brute,6 6,spitter,4 4,,,,,,,,
353,14,27,270,,,,brute,6 6,,,,,,,,,,
354,14,28,280,,,,brute,6 6,spitter,4 4,,,,,,,,
355,14,29,290,,,,brute,6 6,,,,,,,,,,
356,14,30,300,,,,brute,6 6,spitter,4 4,,,,,,,,
357,14,31,310,,,,brute,6 6,,,,,,,,,,
358,14,32,320,,,,brute,6 6,spitter,4 4,minion,6 6,elite,1 1 1,,,,
359,14,33,330,,,,brute,6 6,,,,,,,,,,
360,14,34,340,,,,brute,6 6,spitter,4 4,,,,,,,,
361,14,35,350,,,,brute,6 6 8,,,,,,,,,,
362,14,36,360,,,,brute,6 6,spitter,4 4,,,,,,,,
363,14,37,370,,,,brute,6 6,,,,,,,,,,
364,14,38,380,,,,brute,6 6,spitter,4 4,,,,,,,,
365,14,39,390,,,,brute,6 6,,,,,,,,,,
366,14,40,400,8,1,,brute,7 7 0,spitter,2 2 2,,,elite,1 1 0,,,,
367,15,0,0,,,,brute,2 2 4,,,,,,,,,,
368,15,1,25,,,,brute,2 2,,,,,,,,,,
369,15,2,50,,,,brute,2 2,,,,,,,,,,
370,15,3,75,,,,brute,2 2,,,,,,,,,,
371,15,4,96,12,1,,brute,2 2,,,,,,,,,,
372,16,Debug,0,,,,goon,1 1,,,,,,,,,,
373,16,Debug,1,,,,brute,1 1,,,,,,,,,,
374,16,Debug,2,,,,minion,1 1,,,,,,,,,,
375,16,Debug,3,,,,spitter,1 1,,,,,,,,,,
376,16,Debug,4,,,,elite,1 1,,,,,,,,,,
377,16,Debug,5,,,,brute,10 10,,,,,,,,,,
2000,6,reached_layer_1,12,30,,,,,,,,,,,,,,
2001,7,reached_layer_1,3,30,,,,,,,,,,,,,,
2002,8,reached_layer_1,4,30,,,,,,,,,,,,,,
2003,10,reached_layer_1,6,60,,,,,,,,,,,,,,
2004,12,reached_layer_1,6,60,,,,,,,,,,,,,,
2005,14,reached_layer_1,6,60,,,,,,,,,,,,,,
2006,15,chaos_event_1,100,20,,,,,,,,,,,,,,
2007,15,chaos_event_2,101,20,,,,,,,,,,,,,,
2008,15,chaos_event_3,100,20,,,,,,,,,,,,,,
2009,15,chaos_event_4,101,20,,,,,,,,,,,,,,
2010,15,chaos_event_5,100,20,,,,,,,,,,,,,,
3000,1,yes,0,goon,5 5,,,,,,,,,,,,,
3001,1,no,0,spitter,2 2,,,,,,,,,,,,,
3002,1,no,2,spitter,2 2,,,,,,,,,,,,,
3003,2,no,0,spitter,5 5,,,,,,,,,,,,,
3004,3,yes,0,brute,4 4,,,,,,,,,,,,,
3005,3,no,2,minion,8 8,,,,,,,,,,,,,
3006,4,no,0,minion,12 12,,,,,,,,,,,,,
3007,4,no,8,minion,8 8,,,,,,,,,,,,,
3008,5,no,0,spitter,4 4,minion,8 8,,,,,,,,,,,
3009,6,yes,0,brute,5 5 5,,,,,,,,,,,,,
3010,6,no,0,elite,1 1 1,,,,,,,,,,,,,
3011,7,no,0,elite,2 2,,,,,,,,,,,,,
3012,8,no,0,spitter,5 5,,,,,,,,,,,,,
3013,8,no,5,spitter,3 3,elite,1 1 1,,,,,,,,,,,
3014,9,no,0,spitter,3 3,minion,8 8,elite,1 1 1,,,,,,,,,
3015,10,no,0,elite,2 2,,,,,,,,,,,,,
3016,11,no,0,minion,14 14,,,,,,,,,,,,,
3017,11,no,8,minion,13 13,elite,1 1 1,,,,,,,,,,,
3018,12,yes,0,goon,4 4,,,,,,,,,,,,,
3019,12,no,0,brute,5 5,,,,,,,,,,,,,
3020,13,no,0,brute,10 10,,,,,,,,,,,,,
3021,14,yes,0,elite,1 1,,,,,,,,,,,,,
3022,14,no,0,minion,8 8,,,,,,,,,,,,,
3023,100,no,0,minion,3 3 6,,,,,,,,,,,,,
3024,101,no,0,spitter,4 4 6,elite,2 2 3,,,,,,,,,,,
3025,102,no,0,spitter,3 3,elite,1 1,goon,12 12,,,,,,,,,
3026,103,no,0,spitter,3 3,elite,1 1,,,,,,,,,,,
3027,104,no,0,spitter,3 3,elite,1 1,goon,12 12,,,,,,,,,
400,Min Spawn Interval,1,,,,,,,,,,,,,,,,
401,Safe Spawn Distance,400,,,,,,,,,,,,,,,,
402,Spawn Point Last Used Duration,2,,,,,,,,,,,,,,,,
403,Break Away From Group Distance,750,,,,,,,,,,,,,,,,
404,Player In Zone Score Modifier,0.75,,,,,,,,,,,,,,,,
405,Current Attacker In Zone Score Modifier,0.25,,,,,,,,,,,,,,,,
406,Recently Used Spawn Point Zone Score Modifier,0.1,,,,,,,,,,,,,,,,
407,Max Break Away Zone Score Increase,2.5,,,,,,,,,,,,,,,,
408,Spawn Event Base Activation Time,0,,,,,,,,,,,,,,,,
409,Spawn Event Additional Time Per Alien,0.5,,,,,,,,,,,,,,,,
410,Spawn Event Max Delay Time,5,,,,,,,,,,,,,,,,
500,1,1,1,1,0.1,,,,,,,,,,,,,
501,2,1,1,1,1.0,,,,,,,,,,,,,
502,3,1,1,1,1.0,,,,,,,,,,,,,
503,4,1,1,1,1.0,,,,,,,,,,,,,
504,5,1,1,1,1.0,,,,,,,,,,,,,
505,6,1,1,1,1.5,,,,,,,,,,,,,
