a0,b1,c2,d3,e4,f5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,q16,r17,s18
66,,unique,LUA_MENU_RIOTSHIELD_RADAR,rshieldradar,rshieldradar,,,,,,,,,,,,,
67,,unique,LUA_MENU_RIOTSHIELD_SCRAMBLER,rshieldscrambler,rshieldscrambler,,,,,,,,,,,,,
68,,unique,LUA_MENU_RIOTSHIELD_SPIKES,rshieldspikes,rshieldspikes,,,,,,,,,,,,,
69,,unique,LUA_MENU_FIRE_TYPE_BURST,firetypeburst,firetypeburst,,,,,,,,,,,,,
70,,none,LUA_MENU_DONE_SELECTING,done,done,,,,,,,,,,,,,
71,,rail,LUA_MENU_DONE_SELECTING,dlcweap02scope,scope,weapon_missing_image,LUA_MENU_DESC_DONE_SELECTING,,,,FALSE,,,0,0,0,0,0
72,,barrel,LUA_MENU_TACTICAL,alienmuzzlebrake,alienmuzzlebrake,,,,,,,,,,,,,
73,,barrel,LUA_MENU_TACTICAL,alienmuzzlebrakesg,alienmuzzlebrake,,,,,,,,,,,,,
74,,barrel,LUA_MENU_TACTICAL,alienmuzzlebrakesn,alienmuzzlebrake,,,,,,,,,,,,,
75,,barrel,LUA_MENU_TACTICAL,alienmuzzlebrakepi,alienmuzzlebrake,,,,,,,,,,,,,
76,,barrel,LUA_MENU_TACTICAL,alienmuzzlebrakep3,alienmuzzlebrake,,,,,,,,,,,,,
77,,barrel,LUA_MENU_TACTICAL,alienmuzzlebrakepa,alienmuzzlebrake,,,,,,,,,,,,,
