zone_name,ambience,ambient_name,mix,reverb,filter,occlusion,player_adsr,,,,
at_lg_part_cover,amb_alien_bea_int,,,lg_partcover,default,default,partial_cover,,,,
at_lg_room,amb_alien_bea_int,,,lg_room,interior,interior,large_spaces,,,,
at_lg_room_dark,amb_alien_bea_int,,,lg_room_dark,interior,interior,large_spaces,,,,
at_lg_tunnel,amb_alien_bea_int,,,lg_tunnel,interior,interior,large_spaces,,,,
at_med_room,amb_alien_bea_int,,,md_room,interior,interior,med_spaces,,,,
at_med_room_dark,amb_alien_bea_int,,,md_room_dark,interior,interior,med_spaces,,,,
at_med_part_cover,amb_alien_bea_int,,,md_partcover,default,default,partial_cover,,,,
at_med_hallway,amb_alien_bea_int,,,md_hallway,interior,interior,small_spaces,,,,
at_sm_partcover,amb_alien_bea_int,,,sm_partcover,default,default,partial_cover,,,,
at_sm_room,amb_alien_bea_int,,,sm_room,interior,interior,small_spaces,,,,
at_sm_room_dark,amb_alien_bea_int,,,sm_room_dark,interior,interior,small_spaces,,,,
at_sm_container,amb_alien_bea_int,,,sm_container,interior,interior,tight_spaces,,,,
at_sm_pipe,amb_alien_bea_int,,,sm_pipe,interior,interior,tight_spaces,,,,
at_sm_hallway,amb_alien_bea_int,,,sm_hallway,interior,interior,small_spaces,,,,
at_sm_hallway_dark,amb_alien_bea_int,,,sm_hallway_dark,interior,interior,small_spaces,,,,
at_ext_street,amb_alien_bea_ext,,,ext_street,default,default,exterior_spaces,,,,
at_ext_reflect,amb_alien_bea_ext,,,ext_reflect,default,default,partial_cover,,,,
at_md_ext_alley,amb_alien_bea_ext,,,md_ext_alley,default,default,exterior_spaces,,,,
at_sm_ext_alley,amb_alien_bea_ext,,,sm_ext_alley,default,default,exterior_spaces,,,,
at_sm_room_tight,amb_alien_bea_int,,,sm_room,interior,default,tight_spaces,,,,
at_sm_room_tight_dark,amb_alien_bea_int,,,sm_room_dark,interior,default,tight_spaces,,,,
filter_name,channel,band,type,freq,gain,q,,,,,
reverb_name,roomtype,drylevel,wetlevel,fade,,,,,,,
mix_name,channel,volume,fade,,,,,,,,
ambient_name,time_min,time_max,,,,,,,,,
beacon_int,2,5,,,,,,,,,
beacon_ext,2,5,,,,,,,,,
beacon_null,10,20,,,,,,,,,
ambient_event,element,weight,,,,,,,,,
beacon_int,elm_beacon_steam,1,,,,,,,,,
beacon_int,elm_beacon_clangs,1,,,,,,,,,
beacon_int,elm_beacon_press,1,,,,,,,,,
beacon_int,elm_beacon_industry,1,,,,,,,,,
beacon_int,elm_beacon_metal_stress,1,,,,,,,,,
beacon_int,elm_alien_dist,4,,,,,,,,,
beacon_int,elm_int_thunder,3,,,,,,,,,
beacon_ext,elm_thunder_distant,2,,,,,,,,,
beacon_ext,elm_thunder_strike,1,,,,,,,,,
beacon_ext,elm_storm_wind,1,,,,,,,,,
beacon_null,null,1,,,,,,,,,
ambient_element,alias,range_min,range_max,cone_min,cone_max,time_min,time_max,travel_min,travel_max,travel_time_min,travel_time_max
elm_beacon_steam,elm_beacon_steam,500,1500,0,360,,,,,,
elm_beacon_clangs,elm_beacon_clangs,500,1500,0,360,,,,,,
elm_beacon_press,elm_beacon_press,500,1500,0,360,,,,,,
elm_beacon_industry,elm_beacon_industry,500,1500,0,360,,,,,,
elm_beacon_metal_stress,elm_beacon_metal_stress,500,1500,0,360,,,,,,
elm_thunder_distant,elm_thunder_distant,500,1500,0,360,,,,,,
elm_thunder_strike,elm_thunder_strike,500,1500,0,360,,,,,,
elm_alien_dist,elm_alien_dist,750,1500,0,360,,,,,,
elm_storm_wind,elm_storm_wind,500,1500,0,360,,,,,,
elm_int_thunder,elm_int_thunder,1000,2000,0,360,,,,,,
null,null,500,1500,0,360,,,,,,
adsr_zone_player,weapon,adsr,,,,,,,,,
adsr_zone_npc,weapon,adsr,,,,,,,,,
adsr_name,att_len,dec_len,sus_len,sus_level,rel_len,,,,,,
END_OF_FILE,,,,,,,,,,,
