zone_name,ambience,ambient_name,mix,reverb,filter,occlusion,player_adsr,,,,
strike_lg_part_cover_light,ambient_mp_strikezone,,,lg_partcover,interior_light,interior,partial_cover,,,,
strike_sm_room_light,ambient_mp_strikezone,,,sm_room,interior_light,interior,small_spaces,,,,
strike_sm_hallway_light,ambient_mp_strikezone,,,sm_hallway,interior_light,interior,small_spaces,,,,
mp_strikezone_nuke,ambient_mp_strikezone_nuke,,,default,default,default,exterior_spaces,,,,
strike_nuke_lg_part_cover,ambient_mp_strikezone_nuke,,,lg_partcover,default,default,partial_cover,,,,
strike_nuke_lg_room,ambient_mp_strikezone_nuke,,,lg_room,interior,interior,large_spaces,,,,
strike_nuke_lg_room_dark,ambient_mp_strikezone_nuke,,,lg_room_dark,interior,interior,large_spaces,,,,
strike_nuke_lg_tunnel,ambient_mp_strikezone_nuke,,,lg_tunnel,interior,interior,large_spaces,,,,
strike_nuke_med_room,ambient_mp_strikezone_nuke,,,md_room,interior,interior,med_spaces,,,,
strike_nuke_med_room_dark,ambient_mp_strikezone_nuke,,,md_room_dark,interior,interior,med_spaces,,,,
strike_nuke_med_part_cover,ambient_mp_strikezone_nuke,,,md_partcover,default,default,partial_cover,,,,
strike_nuke_med_hallway,ambient_mp_strikezone_nuke,,,md_hallway,interior,interior,small_spaces,,,,
strike_nuke_sm_partcover,ambient_mp_strikezone_nuke,,,sm_partcover,default,default,partial_cover,,,,
strike_nuke_sm_room,ambient_mp_strikezone_nuke,,,sm_room,interior,interior,small_spaces,,,,
strike_nuke_sm_room_dark,ambient_mp_strikezone_nuke,,,sm_room_dark,interior,interior,small_spaces,,,,
strike_nuke_sm_container,ambient_mp_strikezone_nuke,,,sm_container,interior,interior,tight_spaces,,,,
strike_nuke_sm_pipe,ambient_mp_strikezone_nuke,,,sm_pipe,interior,interior,tight_spaces,,,,
strike_nuke_sm_hallway,ambient_mp_strikezone_nuke,,,sm_hallway,interior,interior,small_spaces,,,,
strike_nuke_sm_hallway_dark,ambient_mp_strikezone_nuke,,,sm_hallway_dark,interior,interior,small_spaces,,,,
strike_nuke_ext_street,ambient_mp_strikezone_nuke,,,ext_street,default,default,exterior_spaces,,,,
strike_nuke_ext_reflect,ambient_mp_strikezone_nuke,,,ext_reflect,default,default,partial_cover,,,,
strike_nuke_md_ext_alley,ambient_mp_strikezone_nuke,,,md_ext_alley,default,default,exterior_spaces,,,,
strike_nuke_sm_ext_alley,ambient_mp_strikezone_nuke,,,sm_ext_alley,default,default,exterior_spaces,,,,
strike_nuke_sm_room_tight,ambient_mp_strikezone_nuke,,,sm_room,interior,default,tight_spaces,,,,
strike_nuke_sm_room_tight_dark,ambient_mp_strikezone_nuke,,,sm_room_dark,interior,default,tight_spaces,,,,
strike_nuke_lg_room_light,ambient_mp_strikezone_nuke,,,lg_room,interior_light,interior,large_spaces,,,,
strike_nuke_lg_part_cover_light,ambient_mp_strikezone_nuke,,,lg_partcover,interior_light,interior,partial_cover,,,,
strike_nuke_sm_room_light,ambient_mp_strikezone_nuke,,,sm_room,interior_light,interior,small_spaces,,,,
strike_nuke_sm_hallway_light,ambient_mp_strikezone_nuke,,,sm_hallway,interior_light,interior,small_spaces,,,,
mix_name,channel,volume,fade,,,,,,,,
ambient_name,time_min,time_max,,,,,,,,,
ambient_event,element,weight,,,,,,,,,
ambient_element,alias,range_min,range_max,cone_min,cone_max,time_min,time_max,travel_min,travel_max,travel_time_min,travel_time_max
adsr_zone_player,weapon,adsr,,,,,,,,,
adsr_zone_npc,weapon,adsr,,,,,,,,,
adsr_name,att_len,dec_len,sus_len,sus_level,rel_len,,,,,,
END_OF_FILE,,,,,,,,,,,
