all,c2cbc400,2cd41eb0-f19b-4d7b-a4d9-30a825689781,customization,0,,,# Hero Character Keegan
all,86dff000,700ea071-7735-4e86-99ba-7bb1f9022b09,customization,0,,,# Hero Character Price
all,91c3c400,99ca4292-4ddc-44fc-8efc-154aabf4572a,personalization,0,,,# Personalization Pack 1 - Ducky
all,b70c8000,14eaf18d-1f3e-42ed-99ce-a95d939be3cb,personalization,0,,,# Personalization Pack 2 - Blood
all,99c5a800,2b7c5745-6f99-4454-bbda-7742907f3dc9,personalization,0,,,# Personalization Pack 3 - Inferno
all,0e938c00,195813f3-c604-482d-981f-d3a2408b4a7f,personalization,0,,,# Personalization Pack 4 - Kittens
all,941f1000,8fc6223f-d675-4d0f-82dd-5db64780a63f,personalization,0,,,# Festive Pack
all,7191a400,54d6db0f-6107-4862-93be-3f062dd7c302,additional,0,,,# Beast Pack
all,abc0c800,6a711c6d-4f70-42fa-8f38-0d77cdaaf0c0,dlc,2,4,,# Map Pack 1 - Onslaught
all,1914ec00,,dlc,1,4,,# Map Pack 1 - Onslaught - Season Pass
all,a6890c00,9093854d-fa08-4937-9dc3-1f48cd29bc60,dlc,3,4,,# Map Pack 1 - Trial
all,badb2c00,6b8b1a78-b8d4-4bdc-a835-c573f3a31cb4,seasonpass,0,,,# Season Pass
all,5ff31c00,,seasonpass,4,,1,# Season Pass - Discount By 1
all,d01c1c00,,seasonpass,4,,2,# Season Pass - Discount By 2
all,7903c000,,seasonpass,4,,3,# Season Pass - Discount By 3
all,cda9a000,a2387af5-dc56-4086-b8b0-f162ca36793b,dlc,2,5,,# Map Pack 2 - Devastation
all,e8f20800,,dlc,1,5,,# Map Pack 2 - Devastation - Season Pass
all,14f75000,99bc9e0c-4bd7-4a50-903a-3dd72b3cf987,voices,0,10,,#announcer drill sergeant
all,50960400,560fac96-98e3-453e-98e6-05f45f10413d,voices,0,11,,#announcer rapper
all,da1c6800,49972dd4-09b2-485a-8892-6201cc2b5547,dlc,2,6,,# Map Pack 3 - Invasion
all,0c4d4c00,,dlc,1,6,,# Map Pack 3 - Invasion - Season Pass
all,8b150c00,b37328f4-1c2a-4543-a127-75c331a191e9,dlc,2,7,,# Map Pack 4 - Nemesis
all,2c0af000,,dlc,1,7,,# Map Pack 4 - Nemesis - Season Pass
all,3bf93c00,40bbfa62-064c-4ff2-a861-dd82c109dfab,crossgame,0,,,#Advanced Warfare
